;Unnamed: 0;Idenx original;tipo_de_accidente;responsabilidad;descripcion_del_hecho - Final;Spacy Lemma-Pos
564;564;871;auto - moto;comprometida;asegurado circulando pedro echague colisiona frente moto delante habia desacelerado pasar loma burro desplazamientos personas moto solo acompanante caen piso levantan susu medios intervinene;[('asegurar', 'ADJ'), ('circular', 'AUX'), ('pedro', 'PROPN'), ('echague', 'PROPN'), ('colisionar', 'VERB'), ('frente', 'ADV'), ('moto', 'NOUN'), ('delante', 'ADV'), ('habia', 'PROPN'), ('desacelerar', 'ADJ'), ('pasar', 'VERB'), ('loma', 'PROPN'), ('burro', 'PROPN'), ('desplazamiento', 'NOUN'), ('personar', 'NOUN'), ('moto', 'NOUN'), ('solo', 'ADJ'), ('acompanante', 'ADJ'), ('caer', 'AUX'), ('pisar', 'NOUN'), ('levantar', 'PROPN'), ('susu', 'PROPN'), ('medio', 'NOUN'), ('intervinene', 'VERB')]
565;565;874;auto - moto;comprometida;circunstancias hallaba detenido frente anses intento ingresar lentamente cause vehicular moto circulaba lado derecho vehculos transito colisiona automvil ocasionando danos puerta delantera lado socalo bajo misma lesionados ninguno vehculos involucrados;[('circunstancia', 'NOUN'), ('hallar', 'VERB'), ('detener', 'VERB'), ('frente', 'ADV'), ('anses', 'ADJ'), ('intentar', 'NOUN'), ('ingresar', 'VERB'), ('lentamente', 'ADV'), ('causar', 'SCONJ'), ('vehicular', 'PROPN'), ('moto', 'PROPN'), ('circular', 'AUX'), ('lado', 'ADJ'), ('derecho', 'ADJ'), ('vehculos', 'VERB'), ('transitar', 'NOUN'), ('colisionar', 'PROPN'), ('automvil', 'ADJ'), ('ocasionar', 'VERB'), ('danos', 'ADJ'), ('puerta', 'NOUN'), ('delantero', 'VERB'), ('lado', 'ADJ'), ('socalo', 'ADJ'), ('bajar', 'ADP'), ('mismo', 'DET'), ('lesionar', 'ADJ'), ('ninguno', 'PRON'), ('vehculos', 'DET'), ('involucrar', 'ADJ')]
566;566;876;auto - moto;concurrente;aseg circulando interseccion toma contacto tercero moto circulaba ultima izquierda parte delantera moto habia solo ocupante puesto cayo arriba capot aseg luego piso manifesto dolencia muneca traslado centro medico hospitalsin desplazamientos aseg dolencia hombro ;[('aseg', 'PROPN'), ('circular', 'VERB'), ('interseccion', 'PROPN'), ('tomar', 'VERB'), ('contactar', 'NOUN'), ('3', 'ADJ'), ('moto', 'NOUN'), ('circular', 'AUX'), ('ultimar', 'ADJ'), ('izquierdo', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('moto', 'PROPN'), ('habia', 'PROPN'), ('solo', 'ADV'), ('ocupante', 'ADJ'), ('poner', 'ADJ'), ('cayo', 'PROPN'), ('arribar', 'ADV'), ('capot', 'PROPN'), ('aseg', 'PROPN'), ('luego', 'ADV'), ('pisar', 'NOUN'), ('manifesto', 'ADJ'), ('dolencia', 'NOUN'), ('muneca', 'ADJ'), ('trasladar', 'ADJ'), ('centrar', 'NOUN'), ('medicar', 'ADJ'), ('hospitalsin', 'PROPN'), ('desplazamiento', 'NOUN'), ('aseg', 'PROPN'), ('dolencia', 'PROPN'), ('hombro', 'PROPN')]
567;567;877;auto - moto;comprometida;ingresar porton entrada casa choca moto puerta trasera acompanante circulaba unamuno moto circulaba sola persona cae moto desprende luz delantera ;[('ingresar', 'VERB'), ('porton', 'PROPN'), ('entrar', 'NOUN'), ('casar', 'NOUN'), ('chocar', 'VERB'), ('moto', 'ADJ'), ('puerta', 'PROPN'), ('trasero', 'ADJ'), ('acompanante', 'ADJ'), ('circular', 'AUX'), ('unamuno', 'ADJ'), ('moto', 'NOUN'), ('circular', 'AUX'), ('solo', 'ADJ'), ('personar', 'NOUN'), ('caer', 'VERB'), ('moto', 'PROPN'), ('desprender', 'VERB'), ('luz', 'NOUN'), ('delantero', 'ADJ')]
568;568;878;auto - moto;comprometida;vhlo asegurado detenido conesa esperando tomar gaspar campos contraria detiene vhlo da paso asegurado inicia giro hacia izquierda moto venia circulando avendia contrario alta velocidad embiste parte delantera motociclista cae piso ;[('vhlo', 'NOUN'), ('asegurar', 'ADJ'), ('detener', 'ADJ'), ('conesa', 'PROPN'), ('esperar', 'AUX'), ('tomar', 'VERB'), ('gaspar', 'VERB'), ('campo', 'NOUN'), ('contrario', 'ADJ'), ('detener', 'VERB'), ('vhlo', 'PROPN'), ('dar', 'ADP'), ('pasar', 'NOUN'), ('asegurar', 'ADJ'), ('iniciar', 'VERB'), ('girar', 'NOUN'), ('hacia', 'ADP'), ('izquierdo', 'NOUN'), ('moto', 'PROPN'), ('venia', 'PROPN'), ('circular', 'VERB'), ('avendia', 'NOUN'), ('contrario', 'ADJ'), ('alto', 'ADJ'), ('velocidad', 'NOUN'), ('embestir', 'VERB'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('motociclista', 'ADJ'), ('caer', 'VERB'), ('pisar', 'NOUN')]
569;569;879;auto - moto;comprometida;vhl asegurado encontraba circulando caseros llega interseccion alberti maniobra girar hacia ultima colisionado terceromoto circulaba detras embiste lateral izquierdo trasero lateral derecho personas moto femenino masculino llevaban ambas caen pavimento masculino levanta propios medios femenino queda pavimento aguardando trasladada masculino trasladado ;[('vhl', 'PROPN'), ('asegurar', 'ADJ'), ('encontrar', 'AUX'), ('circular', 'VERB'), ('casero', 'ADJ'), ('llegar', 'VERB'), ('interseccion', 'PROPN'), ('alberti', 'PROPN'), ('maniobrar', 'VERB'), ('girar', 'VERB'), ('hacia', 'ADP'), ('ultimar', 'PROPN'), ('colisionar', 'ADJ'), ('terceromoto', 'ADV'), ('circular', 'AUX'), ('detras', 'NOUN'), ('embestir', 'NOUN'), ('lateral', 'ADJ'), ('izquierdo', 'ADJ'), ('trasero', 'NOUN'), ('lateral', 'ADJ'), ('derecho', 'PROPN'), ('personar', 'NOUN'), ('moto', 'NOUN'), ('femenino', 'ADJ'), ('masculino', 'ADJ'), ('llevar', 'AUX'), ('ambos', 'NUM'), ('caer', 'AUX'), ('pavimentar', 'NOUN'), ('masculino', 'ADJ'), ('levantar', 'VERB'), ('propio', 'DET'), ('medio', 'NOUN'), ('femenino', 'ADJ'), ('quedo', 'VERB'), ('pavimentar', 'NOUN'), ('aguardar', 'VERB'), ('trasladar', 'ADJ'), ('masculino', 'ADJ'), ('trasladar', 'ADJ')]
570;570;882;auto - moto;comprometida;asegurado circulando julio disponia girar izquierda luz giro castelli tercero moto circulaba julio contramano embiste lateral izquierdo moto iba solo ocupante cae piso ;[('asegurar', 'ADJ'), ('circular', 'VERB'), ('julio', 'NOUN'), ('disponia', 'PROPN'), ('girar', 'VERB'), ('izquierdo', 'ADJ'), ('luz', 'PROPN'), ('girar', 'PROPN'), ('castelli', 'VERB'), ('3', 'ADJ'), ('moto', 'NOUN'), ('circular', 'AUX'), ('julio', 'NOUN'), ('contramano', 'ADJ'), ('embestir', 'NOUN'), ('lateral', 'ADJ'), ('izquierdo', 'ADJ'), ('moto', 'PROPN'), ('ir', 'AUX'), ('solo', 'ADV'), ('ocupante', 'ADJ'), ('caer', 'VERB'), ('pisar', 'NOUN')]
571;571;883;auto - moto;comprometida;sacando auto casa moto vena toda velocidad espero q incorporara paso derecha chocando auto;[('sacar', 'VERB'), ('auto', 'NOUN'), ('casar', 'PROPN'), ('moto', 'PROPN'), ('vena', 'VERB'), ('todo', 'DET'), ('velocidad', 'NOUN'), ('esperar', 'VERB'), ('q', 'CCONJ'), ('incorporar', 'AUX'), ('pasar', 'NOUN'), ('derecho', 'ADJ'), ('chocar', 'VERB'), ('auto', 'NOUN')]
572;572;884;auto - moto;comprometida;mecanica hecho segun version asegurado venia san martin doble chorroarin doble derecha habia moto intentar esquivarme suelo maniobra brusca puse guinada demasiado maniobra salio ileso salvo molestia manodsa mecanica hecho segun tercero denuncia venia paternal habia salido trabajar dia sabado iba domicilio queda jose c paz paso puente cruzar chorroarin auto vw up color dobla derecha poner luz giro encierra haciendo caiga moto lado derechodf;[('mecanica', 'ADJ'), ('hacer', 'ADJ'), ('segun', 'ADJ'), ('version', 'PROPN'), ('asegurar', 'ADJ'), ('venia', 'PROPN'), ('santo', 'PROPN'), ('martin', 'PROPN'), ('doblar', 'ADJ'), ('chorroarin', 'NOUN'), ('doblar', 'ADJ'), ('derecho', 'NOUN'), ('habia', 'ADJ'), ('moto', 'PROPN'), ('intentar', 'VERB'), ('esquivarme', 'VERB'), ('soler', 'NOUN'), ('maniobrar', 'NOUN'), ('brusco', 'PROPN'), ('poner', 'PROPN'), ('guinada', 'ADJ'), ('demasiar', 'ADV'), ('maniobrar', 'NOUN'), ('salio', 'ADJ'), ('ileso', 'ADJ'), ('salvar', 'ADP'), ('molestia', 'PROPN'), ('manodsa', 'VERB'), ('mecanica', 'ADJ'), ('hacer', 'ADJ'), ('segun', 'ADJ'), ('3', 'ADJ'), ('denunciar', 'NOUN'), ('venia', 'PROPN'), ('paternal', 'ADJ'), ('habia', 'PROPN'), ('salir', 'ADJ'), ('trabajar', 'VERB'), ('dia', 'VERB'), ('sabado', 'ADJ'), ('ir', 'VERB'), ('domiciliar', 'NOUN'), ('quedo', 'VERB'), ('jose', 'VERB'), ('c', 'PROPN'), ('paz', 'NOUN'), ('pasar', 'ADJ'), ('puente', 'NOUN'), ('cruzar', 'VERB'), ('chorroarin', 'PROPN'), ('auto', 'ADJ'), ('vw', 'PROPN'), ('up', 'PROPN'), ('color', 'NOUN'), ('doblar', 'VERB'), ('derecho', 'ADJ'), ('poner', 'VERB'), ('luz', 'NOUN'), ('girar', 'PROPN'), ('encerrar', 'PROPN'), ('hacer', 'VERB'), ('caer', 'VERB'), ('moto', 'NOUN'), ('lado', 'ADJ'), ('derechodf', 'NOUN')]
573;573;888;auto - moto;comprometida;asegurado circulando aeronautica argentina cruzar interseccion don bosco colisiona angulo delantero derecho tercero moto personas caen piso presentan golpes piernas brazos ;[('asegurar', 'ADJ'), ('circular', 'PROPN'), ('aeronautica', 'ADJ'), ('argentino', 'PROPN'), ('cruzar', 'VERB'), ('interseccion', 'PROPN'), ('don', 'PROPN'), ('bosco', 'PROPN'), ('colisionar', 'ADJ'), ('angulo', 'NOUN'), ('delantero', 'ADJ'), ('derecho', 'ADJ'), ('3', 'ADJ'), ('moto', 'NOUN'), ('personar', 'NOUN'), ('caer', 'AUX'), ('pisar', 'NOUN'), ('presentar', 'AUX'), ('golpe', 'NOUN'), ('pierna', 'ADJ'), ('brazo', 'NOUN')]
574;574;891;auto - moto;comprometida;asegurado ciruclaba belgrano ingresar estacion servicio colisiona motociclista circulaba misma lateral izquierdo costado derecho moto motociclista cae suelo levanta mismo ;[('asegurar', 'ADJ'), ('ciruclaba', 'AUX'), ('belgrano', 'ADJ'), ('ingresar', 'PROPN'), ('estacion', 'PROPN'), ('servicio', 'PROPN'), ('colisionar', 'PROPN'), ('motociclista', 'ADJ'), ('circular', 'AUX'), ('mismo', 'DET'), ('lateral', 'NOUN'), ('izquierdo', 'ADJ'), ('costar', 'ADJ'), ('derecho', 'ADJ'), ('moto', 'PROPN'), ('motociclista', 'ADJ'), ('caer', 'VERB'), ('soler', 'NOUN'), ('levantar', 'VERB'), ('mismo', 'ADV')]
575;575;892;auto - moto;comprometida;mecanica hecho segun version asegurado vehiculo asegurado circulando crisologo larralde interseccion canada juan ruiz tercero moto circulaba ultima mencionada izquierda hacia derecha logra evitar colisionar lateral izquierdo vehiculo asegurado integrante tenia cae pavimento habria saltado colisionar vehiculo asegurado ;[('mecanica', 'ADJ'), ('hacer', 'ADJ'), ('segun', 'ADJ'), ('version', 'PROPN'), ('asegurar', 'ADJ'), ('vehicular', 'NOUN'), ('asegurar', 'ADJ'), ('circular', 'VERB'), ('crisologo', 'NOUN'), ('larralde', 'ADJ'), ('interseccion', 'PROPN'), ('canada', 'ADJ'), ('juan', 'PROPN'), ('ruiz', 'PROPN'), ('3', 'ADJ'), ('moto', 'NOUN'), ('circular', 'AUX'), ('ultimar', 'PROPN'), ('mencionar', 'ADJ'), ('izquierdo', 'ADJ'), ('hacia', 'ADP'), ('derecho', 'ADJ'), ('lograr', 'VERB'), ('evitar', 'VERB'), ('colisionar', 'VERB'), ('lateral', 'NOUN'), ('izquierdo', 'ADJ'), ('vehicular', 'NOUN'), ('asegurar', 'ADJ'), ('integrante', 'ADJ'), ('tenia', 'PROPN'), ('caer', 'VERB'), ('pavimentar', 'PROPN'), ('habria', 'PROPN'), ('saltar', 'ADJ'), ('colisionar', 'VERB'), ('vehicular', 'NOUN'), ('asegurar', 'ADJ')]
576;576;893;auto - moto;comprometida;aseg circulaba pte h yrigoyen realiza maniobra hacia derecha llega doblar toma contacto tercero moto circulaba derecha contacto aseg paragolpe trasero derecho parte delantera moto habia solo ocupante puesto cayo piso manifesto raspones codo derecho cadera ;[('aseg', 'PROPN'), ('circular', 'AUX'), ('pte', 'PROPN'), ('hora', 'PROPN'), ('yrigoyen', 'PROPN'), ('realizar', 'VERB'), ('maniobrar', 'NOUN'), ('hacia', 'ADP'), ('derecho', 'NOUN'), ('llegar', 'VERB'), ('doblar', 'VERB'), ('tomar', 'VERB'), ('contactar', 'NOUN'), ('3', 'ADJ'), ('moto', 'NOUN'), ('circular', 'AUX'), ('derecho', 'ADJ'), ('contactar', 'NOUN'), ('aseg', 'PROPN'), ('paragolpe', 'NOUN'), ('trasero', 'ADJ'), ('derecho', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('moto', 'PROPN'), ('habia', 'PROPN'), ('solo', 'ADV'), ('ocupante', 'ADJ'), ('poner', 'ADJ'), ('cayo', 'ADJ'), ('pisar', 'NOUN'), ('manifesto', 'ADJ'), ('raspones', 'NOUN'), ('codo', 'ADJ'), ('derecho', 'NOUN'), ('cadera', 'VERB')]
577;577;894;auto - moto;comprometida;vhl aseg circulando scalabrini ortiz girar hacia lerma colisiona motocicleta circulaba scalabrini ortiz frenar choca parte delantera derecha aseg motocicleta iba persona cayo piso propios medios ;[('vhl', 'PROPN'), ('aseg', 'NOUN'), ('circular', 'VERB'), ('scalabrini', 'ADJ'), ('ortiz', 'VERB'), ('girar', 'VERB'), ('hacia', 'ADP'), ('lerma', 'NOUN'), ('colisionar', 'ADJ'), ('motocicleta', 'ADJ'), ('circular', 'AUX'), ('scalabrini', 'INTJ'), ('ortiz', 'VERB'), ('frenar', 'VERB'), ('chocar', 'DET'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('derecho', 'ADJ'), ('aseg', 'ADJ'), ('motocicleta', 'ADJ'), ('ir', 'AUX'), ('personar', 'NOUN'), ('cayo', 'ADJ'), ('pisar', 'NOUN'), ('propio', 'DET'), ('medio', 'NOUN')]
578;578;897;auto - moto;concurrente;mecanica hecho segun version asegurado circulaba ruta panamericana maniobro derecha freno cruzo vehiculo siendo embestido moto atras paragolpes baul lateral trasero izquierdo motociclista cae levanta medios rengueandollevaba casco;[('mecanica', 'ADJ'), ('hacer', 'ADJ'), ('segun', 'ADJ'), ('version', 'PROPN'), ('asegurar', 'ADJ'), ('circular', 'AUX'), ('ruta', 'ADJ'), ('panamericano', 'ADJ'), ('maniobrar', 'PROPN'), ('derecho', 'ADJ'), ('frenar', 'ADJ'), ('cruzar', 'NOUN'), ('vehicular', 'ADJ'), ('ser', 'AUX'), ('embestir', 'VERB'), ('moto', 'NOUN'), ('atras', 'ADJ'), ('parachoques', 'PROPN'), ('baul', 'VERB'), ('lateral', 'ADJ'), ('trasero', 'NOUN'), ('izquierdo', 'ADJ'), ('motociclista', 'PROPN'), ('caer', 'VERB'), ('levantar', 'VERB'), ('medio', 'NOUN'), ('rengueandollevaba', 'AUX'), ('cascar', 'NOUN')]
579;579;898;auto - moto;comprometida;mecanica hecho segun version asegurado circulando santa maria gire hacia izquierda tomar venezuela moto circula misma direccion choca parte trasera izquierda automovil solo ocupante moto cayo piso tenia colocado ;[('mecanica', 'ADJ'), ('hacer', 'ADJ'), ('segun', 'ADJ'), ('version', 'PROPN'), ('asegurar', 'ADJ'), ('circular', 'VERB'), ('santo', 'PROPN'), ('maria', 'PROPN'), ('girar', 'PROPN'), ('hacia', 'ADP'), ('izquierdo', 'NOUN'), ('tomar', 'VERB'), ('venezuela', 'PROPN'), ('moto', 'PROPN'), ('circular', 'VERB'), ('mismo', 'DET'), ('direccion', 'ADJ'), ('chocar', 'VERB'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('izquierdo', 'NOUN'), ('automovil', 'ADJ'), ('solo', 'ADV'), ('ocupante', 'ADJ'), ('moto', 'NOUN'), ('cayo', 'ADJ'), ('pisar', 'NOUN'), ('tenia', 'PROPN'), ('colocar', 'ADJ')]
580;580;901;auto - moto;comprometida;asegurado circulando tucuman cruzar gral pico moto circulaba ultima impacta lateral derecho cae piso intervencion tel;[('asegurar', 'ADJ'), ('circular', 'VERB'), ('tucuman', 'AUX'), ('cruzar', 'VERB'), ('gral', 'PROPN'), ('picar', 'ADJ'), ('moto', 'PROPN'), ('circular', 'AUX'), ('ultimar', 'PROPN'), ('impactar', 'NOUN'), ('lateral', 'ADJ'), ('derecho', 'ADJ'), ('caer', 'VERB'), ('pisar', 'NOUN'), ('intervencion', 'PROPN'), ('tel', 'PROPN')]
581;581;903;auto - moto;comprometida;circulaba arenales doblar interseccin parana olvide poner giro imprudencia ocasion santiago vidal motociclista vena atras patente ajgq scooter marca honda realizar maniobra brusca evitar chocarme ocasion moto caiga suelo herida taln debido presencia policial same datos tercero santiago vidal honda scooter hond ajgq;[('circular', 'AUX'), ('arenal', 'NOUN'), ('doblar', 'ADJ'), ('interseccin', 'PROPN'), ('parana', 'ADV'), ('olvidar', 'VERB'), ('poner', 'VERB'), ('girar', 'NOUN'), ('imprudencia', 'PROPN'), ('ocasion', 'PROPN'), ('santiago', 'PROPN'), ('vidal', 'PROPN'), ('motociclista', 'PROPN'), ('vena', 'PROPN'), ('atras', 'NOUN'), ('patentar', 'ADJ'), ('ajgq', 'PROPN'), ('scooter', 'PROPN'), ('marcar', 'PROPN'), ('hondo', 'VERB'), ('realizar', 'VERB'), ('maniobrar', 'NOUN'), ('brusco', 'VERB'), ('evitar', 'VERB'), ('chocarme', 'VERB'), ('ocasion', 'PROPN'), ('moto', 'PROPN'), ('caer', 'VERB'), ('soler', 'NOUN'), ('herir', 'ADJ'), ('taln', 'PROPN'), ('deber', 'ADP'), ('presenciar', 'NOUN'), ('policial', 'ADJ'), ('same', 'ADV'), ('dato', 'NOUN'), ('3', 'ADJ'), ('santiago', 'PROPN'), ('vidal', 'PROPN'), ('hondo', 'PROPN'), ('scooter', 'PROPN'), ('hond', 'PROPN'), ('ajgq', 'VERB')]
582;582;904;auto - moto;comprometida;mecanica hecho segun version asegurado asegurado circulando colectora panamericana tercero circulando misma detras asegurado asegurado ingresa estacion servicio mientras girando tercero colisiona ase lateral izquierdo trasero solo ocupante puesto cae pavimento;[('mecanica', 'ADJ'), ('hacer', 'ADJ'), ('segun', 'ADJ'), ('version', 'PROPN'), ('asegurar', 'ADJ'), ('asegurar', 'ADJ'), ('circular', 'VERB'), ('colector', 'PROPN'), ('panamericano', 'ADJ'), ('3', 'ADJ'), ('circular', 'VERB'), ('mismo', 'DET'), ('detras', 'NOUN'), ('asegurar', 'ADJ'), ('asegurar', 'ADJ'), ('ingresar', 'PROPN'), ('estacion', 'PROPN'), ('servicio', 'PROPN'), ('mientras', 'SCONJ'), ('girar', 'VERB'), ('3', 'ADJ'), ('colisionar', 'NOUN'), ('asir', 'CCONJ'), ('lateral', 'ADJ'), ('izquierdo', 'ADJ'), ('trasero', 'NOUN'), ('solo', 'ADJ'), ('ocupante', 'ADJ'), ('poner', 'ADJ'), ('caer', 'VERB'), ('pavimentar', 'NOUN')]
583;583;905;auto - moto;comprometida;siendo hora indicada coliciono moto deteniamos semaforoal momento frenar activa sensor abs dejando pedal arriba frena anouna vez colicionado procede ayuda tercero aguardando ambuancia mismo aducia dolor codo;[('ser', 'AUX'), ('hora', 'NOUN'), ('indicar', 'ADJ'), ('coliciono', 'DET'), ('moto', 'NOUN'), ('deteniamos', 'VERB'), ('semaforoal', 'ADJ'), ('momento', 'NOUN'), ('frenar', 'VERB'), ('activo', 'ADJ'), ('sensor', 'NOUN'), ('abs', 'PROPN'), ('dejar', 'VERB'), ('pedal', 'PROPN'), ('arribar', 'ADV'), ('frenar', 'VERB'), ('anouna', 'DET'), ('vez', 'NOUN'), ('colicionado', 'VERB'), ('proceder', 'VERB'), ('ayudar', 'NOUN'), ('3', 'ADJ'), ('aguardar', 'VERB'), ('ambuancia', 'NOUN'), ('mismo', 'DET'), ('aducia', 'NOUN'), ('dolor', 'NOUN'), ('codo', 'ADJ')]
584;584;906;auto - moto;comprometida;mecanica hecho segun version asegurado circulando alfonsin interseccion pergamino dispongo doblar derecha hacia pergamino tercero moto quiere sobrepasar derecha embite parte trasera derecha moto solo ocupante cae posee lesiones danos moto pasamos datos retira andando moto;[('mecanica', 'ADJ'), ('hacer', 'ADJ'), ('segun', 'ADJ'), ('version', 'PROPN'), ('asegurar', 'ADJ'), ('circular', 'VERB'), ('alfonsin', 'ADP'), ('interseccion', 'PROPN'), ('pergamino', 'PROPN'), ('disponer', 'PROPN'), ('doblar', 'VERB'), ('derecho', 'ADJ'), ('hacia', 'ADP'), ('pergamino', 'NOUN'), ('3', 'ADJ'), ('moto', 'NOUN'), ('querer', 'VERB'), ('sobrepasar', 'VERB'), ('derecho', 'ADJ'), ('embite', 'VERB'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('derecho', 'NOUN'), ('moto', 'INTJ'), ('solo', 'ADV'), ('ocupante', 'ADJ'), ('caer', 'VERB'), ('poseer', 'VERB'), ('lesionar', 'NOUN'), ('danos', 'ADJ'), ('moto', 'NOUN'), ('pasar', 'VERB'), ('dato', 'NOUN'), ('retirar', 'VERB'), ('andar', 'VERB'), ('moto', 'NOUN')]
585;585;907;auto - moto;comprometida;mecanica hecho s vs asegurado circulaba cespedes bocacalle giribone cruzando casi mitad aparece moto giribone embiste paragolpe delantero debido hecho moto cae junto ocupante suelo ocupante moto tenia lesiones tenia puesto solo vi raspon costilla ;[('mecanica', 'ADJ'), ('hacer', 'ADJ'), ('segundo', 'CCONJ'), ('vs', 'PROPN'), ('asegurar', 'ADJ'), ('circular', 'AUX'), ('cespedes', 'PROPN'), ('bocacalle', 'PROPN'), ('giribone', 'PROPN'), ('cruzar', 'VERB'), ('casi', 'ADV'), ('mitad', 'NOUN'), ('aparecer', 'VERB'), ('moto', 'PROPN'), ('giribone', 'VERB'), ('embestir', 'PROPN'), ('paragolpe', 'NOUN'), ('delantero', 'ADJ'), ('deber', 'ADP'), ('hacer', 'VERB'), ('moto', 'PROPN'), ('caer', 'VERB'), ('juntar', 'ADJ'), ('ocupante', 'ADJ'), ('soler', 'NOUN'), ('ocupante', 'ADJ'), ('moto', 'NOUN'), ('tenia', 'PROPN'), ('lesionar', 'NOUN'), ('tenia', 'PROPN'), ('poner', 'INTJ'), ('solo', 'ADJ'), ('ver', 'PROPN'), ('raspon', 'ADJ'), ('costilla', 'NOUN')]
586;586;908;auto - moto;concurrente;mecanica hecho segun version asegurado asegurado circulaba jujuy cruzar indart embestido lateral trasero derecho tercero moto venia ultima mencionada ocupante moto recuerda llevaba colocado cayo asfalto desplazamientos ;[('mecanica', 'ADJ'), ('hacer', 'ADJ'), ('segun', 'ADJ'), ('version', 'PROPN'), ('asegurar', 'ADJ'), ('asegurar', 'ADJ'), ('circular', 'AUX'), ('jujuy', 'PROPN'), ('cruzar', 'VERB'), ('indart', 'PROPN'), ('embestir', 'ADJ'), ('lateral', 'ADJ'), ('trasero', 'ADJ'), ('derecho', 'NOUN'), ('3', 'ADJ'), ('moto', 'NOUN'), ('venia', 'PROPN'), ('ultimar', 'PROPN'), ('mencionar', 'ADJ'), ('ocupante', 'ADJ'), ('moto', 'NOUN'), ('recordar', 'VERB'), ('llevar', 'AUX'), ('colocar', 'ADJ'), ('cayo', 'PROPN'), ('asfaltar', 'PROPN'), ('desplazamiento', 'ADJ')]
587;587;909;auto - moto;comprometida;circulando oliden dispongo ingresar estacion servicio derecha ero moto sobrepasa derecha embiste parte delantera derecha ero desestabiliza cae pavimento ofresco ayuda llame same atendieron trasladaron hosptal llavallol lesiones dan alta;[('circular', 'PROPN'), ('oliden', 'AUX'), ('disponer', 'PROPN'), ('ingresar', 'PROPN'), ('estacion', 'PROPN'), ('servicio', 'PROPN'), ('derecho', 'ADJ'), ('erar', 'PROPN'), ('moto', 'PROPN'), ('sobrepasar', 'VERB'), ('derecho', 'ADJ'), ('embestir', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('derecho', 'ADJ'), ('erar', 'NOUN'), ('desestabilizar', 'PROPN'), ('caer', 'VERB'), ('pavimentar', 'PROPN'), ('ofresco', 'PROPN'), ('ayudar', 'NOUN'), ('llamar', 'VERB'), ('same', 'ADV'), ('atender', 'VERB'), ('trasladar', 'VERB'), ('hosptal', 'ADJ'), ('llavallol', 'PROPN'), ('lesionar', 'NOUN'), ('dar', 'AUX'), ('alto', 'ADJ')]
588;588;910;auto - moto;comprometida;parada esquina berlin sarmiento semaforo luz giro doblar derecha cambia semaforoy voy doblar siento ungolpe parte derecha auto moto habia sobrepasado derecha pasando costado colectivo encontraba detras mio esperando cambie semaforod;[('parar', 'ADJ'), ('esquinar', 'NOUN'), ('berlin', 'PROPN'), ('sarmentar', 'PROPN'), ('semaforo', 'ADJ'), ('luz', 'PROPN'), ('girar', 'PROPN'), ('doblar', 'VERB'), ('derecho', 'ADJ'), ('cambiar', 'PROPN'), ('semaforoy', 'PROPN'), ('ir', 'AUX'), ('doblar', 'VERB'), ('sentir', 'NOUN'), ('ungolpe', 'ADJ'), ('partir', 'NOUN'), ('derecho', 'ADJ'), ('auto', 'ADJ'), ('moto', 'PROPN'), ('habia', 'PROPN'), ('sobrepasar', 'VERB'), ('derecho', 'ADJ'), ('pasar', 'AUX'), ('costar', 'ADJ'), ('colectivo', 'ADJ'), ('encontrar', 'AUX'), ('detras', 'NOUN'), ('mio', 'PROPN'), ('esperar', 'VERB'), ('cambiar', 'PROPN'), ('semaforod', 'PROPN')]
589;589;913;auto - moto;comprometida;venia circulando beiro quere doblar quevedo ciento implacto moto ocacionado danos em parte laterald derecha mas terceros lesiones datos tercero portaneri guillermo marcelo moto dominar awxl atm;[('venia', 'PROPN'), ('circular', 'VERB'), ('beiro', 'PROPN'), ('quere', 'PROPN'), ('doblar', 'VERB'), ('quevedo', 'VERB'), ('ciento', 'NUM'), ('implacto', 'NOUN'), ('moto', 'NOUN'), ('ocacionado', 'ADJ'), ('danos', 'ADJ'), ('em', 'VERB'), ('partir', 'NOUN'), ('laterald', 'ADJ'), ('derecho', 'ADJ'), ('mas', 'CCONJ'), ('tercero', 'ADJ'), ('lesionar', 'ADJ'), ('dato', 'NOUN'), ('3', 'ADJ'), ('portaneri', 'PROPN'), ('guillermo', 'PROPN'), ('marcelo', 'PROPN'), ('moto', 'PROPN'), ('dominar', 'VERB'), ('awxl', 'NOUN'), ('atmósfera', 'PROPN')]
