;Unnamed: 0;Idenx original;tipo_de_accidente;responsabilidad;descripcion_del_hecho - Final;Spacy Lemma-Pos
96;96;573;auto - auto;comprometida;asegurado circulaba mayo embisti frente parte trasera tercero detuvo delante cruce transversal lesiones desplazamientos;[('asegurar', 'PROPN'), ('circular', 'AUX'), ('mayar', 'PROPN'), ('embisti', 'ADV'), ('frente', 'ADV'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('3', 'ADJ'), ('detener', 'VERB'), ('delante', 'ADV'), ('cruzar', 'NOUN'), ('transversal', 'ADJ'), ('lesionar', 'NOUN'), ('desplazamiento', 'ADJ')]
97;97;574;auto - auto;concurrente;circulaba flores cruzar defilippi tercero venia ultima colisona frente lateral derecho desplazamientos lesionados;[('circular', 'AUX'), ('flor', 'NOUN'), ('cruzar', 'VERB'), ('defilippi', 'PROPN'), ('3', 'ADJ'), ('venia', 'PROPN'), ('ultimar', 'PROPN'), ('colisona', 'VERB'), ('frente', 'ADV'), ('lateral', 'ADJ'), ('derecho', 'PROPN'), ('desplazamiento', 'NOUN'), ('lesionar', 'ADJ')]
98;98;586;auto - auto;comprometida;circulando rosario llegar interseccion plata giro derecha senor intentaba cruzar detiene retomo marcha vuelve avanzar poder evitar impactarlo;[('circular', 'VERB'), ('rosario', 'ADJ'), ('llegar', 'VERB'), ('interseccion', 'PROPN'), ('plata', 'PROPN'), ('girar', 'PROPN'), ('derecho', 'ADJ'), ('senor', 'ADJ'), ('intentar', 'AUX'), ('cruzar', 'VERB'), ('detener', 'VERB'), ('retomar', 'SCONJ'), ('marchar', 'NOUN'), ('volver', 'INTJ'), ('avanzar', 'VERB'), ('poder', 'VERB'), ('evitar', 'VERB'), ('impactarlo', 'VERB')]
99;99;590;auto - auto;comprometida;redgreenlue asegurado circulando avda cramer colisionado lateral derecho tercero moto personas retiran propios medios;[('redgreenlue', 'PROPN'), ('asegurar', 'ADJ'), ('circular', 'VERB'), ('avda', 'PROPN'), ('cramer', 'PROPN'), ('colisionar', 'ADJ'), ('lateral', 'ADJ'), ('derecho', 'NOUN'), ('3', 'ADJ'), ('moto', 'NOUN'), ('personar', 'NOUN'), ('retirar', 'VERB'), ('propio', 'DET'), ('medio', 'NOUN')]
100;100;592;auto - auto;comprometida;vehculo asegurado cirulaba san martin impacta parte delantera parte trasera tercero circulaba adelante gir senalizar tomar tucuman desplazamientos vehculo tercero manifest dolor int medica int policial amplio aseguradocomenta ambos circulaban san martin quilmes hacia arco calzada iba bastante velocidad interseccion tercero ford focus dobla hacia tucuman pese frenar asegurado derrapa impacta tercero paragolpes trasero causa golpe doblaba cerrado tercero impacta frente poste ;[('vehculo', 'NOUN'), ('asegurar', 'ADJ'), ('cirulaba', 'AUX'), ('santo', 'PROPN'), ('martin', 'PROPN'), ('impactar', 'VERB'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('3', 'ADJ'), ('circular', 'AUX'), ('adelantar', 'ADV'), ('gir', 'PROPN'), ('senalizar', 'VERB'), ('tomar', 'VERB'), ('tucuman', 'AUX'), ('desplazamiento', 'NOUN'), ('vehculo', 'PROPN'), ('3', 'ADJ'), ('manifest', 'PROPN'), ('dolor', 'PROPN'), ('int', 'PROPN'), ('medicar', 'PROPN'), ('int', 'PROPN'), ('policial', 'ADJ'), ('amplio', 'ADJ'), ('aseguradocomenta', 'VERB'), ('ambos', 'NUM'), ('circular', 'AUX'), ('santo', 'PROPN'), ('martin', 'PROPN'), ('quilmes', 'SCONJ'), ('hacia', 'ADP'), ('arco', 'PROPN'), ('calzar', 'ADJ'), ('ir', 'AUX'), ('bastante', 'DET'), ('velocidad', 'NOUN'), ('interseccion', 'PROPN'), ('3', 'ADJ'), ('ford', 'PROPN'), ('focus', 'PROPN'), ('doblar', 'VERB'), ('hacia', 'ADP'), ('tucuman', 'AUX'), ('pesar', 'INTJ'), ('frenar', 'VERB'), ('asegurar', 'ADJ'), ('derrapar', 'VERB'), ('impactar', 'VERB'), ('3', 'ADJ'), ('parachoques', 'NOUN'), ('trasero', 'ADJ'), ('causar', 'INTJ'), ('golpe', 'PROPN'), ('doblar', 'AUX'), ('cerrar', 'ADJ'), ('3', 'ADJ'), ('impactar', 'VERB'), ('frente', 'ADV'), ('poste', 'VERB')]
101;101;598;auto - auto;comprometida;aseg circulaba bragado cruzar cosquin colisionado parte delantera derecha lateral izquierdo tercero circulaba daltima tercero presenta dolor producto desplazamientos ;[('aseg', 'PROPN'), ('circular', 'AUX'), ('bragado', 'ADJ'), ('cruzar', 'VERB'), ('cosquin', 'PROPN'), ('colisionar', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('derecho', 'ADJ'), ('lateral', 'ADJ'), ('izquierdo', 'ADJ'), ('3', 'ADJ'), ('circular', 'AUX'), ('daltima', 'VERB'), ('3', 'ADJ'), ('presentar', 'VERB'), ('dolor', 'NOUN'), ('producto', 'ADJ'), ('desplazamiento', 'NOUN')]
102;102;603;auto - auto;comprometida;asegurado circulando juan b justo dobla san martin impacta tercero moto lateral izquierdo lateral derecho trasero mismo desplazamientos cae pavimento luego retira propios medios;[('asegurar', 'ADJ'), ('circular', 'PROPN'), ('juan', 'PROPN'), ('b', 'PROPN'), ('justar', 'ADV'), ('doblar', 'PROPN'), ('santo', 'PROPN'), ('martin', 'PROPN'), ('impactar', 'VERB'), ('3', 'ADJ'), ('moto', 'NOUN'), ('lateral', 'ADJ'), ('izquierdo', 'ADJ'), ('lateral', 'ADJ'), ('derecho', 'ADJ'), ('trasero', 'ADJ'), ('mismo', 'DET'), ('desplazamiento', 'NOUN'), ('caer', 'VERB'), ('pavimentar', 'NOUN'), ('luego', 'ADV'), ('retirar', 'VERB'), ('propio', 'DET'), ('medio', 'NOUN')]
103;103;624;auto - auto;comprometida;circulando esquida llegar interseccin albarinos ingreso daltima contramano retomar juan b justo anterior aguilar cortada llegar juan bjusto quiero doblar hacia izquierda tomar daltima entonces tercero circulaba juan bjusto tambien pas colisionamos parte derecha frente tercero;[('circular', 'VERB'), ('esquida', 'ADJ'), ('llegar', 'VERB'), ('interseccin', 'NOUN'), ('albarinos', 'ADJ'), ('ingresar', 'NOUN'), ('daltima', 'VERB'), ('contramano', 'ADJ'), ('retomar', 'PROPN'), ('juan', 'PROPN'), ('b', 'PROPN'), ('justar', 'ADV'), ('anterior', 'ADJ'), ('aguilar', 'VERB'), ('cortar', 'ADJ'), ('llegar', 'VERB'), ('juan', 'PROPN'), ('bjusto', 'ADJ'), ('querer', 'VERB'), ('doblar', 'VERB'), ('hacia', 'ADP'), ('izquierdo', 'NOUN'), ('tomar', 'VERB'), ('daltima', 'VERB'), ('entonces', 'ADV'), ('3', 'ADJ'), ('circular', 'AUX'), ('juan', 'PROPN'), ('bjusto', 'PROPN'), ('tambien', 'INTJ'), ('pas', 'NOUN'), ('colisionar', 'ADJ'), ('partir', 'NOUN'), ('derecho', 'ADJ'), ('frente', 'ADV'), ('3', 'ADJ')]
104;104;625;auto - auto;comprometida;asegurado circulando ruta colisiona parte delantera parte trasera tercero circulaba delante mismo producto desplazamiento tercero colisiona parte delantera parte trasera tercero circulaba delante mismo dio fuga lesionados;[('asegurar', 'ADJ'), ('circular', 'VERB'), ('ruta', 'ADJ'), ('colisionar', 'VERB'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('3', 'ADJ'), ('circular', 'AUX'), ('delante', 'ADV'), ('mismo', 'DET'), ('producto', 'NOUN'), ('desplazamiento', 'ADJ'), ('3', 'ADJ'), ('colisionar', 'VERB'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('3', 'ADJ'), ('circular', 'AUX'), ('delante', 'ADV'), ('mismo', 'DET'), ('dar', 'VERB'), ('fugar', 'NOUN'), ('lesionar', 'ADJ')]
105;105;626;auto - auto;comprometida;circulando au panamericana au llena asegurado pierde control hace trompos colisiona guardarrail posible colision tercero colisiona tambien guardarrail aseg desconoce ocurri colision lesionado ero corte frente trasladado;[('circular', 'PROPN'), ('au', 'PROPN'), ('panamericano', 'PROPN'), ('au', 'PROPN'), ('lleno', 'ADJ'), ('asegurar', 'ADJ'), ('perder', 'VERB'), ('control', 'NOUN'), ('hacer', 'AUX'), ('trompo', 'NOUN'), ('colisionar', 'ADJ'), ('guardarrail', 'ADJ'), ('posible', 'ADJ'), ('colision', 'PROPN'), ('3', 'ADJ'), ('colisionar', 'VERB'), ('tambien', 'NOUN'), ('guardarrail', 'ADJ'), ('aseg', 'PROPN'), ('desconocer', 'VERB'), ('ocurri', 'PROPN'), ('colision', 'PROPN'), ('lesionar', 'ADJ'), ('erar', 'PROPN'), ('cortar', 'PROPN'), ('frente', 'ADV'), ('trasladar', 'ADJ')]
106;106;628;auto - auto;comprometida;vehculo asegurado circulaba dr salvador sallares cruzar interseccin gral san martin detiene vehculo circulando daltima desliza raz produce parte delantera derecha parte delantera izquierda tercero desplazamientos tercero manifestaba dolores cervicales intervension policila tercero manifest dolor cervical int medica policial;[('vehculo', 'NOUN'), ('asegurar', 'ADJ'), ('circular', 'AUX'), ('dr', 'PROPN'), ('salvador', 'PROPN'), ('sallares', 'PROPN'), ('cruzar', 'VERB'), ('interseccin', 'PROPN'), ('gral', 'ADJ'), ('santo', 'PROPN'), ('martin', 'PROPN'), ('detener', 'VERB'), ('vehculo', 'NOUN'), ('circular', 'PROPN'), ('daltima', 'PROPN'), ('deslizar', 'PROPN'), ('raz', 'PROPN'), ('producir', 'VERB'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('derecho', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('izquierdo', 'ADJ'), ('3', 'ADJ'), ('desplazamiento', 'NOUN'), ('3', 'ADJ'), ('manifestar', 'AUX'), ('dolor', 'NOUN'), ('cervical', 'ADJ'), ('intervension', 'PROPN'), ('policila', 'PROPN'), ('3', 'ADJ'), ('manifest', 'PROPN'), ('dolor', 'NOUN'), ('cervical', 'ADJ'), ('int', 'PROPN'), ('medicar', 'ADJ'), ('policial', 'ADJ')]
107;107;637;auto - auto;discutida;circulaba hipolito yrigoyen voy girar hacia espana tercero venia misma contrario vio tercero colisiono rueda auxilio;[('circular', 'AUX'), ('hipolito', 'PROPN'), ('yrigoyen', 'AUX'), ('ir', 'AUX'), ('girar', 'VERB'), ('hacia', 'ADP'), ('espana', 'NOUN'), ('3', 'ADJ'), ('venia', 'PROPN'), ('mismo', 'DET'), ('contrario', 'ADJ'), ('ver', 'VERB'), ('3', 'ADJ'), ('colisionar', 'NOUN'), ('rodar', 'VERB'), ('auxiliar', 'NOUN')]
108;108;646;auto - auto;comprometida;asegurado circulando gral belgrano colisiona extremo delantero izquierdo extremo delantero derecho tercero circulando colectorasin lesionessin desplazamientos;[('asegurar', 'ADJ'), ('circular', 'VERB'), ('gral', 'ADJ'), ('belgrano', 'ADJ'), ('colisionar', 'PROPN'), ('extremar', 'NOUN'), ('delantero', 'NOUN'), ('izquierdo', 'ADJ'), ('extremar', 'NOUN'), ('delantero', 'NOUN'), ('derecho', 'ADJ'), ('3', 'ADJ'), ('circular', 'VERB'), ('colectorasin', 'ADJ'), ('lesionessin', 'ADJ'), ('desplazamiento', 'NOUN')]
109;109;649;auto - auto;concurrente;circulaba acassuso llegar interseccin canada gomez vehiculo venia derecha frena da paso cruzando vehiculo peugeot patente sag adelanta detras vehiculo acelera colisiona lateral trasero derecho hija asegurado resulta lesiones cervicales tercero dijo staba pro estacionar da fuga ademas posee dano estacionamiento lateral izquierdo;[('circular', 'AUX'), ('acassuso', 'VERB'), ('llegar', 'VERB'), ('interseccin', 'PROPN'), ('canada', 'ADJ'), ('gomez', 'PROPN'), ('vehicular', 'PROPN'), ('venia', 'PROPN'), ('derecho', 'ADJ'), ('frenar', 'NOUN'), ('dar', 'ADP'), ('pasar', 'NOUN'), ('cruzar', 'VERB'), ('vehicular', 'NOUN'), ('peugeot', 'PROPN'), ('patentar', 'ADJ'), ('sag', 'PROPN'), ('adelantar', 'VERB'), ('detras', 'NOUN'), ('vehicular', 'NOUN'), ('acelerar', 'ADJ'), ('colisionar', 'NOUN'), ('lateral', 'ADJ'), ('trasero', 'ADJ'), ('derecho', 'NOUN'), ('hijo', 'PROPN'), ('asegurar', 'ADJ'), ('resultar', 'VERB'), ('lesionar', 'NOUN'), ('cervical', 'ADJ'), ('3', 'ADJ'), ('decir', 'VERB'), ('staba', 'AUX'), ('pro', 'ADP'), ('estacionar', 'VERB'), ('dar', 'VERB'), ('fugar', 'NOUN'), ('ademar', 'NOUN'), ('poseer', 'VERB'), ('dano', 'ADJ'), ('estacionamiento', 'NOUN'), ('lateral', 'ADJ'), ('izquierdo', 'ADJ')]
110;110;653;auto - auto;comprometida;asegurado encontraba circulando asegurado directoriovh tercero directorioasegurado iba circulando carril centro vehiculo lado derecho encierra asegurado asegurado maniobrando roza vehiculo tercero vehiculo asegurado roza parte delantera izquierda causando danos lateral derecho lesionados intervencion intervencion policial desplazamiento;[('asegurar', 'ADJ'), ('encontrar', 'AUX'), ('circular', 'VERB'), ('asegurar', 'ADJ'), ('directoriovh', 'PROPN'), ('3', 'ADJ'), ('directorioasegurado', 'ADJ'), ('ir', 'VERB'), ('circular', 'VERB'), ('carril', 'NOUN'), ('centrar', 'ADJ'), ('vehicular', 'ADJ'), ('lado', 'ADJ'), ('derecho', 'ADJ'), ('encerrar', 'PROPN'), ('asegurar', 'ADJ'), ('asegurar', 'ADJ'), ('maniobrar', 'PROPN'), ('rozar', 'VERB'), ('vehicular', 'NOUN'), ('3', 'ADJ'), ('vehicular', 'NOUN'), ('asegurar', 'ADJ'), ('rozar', 'VERB'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('izquierdo', 'ADJ'), ('causar', 'VERB'), ('danos', 'ADJ'), ('lateral', 'ADJ'), ('derecho', 'NOUN'), ('lesionar', 'PROPN'), ('intervencion', 'PROPN'), ('intervencion', 'PROPN'), ('policial', 'ADJ'), ('desplazamiento', 'ADJ')]
111;111;654;auto - auto;comprometida;aseg circulaba peri san martin cerrito l mirador tercero delante frena aseg choca parte trasera parte delantera lesiones despl;[('aseg', 'PROPN'), ('circular', 'AUX'), ('peri', 'PROPN'), ('santo', 'PROPN'), ('martin', 'PROPN'), ('cerrito', 'PROPN'), ('litro', 'CCONJ'), ('mirador', 'ADJ'), ('3', 'ADJ'), ('delante', 'ADV'), ('frenar', 'VERB'), ('aseg', 'NOUN'), ('chocar', 'VERB'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('lesionar', 'NOUN'), ('despl', 'ADJ')]
112;112;656;auto - auto;comprometida;aseg circulando virgilioal llegar interseccioncolisiona paragolpe delantero lateral delantero izquierdo terceroque circulaba mcervantessin desplazamientossin lesiones;[('aseg', 'PROPN'), ('circular', 'VERB'), ('virgilioal', 'ADJ'), ('llegar', 'VERB'), ('interseccioncolisiona', 'VERB'), ('paragolpe', 'NOUN'), ('delantero', 'NOUN'), ('lateral', 'ADJ'), ('delantero', 'NOUN'), ('izquierdo', 'ADJ'), ('terceroque', 'PROPN'), ('circular', 'AUX'), ('mcervantessin', 'PROPN'), ('desplazamientossin', 'ADJ'), ('lesionar', 'NOUN')]
113;113;657;auto - auto;comprometida;aseg circulaba conde llegar interseccion ugarte aseg venia nadie cruzando ro venia ugarte colisiona aseg lateral derecho parte delantera parte delantera ro aseg trasladado manejaba ro tambien trasladada ;[('aseg', 'PROPN'), ('circular', 'AUX'), ('conde', 'PROPN'), ('llegar', 'VERB'), ('interseccion', 'PROPN'), ('ugarte', 'PROPN'), ('aseg', 'PROPN'), ('venia', 'PROPN'), ('nadie', 'PRON'), ('cruzar', 'VERB'), ('ro', 'ADP'), ('venia', 'PROPN'), ('ugarte', 'PROPN'), ('colisionar', 'PROPN'), ('aseg', 'PROPN'), ('lateral', 'ADJ'), ('derecho', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('ro', 'DET'), ('aseg', 'NOUN'), ('trasladar', 'ADJ'), ('manejar', 'AUX'), ('ro', 'ADJ'), ('tambien', 'NOUN'), ('trasladar', 'ADJ')]
114;114;661;auto - auto;comprometida;circulaba rosario vera penaloza vehiculo circula delante mio detiene marcha forma abrupta colisiono;[('circular', 'AUX'), ('rosario', 'PROPN'), ('vera', 'PROPN'), ('penaloza', 'PROPN'), ('vehicular', 'ADJ'), ('circular', 'VERB'), ('delante', 'ADV'), ('mio', 'PROPN'), ('detener', 'VERB'), ('marchar', 'NOUN'), ('formar', 'NOUN'), ('abrupto', 'ADJ'), ('colisionar', 'NOUN')]
115;115;662;auto - auto;comprometida;encontraba circulando baja velocidad repente tercero frena golpe embisto parte trasera parte delantera lesionados mas terceros datos tercero comas juan marcelo chevrolet corsa ola orbis;[('encontrar', 'AUX'), ('circular', 'VERB'), ('bajo', 'ADJ'), ('velocidad', 'NOUN'), ('repente', 'ADJ'), ('3', 'ADJ'), ('frenar', 'PROPN'), ('golpe', 'NOUN'), ('embestir', 'ADJ'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('lesionar', 'ADJ'), ('mas', 'CCONJ'), ('tercero', 'ADJ'), ('dato', 'NOUN'), ('3', 'ADJ'), ('comer', 'NOUN'), ('juan', 'PROPN'), ('marcelo', 'PROPN'), ('chevrolet', 'PROPN'), ('corso', 'PROPN'), ('ola', 'PROPN'), ('orbis', 'PROPN')]
116;116;668;auto - auto;concurrente;vhc asegurado circulando au perito moreno tras cruzar zuviria embestido lateral izquierdo parte delantera tercero circulaba ultima mencionada acompanante asegurado amiga corte facial ;[('vhc', 'PROPN'), ('asegurar', 'ADJ'), ('circular', 'VERB'), ('au', 'PROPN'), ('perito', 'PROPN'), ('moreno', 'PROPN'), ('tras', 'ADP'), ('cruzar', 'VERB'), ('zuviria', 'PROPN'), ('embestir', 'ADJ'), ('lateral', 'ADJ'), ('izquierdo', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('3', 'ADJ'), ('circular', 'AUX'), ('ultimar', 'PROPN'), ('mencionar', 'ADJ'), ('acompanante', 'ADJ'), ('asegurar', 'ADJ'), ('amigo', 'PROPN'), ('cortar', 'PROPN'), ('facial', 'ADJ')]
117;117;671;auto - auto;discutida;vehiculo asegurado circulaba puerto palos interseccion suarez colisionado lateral delantero izquierdo parte delantera tercero circulaba ultima raiz asegurado desplazado colisionando persiana local tercero trasladado htal argerich;[('vehicular', 'NOUN'), ('asegurar', 'ADJ'), ('circular', 'AUX'), ('puerto', 'PROPN'), ('palo', 'NOUN'), ('interseccion', 'PROPN'), ('suarez', 'PROPN'), ('colisionar', 'ADJ'), ('lateral', 'ADJ'), ('delantero', 'NOUN'), ('izquierdo', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('3', 'ADJ'), ('circular', 'AUX'), ('ultimar', 'PROPN'), ('raiz', 'PROPN'), ('asegurar', 'ADJ'), ('desplazar', 'ADJ'), ('colisionar', 'VERB'), ('persiano', 'ADJ'), ('local', 'ADJ'), ('3', 'ADJ'), ('trasladar', 'ADJ'), ('htal', 'ADJ'), ('argerich', 'PROPN')]
118;118;684;auto - auto;discutida;asegurado circulando autopista embestido parte trasera derecha tercero circulaba mismo parte delantera asiste autopista tercero desplaza embiste divisor cemento habria sufrido lesiones ampliacin aseguradoel venia circulando acceso oeste altura km salida reja encontraba circulando modo crucero velocidad km hora aproximadamente desactiva modo crucero mts calzada reducia obras reduce velocidad parte trasera derecha realizo ningun movimiento cambio carril luego siniestro llamo recuerda comisaria ;[('asegurar', 'ADJ'), ('circular', 'VERB'), ('autopista', 'NOUN'), ('embestir', 'ADJ'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('derecho', 'NOUN'), ('3', 'ADJ'), ('circular', 'AUX'), ('mismo', 'DET'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('asistir', 'VERB'), ('autopista', 'NOUN'), ('3', 'ADJ'), ('desplazar', 'PROPN'), ('embestir', 'PROPN'), ('divisor', 'ADJ'), ('cementar', 'NOUN'), ('habria', 'PROPN'), ('sufrir', 'VERB'), ('lesionar', 'NOUN'), ('ampliacin', 'ADJ'), ('aseguradoel', 'PROPN'), ('venia', 'PROPN'), ('circular', 'VERB'), ('acceso', 'NOUN'), ('oeste', 'PROPN'), ('altura', 'PROPN'), ('kilómetro', 'PROPN'), ('salir', 'NOUN'), ('reja', 'ADJ'), ('encontrar', 'AUX'), ('circular', 'VERB'), ('modo', 'NOUN'), ('crucero', 'ADJ'), ('velocidad', 'NOUN'), ('kilómetro', 'PROPN'), ('hora', 'NOUN'), ('aproximadamente', 'ADV'), ('desactivar', 'ADJ'), ('modo', 'NOUN'), ('crucero', 'ADJ'), ('mts', 'ADV'), ('calzar', 'ADJ'), ('reducia', 'NOUN'), ('obrar', 'NOUN'), ('reducir', 'VERB'), ('velocidad', 'NOUN'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('derecho', 'NOUN'), ('realizar', 'ADJ'), ('ningun', 'PROPN'), ('movimiento', 'PROPN'), ('cambiar', 'NOUN'), ('carril', 'NOUN'), ('luego', 'ADV'), ('siniestro', 'ADJ'), ('llamar', 'NOUN'), ('recordar', 'VERB'), ('comisaria', 'NOUN')]
119;119;701;auto - auto;comprometida;asegurado circulaba agosto colisiona parte delantera parte trasera tercero frena mismasin lesiones desplazamientos;[('asegurar', 'ADJ'), ('circular', 'AUX'), ('agostar', 'NOUN'), ('colisionar', 'VERB'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('3', 'ADJ'), ('frenar', 'PROPN'), ('mismasin', 'PROPN'), ('lesionar', 'NOUN'), ('desplazamiento', 'ADJ')]
120;120;713;auto - auto;;asegurada circulando cnel larrazabal llegar cruce colectora au dellepiane norte colisionada tercero circulaba ultima impacta parte delantera parte delantera derecha aseg desplazamientos lesiones d;[('asegurar', 'ADJ'), ('circular', 'VERB'), ('cnel', 'PROPN'), ('larrazabal', 'PROPN'), ('llegar', 'VERB'), ('cruzar', 'PROPN'), ('colector', 'PROPN'), ('au', 'PROPN'), ('dellepiane', 'PROPN'), ('norte', 'PROPN'), ('colisionar', 'ADJ'), ('3', 'ADJ'), ('circular', 'AUX'), ('ultimar', 'ADJ'), ('impactar', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('derecho', 'ADJ'), ('aseg', 'ADJ'), ('desplazamiento', 'NOUN'), ('lesionar', 'ADJ'), ('d', 'ADJ')]
121;121;723;auto - auto;comprometida;aseg circulando interseccin derecha pasa b aseg coliciona danandole parte trasera derecha frente vehi aseg mas vhs;[('aseg', 'PROPN'), ('circular', 'VERB'), ('interseccin', 'PROPN'), ('derecho', 'ADJ'), ('paso', 'VERB'), ('b', 'PROPN'), ('aseg', 'PROPN'), ('coliciona', 'VERB'), ('danandole', 'VERB'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('derecho', 'NOUN'), ('frente', 'ADV'), ('vehi', 'VERB'), ('aseg', 'NOUN'), ('mas', 'PROPN'), ('vhs', 'PROPN')]
122;122;728;auto - auto;comprometida;asegurada circulaba miguel cane llegar interseccin septiembre impacta parte delantera puerta delantera izquierda chevrolet corsa transitaba septiembre acompanantes chevrolet corsa result corte frente intervencin;[('asegurar', 'ADJ'), ('circular', 'AUX'), ('miguel', 'PROPN'), ('cane', 'PROPN'), ('llegar', 'VERB'), ('interseccin', 'AUX'), ('septiembre', 'NOUN'), ('impactar', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('puerta', 'NOUN'), ('delantero', 'ADJ'), ('izquierdo', 'ADJ'), ('chevrolet', 'PROPN'), ('corso', 'PROPN'), ('transitar', 'AUX'), ('septiembre', 'NOUN'), ('acompanantes', 'NOUN'), ('chevrolet', 'PROPN'), ('corso', 'PROPN'), ('result', 'PROPN'), ('cortar', 'PROPN'), ('frente', 'ADV'), ('intervencin', 'AUX')]
123;123;729;auto - auto;comprometida;aseg circulando argerich tercero circulaba delante frena transito vhl aseg llega frenar impacta parte delantera aprte trasera tercero lesiones;[('aseg', 'PROPN'), ('circular', 'VERB'), ('argerich', 'PROPN'), ('3', 'ADJ'), ('circular', 'AUX'), ('delante', 'ADV'), ('frenar', 'VERB'), ('transitar', 'NOUN'), ('vhl', 'PROPN'), ('aseg', 'PROPN'), ('llegar', 'VERB'), ('frenar', 'VERB'), ('impactar', 'VERB'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('aprte', 'NOUN'), ('trasero', 'ADJ'), ('3', 'ADJ'), ('lesionar', 'NOUN')]
124;124;731;auto - auto;comprometida;circulando mosconi auto tercero frena asegurado puede frenar embiste parte trasera desplamientos lesiones;[('circular', 'PROPN'), ('mosconi', 'PROPN'), ('auto', 'NOUN'), ('3', 'ADJ'), ('frenar', 'PROPN'), ('asegurar', 'ADJ'), ('poder', 'AUX'), ('frenar', 'VERB'), ('embestir', 'VERB'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('desplamientos', 'NOUN'), ('lesionar', 'ADJ')]
125;125;748;auto - auto;comprometida;salgo estacionamiento circulando despacio billingurst habia kangoo adelante permitia bien inevitablemente colisiono parte delantera parte trasera mas lesionados terceros involucrados detallados datos tercero misme palomino jorge renault kangoo adwi sancor seguros;[('salir', 'PROPN'), ('estacionamiento', 'NOUN'), ('circular', 'VERB'), ('despacio', 'ADV'), ('billingurst', 'PROPN'), ('habia', 'PROPN'), ('kangoo', 'PROPN'), ('adelantar', 'ADV'), ('permitia', 'VERB'), ('bien', 'ADV'), ('inevitablemente', 'ADV'), ('colisionar', 'NOUN'), ('partir', 'VERB'), ('delantero', 'ADJ'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('mas', 'ADV'), ('lesionar', 'ADJ'), ('tercero', 'ADJ'), ('involucrar', 'ADJ'), ('detallar', 'ADJ'), ('dato', 'NOUN'), ('3', 'ADJ'), ('misme', 'PROPN'), ('palomino', 'ADJ'), ('jorge', 'PROPN'), ('renault', 'PROPN'), ('kangoo', 'PROPN'), ('adwi', 'PROPN'), ('sancor', 'PROPN'), ('seguro', 'ADJ')]
126;126;751;auto - auto;comprometida;mecanica hecho segun version asegurado circulando ciudad paz vehiculo adelante frena llego frenar igual toco parte delantera parte trasera lesionados terceros involucrasmecanica hecho segun tercero circulando ciudad paz freno contingencias transito vehivulo impacta atras;[('mecanica', 'ADJ'), ('hacer', 'ADJ'), ('segun', 'ADJ'), ('version', 'PROPN'), ('asegurar', 'ADJ'), ('circular', 'VERB'), ('ciudad', 'NOUN'), ('paz', 'PROPN'), ('vehicular', 'ADJ'), ('adelantar', 'ADV'), ('frenar', 'VERB'), ('llegar', 'NOUN'), ('frenar', 'VERB'), ('igual', 'ADV'), ('tocar', 'VERB'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('lesionar', 'ADJ'), ('tercero', 'NOUN'), ('involucrasmecanica', 'VERB'), ('hacer', 'ADJ'), ('segun', 'ADJ'), ('3', 'ADJ'), ('circular', 'VERB'), ('ciudad', 'NOUN'), ('paz', 'PROPN'), ('frenar', 'ADJ'), ('contingencia', 'NOUN'), ('transitar', 'NOUN'), ('vehivulo', 'ADJ'), ('impactar', 'VERB'), ('atras', 'NOUN')]
