cod_accidente,descripcion_del_hecho - Final,responsabilidad,fuzzy,no_hpx
am    ,venia circulando olivera doblar tandil luz giro puesta moto vena vi colisiono guardabarro trasero derecha moto cae piso puesto levanta propios medios retira sufri lesiones dedo intervencin policial acta ,comprometida,venia circulando olivera doblar tandil luz giro puesto moto venia pavimento colisiono guardabarro trasero derecha moto caen piso puesto levanta propios medios retira sufri lesiones dedo intervencin policial impactada,venia circulando olivera doblar luz giro puesto moto venia pavimento colisiono guardabarro trasero derecha moto caen piso puesto levanta propios medios retira sufri lesiones dedo intervencin policial impactada
aa    ,aseg circulaba rio janeiro palio circulaba delante colisiona izquierda detenido aseg llega frenar colisiona parte delantera parte trasera palio luego aseg colisionado parte trasera parte delantera suran circulaba detras lesionados,comprometida,aseg circulaba rio janeiro palio circulaba delante colisionando izquierda detenido aseg llegar frena colisionando parte delante parte trasera palio luego aseg colisionando parte trasera parte delante suran circulaba detras lesionados,aseg circulaba rio janeiro palio circulaba delante colisionando izquierda detenido aseg llegar frena colisionando parte delante parte trasera palio luego aseg colisionando parte trasera parte delante suran circulaba detras lesionados
am    ,mecanica hecho segun version asegurado asegurado cruzando san martin moto venia san martin colisiona parte delantera cae suelo asistio d ,comprometida,mecanica hecho segun version aseg aseg cruzando san martin moto venia san martin colisionando parte delante caen suelo asistio trasladado,mecanica hecho segun version aseg aseg cruzando san martin moto venia san martin colisionando parte delante caen suelo asistio trasladado
am    ,venia circulando centenera llego guemes doblar aparece moto contramano chocandome,comprometida,venia circulando centenera llego guemes doblar aparece moto contramano chocando,venia circulando centenera llego guemes doblar aparece moto contramano chocando
am    ,asegurado encontraba circulando asegurado caserata burzaco tercero motocicleta circulando ruta asegurado iba saliendo caserata ruta asegurado indica vio motocicleta viceversa causando impactaran motocicleta impacta lateral izquierda delantero asegurado indica motocicleta izquierda incrustada vehiculo tras persona motocicleta sale despedida vehiculo asegurado cayendo mts segun asegurado lesionados intervencion intervencion policial desplazamiento,comprometida,aseg encontraba circulando aseg caserata burzaco tercero motocicleta circulando ruta aseg iba saliendo caserata ruta aseg indica vio motocicleta viceversa san impacta motocicleta impactada lateral izquierda delante aseg indica motocicleta izquierda incrustada vehiculo trasladado personas motocicleta sale despedida vehiculo aseg cayendo mts segun aseg lesionados intervencion intervencion policial desplazamientos,aseg encontraba circulando aseg caserata tercero motocicleta circulando ruta aseg iba saliendo caserata ruta aseg indica vio motocicleta san impacta motocicleta impactada lateral izquierda delante aseg indica motocicleta izquierda incrustada vehiculo trasladado personas motocicleta sale despedida vehiculo aseg cayendo mts segun aseg lesionados intervencion intervencion policial desplazamientos
am    ,circulando florencio varela llegar int pichincha realizo maniobra colisiono moto lado izquierda visualice motociclista cae piso manifestaba dolor piernas trasladado desconozco lugar retire,comprometida,circulando florencio varela llegar int pichincha realizo maniobra colisiono moto lado izquierda visualice motociclista caen piso manifestaba dolor personas trasladado desconozco lugar retiro,circulando florencio varela llegar int realizo maniobra colisiono moto lado izquierda motociclista caen piso manifestaba dolor personas trasladado desconozco lugar retiro
am    ,aseg circulando victor hugo caba moto venia circulando interseccin colisiona parte delantera parte delantera ,comprometida,aseg circulando victor hugo caba moto venia circulando interseccin colisionando parte delante parte delante,aseg circulando victor hugo caba moto venia circulando interseccin colisionando parte delante parte delante
am    ,vehiculo asegurado circulando ruta momento dispone girar hacia magallanes produce colisiona moto circulaba detras intenta sobrepasarlo lado derecha moto circulaban personas caen suelo utilizaban ,comprometida,vehiculo aseg circulando ruta momento dispone girar habia magallanes produce colisionando moto circulaba detras intenta sobrepasarlo lado derecha moto circulaba personas caen suelo utilizaban,vehiculo aseg circulando ruta momento dispone girar habia produce colisionando moto circulaba detras intenta sobrepasarlo lado derecha moto circulaba personas caen suelo utilizaban
am    ,asegurado circulando betbeder cruce b irigoyen colisiona parte delantera tercero moto circulaba ultima mencionada moto sola persona recuerda llevaba puesto cae asfalto ,comprometida,aseg circulando betbeder cruce maniobro irigoyen colisionando parte delante tercero moto circulaba ultima mencionada moto sola personas recuerda llevaba puesto caen asfalto,aseg circulando cruce maniobro irigoyen colisionando parte delante tercero moto circulaba ultima mencionada moto sola personas recuerda llevaba puesto caen asfalto
am    ,circulando avda trabajo hacia avda fcio varelasoy colicionado momentos cruzaba avda calchaqui motocicleta circulaba avda calchaqui cruce fcio varela hacia cap fed puerta guardabarro trasero derecha i ,concurrente,circulando avda trabajo habia avda fcio varelasoy colisionado momento cruzaba avda calchaqui motocicleta circulaba avda calchaqui cruce fcio varela habia cap fed puerta guardabarro trasero derecha maniobro,circulando avda trabajo habia avda fcio colisionado momento cruzaba avda calchaqui motocicleta circulaba avda calchaqui cruce fcio varela habia puerta guardabarro trasero derecha maniobro
am    ,mecanica hecho segun version asegurado circulaba beruti hacia olivos llegando interseccion monsenor diagonal tucuman semaforos aminoro marcha repente aparee moto lado derecha freno moto roza vehiculo d ,comprometida,mecanica hecho segun version aseg circulaba beruti habia olivos llegando interseccion monsenor diagonal tucuman semaforos aminoro marcha repente aparee moto lado derecha frena moto roza vehiculo trasladado,mecanica hecho segun version aseg circulaba habia olivos llegando interseccion monsenor diagonal tucuman semaforos aminoro marcha repente moto lado derecha frena moto roza vehiculo trasladado
am    ,asegurado estacionado iniciar marcha impactado levemente tercero moto circulaba misma moto personas caen asfalto moto tampoco cae intervencion tercero retira propios medios dia siguiente asegurado recibio llamado tercero informando sufrio esguince,comprometida,aseg estacionado iniciar marcha impactado levemente tercero moto circulaba mismo moto personas caen asfalto moto tampoco caen intervencion tercero retira propios medios dia siguiente aseg recibio llamado tercero informando sufrio esguince,aseg estacionado iniciar marcha impactado levemente tercero moto circulaba mismo moto personas caen asfalto moto tampoco caen intervencion tercero retira propios medios dia siguiente aseg tercero informando sufrio esguince
aa    ,vehiculo asegurado circulaba colectora sur cruzar ruta colisionado lateral derecha frente tercero circulaba ultima vehiculo asegurado golpea lateral izquierda cordon vuelca asegurado conductora vehiculo sufren golpes trasladados htal moreno mas desplazamientos,concurrente,vehiculo aseg circulaba colectora sur cruzar ruta colisionando lateral derecha frente tercero circulaba ultima vehiculo aseg golpea lateral izquierda cordon vuelca aseg conductora vehiculo sufren golpes trasladado htal moreno mas desplazamientos,vehiculo aseg circulaba colectora sur cruzar ruta colisionando lateral derecha frente tercero circulaba ultima vehiculo aseg golpea lateral izquierda cordon vuelca aseg conductora vehiculo sufren golpes trasladado htal moreno mas desplazamientos
as    ,aseg circulando condor colisiona lateral delantero derecha lateral izquierda rueda carreta habia lugar tener dicho contacto nenas encontraban carreta caen presentando golpes brazos asegurado llevo hospital rafael calzada hicieron placas dadas alta mismo dia intervencin policial desplazamientos,comprometida,aseg circulando condor colisionando lateral delante derecha lateral izquierda rueda carreta habia lugar tener dicho contacto nenas encontraban carreta caen presentando golpes brazos aseg llevo hospital rafael calzada hicieron placas dadas alta mismo dia intervencin policial desplazamientos,aseg circulando colisionando lateral delante derecha lateral izquierda rueda carreta habia lugar tener dicho contacto encontraban carreta caen golpes brazos aseg llevo hospital rafael calzada hicieron placas alta mismo dia intervencin policial desplazamientos
aa    ,diriga centenera detengo semaforo doblar asamblea embiste auto atras venia gran velocidad,discutida,diriga centenera detengo semaforo doblar asamblea embiste auto atras venia gran velocidad,centenera detengo semaforo doblar asamblea embiste auto atras venia gran velocidad
am    ,graciela orfano venia conduciendo gallardo hacia corrientes moto venia corrientes hacia gallardo cruzno pude frenar tiempo embestiel motociclista moto cayeron motociclista solo hizo raspon rodillala moto sufri rasponesmi auto ford ka knl sufrio rayones guardabarros izqdel lado conductory auto frenar subio cordon vereda afecto goma tapa cubierta delantera raspon guardabarros puerta delantera der,concurrente,graciela orfano venia conduciendo gallardo habia corrientes moto venia corrientes habia gallardo cruzno pude frena tiempo embestiel motociclista moto cayeron motociclista solo hizo raspon rodillala moto sufri rasponesmi auto ford ka knl sufrio rayones guardabarros izqdel lado conductory auto frena subio cordon vereda afecto goma tapa cubierta delante raspon guardabarros puerta delante derecha,venia conduciendo gallardo habia corrientes moto venia corrientes habia gallardo pude frena tiempo motociclista moto cayeron motociclista solo hizo raspon moto sufri auto ford sufrio rayones guardabarros lado auto frena cordon vereda tapa delante raspon guardabarros puerta delante derecha
am    ,asegurado circulando atahualpa giro hacia colocado realiza maniobra embestido parte lateral delantera tercero circulaba mismo moto solo ocupante puede confirmar uso cae pavimento golpea asiste polica desplazamientos,comprometida,aseg circulando atahualpa giro habia colocado realiza maniobra embestido parte lateral delante tercero circulaba mismo moto solo ocupantes puede confirmar uso caen pavimento golpea asiste polica desplazamientos,aseg circulando giro habia colocado realiza maniobra embestido parte lateral delante tercero circulaba mismo moto solo ocupantes puede confirmar uso caen pavimento golpea asiste polica desplazamientos
am    ,conduciendo avenidaen carril medio interpone carril moto venia carril derechofreno detenida lateraliza cae moto refiere golpe muslo region externa moviliza luego inconveniente ,concurrente,conduciendo avenidaen carril medios interpone carril moto venia carril derechofreno detenida lateral caen moto refiere golpe muslo region externa moviliza luego inconveniente,conduciendo carril medios interpone carril moto venia carril detenida lateral caen moto refiere golpe luego
aa    ,circulando san martin tercero misma delante asegurado dispone girar aseg colisiona frente parte trasera tercero lesionados desplazamientos unidades,comprometida,circulando san martin tercero mismo delante aseg dispone girar aseg colisionando frente parte trasera tercero lesionados desplazamientos unidades,circulando san martin tercero mismo delante aseg dispone girar aseg colisionando frente parte trasera tercero lesionados desplazamientos unidades
am    ,circulando rosales giro rey rozo moto color cae moto luego incorpora consecuencia visible va domicilio media cuadras rosales lujan rey nego entregar datos moto personales,comprometida,circulando rosales giro rey rozo moto dolor caen moto luego incorpora consecuencia visible llevaba domicilio media cuadras rosales lujan rey nego entregar datos moto persona,circulando rosales giro rey rozo moto dolor caen moto luego incorpora consecuencia visible llevaba domicilio media cuadras rosales lujan rey nego datos moto persona
aa    ,redgreenlue aseg circulando jorge luis borges llegar interseccion santa teresa tercero circulaba ultima mencionada hacia atraviesa aseg logra detener marcha produciendo asi parte delantera lateral trasero izquierda tercero personas lesionadas desplazamientosmecanica segdan tercero iba circulando santa teresa intercesion jose luis borges fuienvestido paragolpe rueda guardabarros lado izquierda danos auto chapa pintura,comprometida,redgreenlue aseg circulando jorge luis borges llegar interseccion san teresa tercero circulaba ultima mencionada habia atraviesa aseg logra detener marcha produciendo asi parte delante lateral trasero izquierda tercero personas lesionadas mecanica segdan tercero iba circulando san teresa intercesion jose luis borges fuienvestido paragolpe rueda guardabarros lado izquierda datos auto chapa pintura,redgreenlue aseg circulando jorge luis borges llegar interseccion san teresa tercero circulaba ultima mencionada habia atraviesa aseg logra detener marcha produciendo parte delante lateral trasero izquierda tercero personas lesionadas mecanica segdan tercero iba circulando san teresa jose luis borges paragolpe rueda guardabarros lado izquierda datos auto chapa pintura
aa    ,circulando battle ordonez llegar int santa isabel tercero circula ultima embiste frente lateral derecha parante guardabarro delantero derecha asegurado acompanante asegurado resulto golpe presencia lugar desplazamientosd,concurrente,circulando battle ordonez llegar int san isabel tercero circulaba ultima embiste frente lateral derecha parte guardabarro delante derecha aseg acompanante aseg resulto golpe presencia lugar desplazamientos,circulando llegar int san isabel tercero circulaba ultima embiste frente lateral derecha parte guardabarro delante derecha aseg acompanante aseg resulto golpe presencia lugar desplazamientos
am    ,asegurado encontraba saliendo garage domicilio luis maria campos tercero moto vena misma asegurado sale tena vista tapada camin bebidas logra moto moto tampoco ve asegurado termina impactando parte delantera lateral izquierda asegurado producto choque moto ocupante caen piso solo ocupante moto presenta raspn dedo tambien hinchada intervencin lugar intervencin constato necesario tercero retira lugar andar moto desplazamiento,comprometida,aseg encontraba saliendo garage domicilio luis maria campos tercero moto venia mismo aseg sale tenia vista tapada camin bebidas logra moto moto tampoco version aseg termina impacta parte delante lateral izquierda aseg produce choque moto ocupantes caen piso solo ocupantes moto presentaba raspn dedo tambien hinchada intervencin lugar intervencin costado necesario tercero retira lugar andar moto desplazamientos,aseg encontraba saliendo garage domicilio luis maria campos tercero moto venia mismo aseg sale tenia vista camin logra moto moto tampoco version aseg termina impacta parte delante lateral izquierda aseg produce choque moto ocupantes caen piso solo ocupantes moto presentaba raspn dedo tambien intervencin lugar intervencin costado necesario tercero retira lugar andar moto desplazamientos
aa    ,asegurado circulabapor salta interseccion noviembre colisiona tercero circulaba ultima resultan personas vehiculo lesionadas sra asegurado ,concurrente,aseg circulaba salta interseccion noviembre colisionando tercero circulaba ultima resultan personas vehiculo lesionadas sra aseg,aseg circulaba salta interseccion noviembre colisionando tercero circulaba ultima resultan personas vehiculo lesionadas sra aseg
aci   ,iba derqui cruz esquive toque ciclista iba ciclista cay corte cara intervinieron polica presentaron familiares llevaron,comprometida,iba derqui cruz esquive toque ciclista iba ciclista cayo corte cara intervinieron polica presentaron familiares llevaron,iba derqui cruz esquive toque ciclista iba ciclista cayo corte cara intervinieron polica presentaron familiares llevaron
am    ,vehiculo asegurado circulaba juramento doblar febrero produce colision moto parte trasera vehiculo asegurado motociclista cae piso llevaba levanta solo manifestaba lesiones ,comprometida,vehiculo aseg circulaba juramento doblar febrero produce colisionando moto parte trasera vehiculo aseg motociclista caen piso llevaba levanta solo manifestaba lesiones,vehiculo aseg circulaba juramento doblar febrero produce colisionando moto parte trasera vehiculo aseg motociclista caen piso llevaba levanta solo manifestaba lesiones
am    ,asegurado encontraba circulando perda tercero moto vena senora merced asegurado cruzar mira ambos lados deja pasar venan merced acelera intentar cruzar moto vena gran velocidad impacta parte delantera lateral izquierda delantero asegurado producto choque moto ocupante caen piso solo ocupante moto intervencin polica lugar traslada tercero hospital carrillo ah llevan bocalandro tercero sufri esguince hombro derecha desplazamiento d,,aseg encontraba circulando perda tercero moto venia senora merced aseg cruzar mira ambos lado deja pasar venia merced acelera intentar cruzar moto venia gran velocidad impactada parte delante lateral izquierda delante aseg produce choque moto ocupantes caen piso solo ocupantes moto intervencin polica lugar trasladado tercero hospital carrillo ah llevan bocalandro tercero sufri esguince hombro derecha desplazamientos trasladado,aseg encontraba circulando perda tercero moto venia senora merced aseg cruzar mira ambos lado deja pasar venia merced acelera intentar cruzar moto venia gran velocidad impactada parte delante lateral izquierda delante aseg produce choque moto ocupantes caen piso solo ocupantes moto intervencin polica lugar trasladado tercero hospital carrillo ah llevan bocalandro tercero sufri esguince hombro derecha desplazamientos trasladado
am    ,aseg maniobra salir lugar estacionado impacta tercero moto circulaba lateral izquierda delantero parte delantera tercero cae suelo asistido trasladado hospital ,comprometida,aseg maniobra salir lugar estacionado impactada tercero moto circulaba lateral izquierda delante parte delante tercero caen suelo asistido trasladado hospital,aseg maniobra salir lugar estacionado impactada tercero moto circulaba lateral izquierda delante parte delante tercero caen suelo asistido trasladado hospital
am    ,aseg circulando uruguay interceccion gral acha colisionado tercero moto circulaba ultima rueda trasera ocacionado frente moto habia solo ocupante puesto cayo piso manifesto dolencia perna retiro lugar moto andando desplazamientosno ,concurrente,aseg circulando uruguay interceccion gral marcha colisionando tercero moto circulaba ultima rueda trasera ocacionado frente moto habia solo ocupantes puesto cayo piso manifesto dolencia persona retiro lugar moto andando desplazamientos,aseg circulando uruguay gral marcha colisionando tercero moto circulaba ultima rueda trasera ocacionado frente moto habia solo ocupantes puesto cayo piso manifesto dolencia persona retiro lugar moto andando desplazamientos
aci   ,comenzar girar tomar diaz velez freno debido gente cruzando senda peatonal embestido parte trasera ciclista rompiendo ptica trasera hace presente polica lugar retira lugar ,concurrente,comenzar girar tomar diaz velez frena debido gente cruzando senda peatonal embestido parte trasera ciclista rompiendo ptica trasera hace presente polica lugar retira lugar,comenzar girar tomar diaz velez frena debido gente cruzando senda peatonal embestido parte trasera ciclista rompiendo ptica trasera hace presente polica lugar retira lugar
am    ,aseg detenido luz giro ingresar domicilio girar hacia embestido parte delantera parte delantera tercero moto quiere pasarlo solo ocupante desconoce tenia puesto dado luego siniestro tenia dolencia derecha ,comprometida,aseg detenido luz giro ingresar domicilio girar habia embestido parte delante parte delante tercero moto quiere pasarlo solo ocupantes desconoce tenia puesto trasladado luego siniestro tenia dolencia derecha,aseg detenido luz giro ingresar domicilio girar habia embestido parte delante parte delante tercero moto quiere pasarlo solo ocupantes desconoce tenia puesto trasladado luego siniestro tenia dolencia derecha
peaton,aseg circulando interseccion golpe auto lado izquierda espejo retrovisor cae suelo chica paseaba perros aseg acompano domicilio mascotas decia dolia ,comprometida,aseg circulando interseccion golpe auto lado izquierda espejo retrovisor caen suelo choca paseaba perros aseg acompano domicilio mascotas decia dolia,aseg circulando interseccion golpe auto lado izquierda espejo retrovisor caen suelo choca aseg acompano domicilio decia dolia
am    ,aseg circulaba eva peron llegar interseccion gira hacia derecha jose antonio miralla moto circulaba eva peron encerrado cae cordon llega haber aseg moto tercero tenia tenia dolor cae moto encima misma intervinientesd,,aseg circulaba llevaba persona llegar interseccion gira habia derecha jose antonio miralla moto circulaba llevaba persona encerrado caen cordon llegar haber aseg moto tercero tenia tenia dolor caen moto encima mismo intervinientesd,aseg circulaba llevaba persona llegar interseccion gira habia derecha jose antonio miralla moto circulaba llevaba persona caen cordon llegar haber aseg moto tercero tenia tenia dolor caen moto encima mismo
am    ,asegurado detenido ev mitre abre puerta delantera tercero circilaba misma embiste ocupante moto cae piso ,comprometida,aseg detenido llevaba mitre abre puerta delante tercero circulaba mismo embiste ocupantes moto caen piso,aseg detenido llevaba mitre abre puerta delante tercero circulaba mismo embiste ocupantes moto caen piso
aa    ,circulando plata doblar ingresar storni colisiono parte delantera lateral izquierda tercero venia ultima desp,comprometida,circulando plata doblar ingresar storni colisiono parte delante lateral izquierda tercero venia ultima desplazamientos,circulando plata doblar ingresar colisiono parte delante lateral izquierda tercero venia ultima desplazamientos
aa    ,estabamos parados esperando ponga semafoto asamblea arrancamos llevo puesto auto adelante circulo mas despacio,comprometida,estabamos parados esperando ponga semafoto asamblea arrancamos llevo puesto auto delante circulo mas despacio,estabamos esperando ponga asamblea llevo puesto auto delante circulo mas despacio
am    ,vehiculo asegurado circulaba int gaeberler girar izquierda punto ciego embiste moto atras izquierda asegurado guardabarro trasero izquierda motociclista acompanante caenel asegurado ayuda levantar motociclista lesion costilla brazo acompanante desconoce lesionesno aceptan intervenga nadiellevaban cascose retiran medios asegurado,comprometida,vehiculo aseg circulaba int gaeberler girar izquierda punto ciego embiste moto atras izquierda aseg guardabarro trasero izquierda motociclista acompanante caen aseg ayuda levanta motociclista lesiones costilla brazo acompanante desconoce lesiones aceptan intervenga llevaba cascose retira medios aseg,vehiculo aseg circulaba int girar izquierda punto embiste moto atras izquierda aseg guardabarro trasero izquierda motociclista acompanante caen aseg ayuda levanta motociclista lesiones costilla brazo acompanante desconoce lesiones aceptan intervenga llevaba cascose retira medios aseg
peatã“n,asegurado circulando escultura gira ontinuar derqui colisiona parte delantera peaton cruzaba peaton cae asfalto asegurado traslada centro asistencial ,comprometida,aseg circulando escultura gira ontinuar derqui colisionando parte delante peaton cruzaba peaton caen asfalto aseg trasladado centro asistencial,aseg circulando gira derqui colisionando parte delante peaton cruzaba peaton caen asfalto aseg trasladado centro asistencial
aci   ,asegurado circulaba banderas maniobra ingresar impacta parte delantera tercero circulaba desplazamientos bicicleta solo ocupante cae piso presentaqba dolor ,comprometida,aseg circulaba detras maniobra ingresar impactada parte delante tercero circulaba desplazamientos bicicleta solo ocupantes caen piso presentaba dolor,aseg circulaba detras maniobra ingresar impactada parte delante tercero circulaba desplazamientos bicicleta solo ocupantes caen piso presentaba dolor
aa    ,redgreenlue circulaba virrey cisneros hacia bermejo llegando esquina vehiculo adelante frena bruscamente darme tiempo frene choco trompa parte tracera ,comprometida,redgreenlue circulaba virrey cisneros habia bermejo llegando esquina vehiculo delante frena bruscamente darme tiempo frente choco trompa parte trasera,redgreenlue circulaba virrey cisneros habia bermejo llegando esquina vehiculo delante frena bruscamente darme tiempo frente choco trompa parte trasera
aci   ,asegurado detenido teodoro garcia abre puerta delantera verificado venga nadie tercero bici circulaba misma embiste lateral derecha manubrio cayendose pavimento lado izquierda manifestando danos ,comprometida,aseg detenido teodoro garcia abre puerta delante verificado venia nadie tercero bici circulaba mismo embiste lateral derecha manubrio cayendose pavimento lado izquierda manifestando datos,aseg detenido teodoro garcia abre puerta delante venia nadie tercero bici circulaba mismo embiste lateral derecha manubrio cayendose pavimento lado izquierda manifestando datos
aa    ,asegurado circulando eva peron embiste parte delantera tercero parte trasera detenido semaforo lesionados informa desplazamientos,comprometida,aseg circulando llevaba persona embiste parte delante tercero parte trasera detenido semaforo lesionados informa desplazamientos,aseg circulando llevaba persona embiste parte delante tercero parte trasera detenido semaforo lesionados informa desplazamientos
peaton,asegurado avanza baja velocidad ruta control agente baja aseg roza levemente parte delantera agente cae suelo ,comprometida,aseg avanza baja velocidad ruta control agente baja aseg roza levemente parte delante agente caen suelo,aseg avanza baja velocidad ruta control agente baja aseg roza levemente parte delante agente caen suelo
am    ,doblar hacia choca guardabarro trasero,comprometida,doblar habia chocando guardabarro trasero,doblar habia chocando guardabarro trasero
am    ,circulaba lope vega hacia juan b justo antesde llegar interseccin magarinos cervantes moto quevenia circulando direccin contraria intentando sobrepasarun auto contramano pierde control cae moto elpavimento desliza terminar incrustada partedelantera camioneta pasa costadoizquierdo camioneta tocar misma participo lacomisaria llevado ald hospital velez sarsfield,,circulaba lope vega habia juan maniobro justo antesde llegar interseccin magarinos cervantes moto venia circulando direccin contraria intentando sobrepasarun auto contramano pierde control caen moto pavimento desliza terminar incrustada delante camioneta pasa costado camioneta tomar mismo participo lacomisaria llevado ald hospital velez sarsfield,circulaba lope vega habia juan maniobro justo llegar interseccin cervantes moto venia circulando direccin contraria intentando auto contramano pierde control caen moto pavimento desliza terminar incrustada delante camioneta pasa costado camioneta tomar mismo participo hospital velez sarsfield
aa    ,aseg circulando ruta colisiona tercero circulaba misma ruta frena forma abrupta habia realizado maniobra doblar hacia abrian giro permitido asegurado impacta parte delantera parte trasera tercero vez asegurado colisionado lateral trasero derecha lateral delantero izquierda venia detras dandose fuga lesiones,comprometida,aseg circulando ruta colisionando tercero circulaba mismo ruta frena forma abrupta habia realizado maniobra doblar habia abrian giro permitido aseg impactada parte delante parte trasera tercero vez aseg colisionando lateral trasero derecha lateral delante izquierda venia detras dandose fuga lesiones,aseg circulando ruta colisionando tercero circulaba mismo ruta frena forma abrupta habia maniobra doblar habia giro permitido aseg impactada parte delante parte trasera tercero vez aseg colisionando lateral trasero derecha lateral delante izquierda venia detras fuga lesiones
am    ,pongo valiza previo ingresar domicilio moto intenta sobrepasar impacta momento giro ingresar garage,comprometida,pongo valiza previo ingresar domicilio moto intenta sobrepasar impactada momento giro ingresar garage,pongo previo ingresar domicilio moto intenta sobrepasar impactada momento giro ingresar garage
aa    ,veniamos santa rosa yendo rivadavia suran azul patente plo freno golpe detaras venia vw fox patende fzp detras colicionamos debido pavimento humedo solo toque paragolpes fox provocando dano mismo,comprometida,venia san rosa yendo rivadavia suran azul patente plo frena golpe detras venia vw fox patende fzp detras colicionamos debido pavimento humedo solo toque paragolpes fox provocando dano mismo,venia san rosa rivadavia suran azul patente frena golpe detras venia vw fox detras debido pavimento solo toque paragolpes fox provocando dano mismo
am    ,asegurado circulando mayo carril izquierda llegando esquina motociclista reclama encerr dano apoyo moto lesionados informa desplazamientos intervencin polical,comprometida,aseg circulando mayo carril izquierda llegando esquina motociclista reclama encerr dano apoyo moto lesionados informa desplazamientos intervencin polical,aseg circulando mayo carril izquierda llegando esquina motociclista reclama dano moto lesionados informa desplazamientos intervencin
am    ,mecanica hecho segun version asegurado asegurado circulando curapaligue interseccion lezama tercero circulando ultima moto cae piso contacto cliente asegurado ayudo incorporarse dolencia tobillo acepto asistencia retiro andando moto luego contactado ro pidiendo indemnizacion gastos medicosd ,discutida,mecanica hecho segun version aseg aseg circulando curapaligue interseccion lezama tercero circulando ultima moto caen piso contacto cliente aseg ayudo incorporarse dolencia tobillo acepto asistencia retiro andando moto luego contactado maniobro pidiendo indemnizacion gastos medios,mecanica hecho segun version aseg aseg circulando curapaligue interseccion tercero circulando ultima moto caen piso contacto cliente aseg ayudo dolencia tobillo acepto asistencia retiro andando moto luego maniobro medios
am    ,aseg circulando ruta colisionar realiza mala maniobra frena medio ruta aseg pierde control colisionado tercero moto circulaba contraria aseg luego cae zanja contacto moto parte delantera mismo parte lateral aseg moto habia ocupantes puesto aparentemente cuales caen zanja presenta fracturas ,comprometida,aseg circulando ruta colisionando realiza mala maniobra frena medios ruta aseg pierde control colisionando tercero moto circulaba contraria aseg luego caen zanja contacto moto parte delante mismo parte lateral aseg moto habia ocupantes puesto aparentemente cuales caen zanja presentaba fracturas,aseg circulando ruta colisionando realiza mala maniobra frena medios ruta aseg pierde control colisionando tercero moto circulaba contraria aseg luego caen zanja contacto moto parte delante mismo parte lateral aseg moto habia ocupantes puesto aparentemente cuales caen zanja presentaba fracturas
mm    ,asegurado circulaba centenario colisionado parte lateral parte delantera tercero moto circulaba misma danico ocupante moto tercero tenia cayo piso presentaba dolor retiro propios medios moto asegurada cayo piso presenta dolor intervencin medica policial ,concurrente,aseg circulaba centenario colisionando parte lateral parte delante tercero moto circulaba mismo danico ocupantes moto tercero tenia cayo piso presentaba dolor retiro propios medios moto aseg cayo piso presentaba dolor intervencin medica policial,aseg circulaba centenario colisionando parte lateral parte delante tercero moto circulaba mismo danico ocupantes moto tercero tenia cayo piso presentaba dolor retiro propios medios moto aseg cayo piso presentaba dolor intervencin medica policial
am    ,entrando cargar nafta ypf moto metio lado derecha auto colisiono,comprometida,entrando cargar nafta ypf moto metio lado derecha auto colisiono,entrando nafta ypf moto lado derecha auto colisiono
am    ,circulaba santa fe norte sur dobla parana visualizar venia moto impacta parte delantera aparte delantera asegurado moto solo ocupantecae suelo levanta ayuda retiro moto llevaba puesto ,comprometida,circulaba san fe norte sur dobla parana visualizar venia moto impactada parte delante parte delante aseg moto solo ocupante suelo levanta ayuda retiro moto llevaba puesto,circulaba san fe norte sur dobla parana venia moto impactada parte delante parte delante aseg moto solo ocupante suelo levanta ayuda retiro moto llevaba puesto
mm    ,circulaba concordia llegar avellaneda cruzo semaforo moto tercero avellaneda embiste lateral izquierda ambos caemos piso perdi conocimento trasladaron salio lugar secuestraron ambas motos,concurrente,circulaba concordia llegar avellaneda cruzo semaforo moto tercero avellaneda embiste lateral izquierda ambos cae piso perdi conocimento trasladado salio lugar secuestraron ambos motos,circulaba concordia llegar avellaneda cruzo semaforo moto tercero avellaneda embiste lateral izquierda ambos cae piso trasladado salio lugar secuestraron ambos motos
aci   ,vehiculo asegurado encontraba detenido virrey liniers luego ahvanza fray julian lagos bicicleta venia fray julian lagos colisiona lateral delantero izquierda vehiculo asegurado ,comprometida,vehiculo aseg encontraba detenido virrey liniers luego ahvanza fray julian lagos bicicleta venia fray julian lagos colisionando lateral delante izquierda vehiculo aseg,vehiculo aseg encontraba detenido virrey liniers luego fray julian lagos bicicleta venia fray julian lagos colisionando lateral delante izquierda vehiculo aseg
am    ,asegurado saliendo garage domicilio frena moto embiste parte trasera moto desplaza embiste vehculo pat adhx informa vehculo estacionado circulando informa cantidad ocupantes moto uso intervencin policial d,comprometida,aseg saliendo garage domicilio frena moto embiste parte trasera moto desplazamientos embiste vehiculo pat adhx informa vehiculo estacionado circulando informa cantidad ocupantes moto uso intervencin policial trasladado,aseg saliendo garage domicilio frena moto embiste parte trasera moto desplazamientos embiste vehiculo pat informa vehiculo estacionado circulando informa cantidad ocupantes moto uso intervencin policial trasladado
