,cod_accidente,descripcion_del_hecho - Final,responsabilidad
901,am    ,asegurado circulando tucuman cruzar gral pico moto circulaba ultima impacta lateral derecha cae piso intervencion tel,comprometida
902,aci   ,redgreenlue venia circulando iwanoski llegar interseccion mayo toco paragolpe bicicleta cayendo asfalto ,comprometida
903,am    ,circulaba arenales doblar interseccin parana olvide poner giro imprudencia ocasion santiago vidal motociclista vena atras patente ajgq scooter marca honda realizar maniobra brusca evitar chocarme ocasion moto caiga suelo herida taln debido presencia policial same datos tercero santiago vidal honda scooter hond ajgq,comprometida
904,am    ,mecanica hecho segun version asegurado asegurado circulando colectora panamericana tercero circulando misma detras asegurado asegurado ingresa estacion servicio mientras girando tercero colisiona ase lateral izquierda trasero solo ocupante puesto cae pavimento,comprometida
905,am    ,siendo hora indicada coliciono moto deteniamos semaforoal momento frenar activa sensor abs dejando pedal arriba frena anouna vez colicionado procede ayuda tercero aguardando ambuancia mismo aducia dolor codo,comprometida
906,am    ,mecanica hecho segun version asegurado circulando alfonsin interseccion pergamino dispongo doblar hacia pergamino tercero moto quiere sobrepasar embite parte trasera moto solo ocupante cae posee lesiones danos moto pasamos datos retira andando moto,comprometida
907,am    ,mecanica hecho s vs asegurado circulaba cespedes bocacalle giribone cruzando casi mitad aparece moto giribone embiste paragolpe delantero debido hecho moto cae junto ocupante suelo ocupante moto tenia lesiones tenia puesto solo vi raspon costilla ,comprometida
908,am    ,mecanica hecho segun version asegurado asegurado circulaba jujuy cruzar indart embestido lateral trasero derecha tercero moto venia ultima mencionada ocupante moto recuerda llevaba colocado cayo asfalto desplazamientos ,concurrente
909,am    ,circulando oliden dispongo ingresar estacion servicio ero moto sobrepasa embiste parte delantera ero desestabiliza cae pavimento ofresco ayuda llame same atendieron trasladaron hosptal llavallol lesiones dan alta,comprometida
910,am    ,parada esquina berlin sarmiento semaforo luz giro doblar cambia semaforoy voy doblar siento ungolpe parte auto moto habia sobrepasado pasando costado colectivo encontraba detras mio esperando cambie semaforod,comprometida
911,aci   ,circulaba ruta paraguay patagones direccion paso rey ciclista iba pegado cordon pasando resbala cae abajo comion,comprometida
912,aci   ,vehiculo asegurado encontraba estacionado tagle abrir puerta delantera colisiona misma tercero bicicleta persona circulaba misma persona cayo asfalto trasladada posteriormente asegurado domicilio desplazamientosno int tel,comprometida
913,am    ,venia circulando beiro quere doblar quevedo ciento implacto moto ocacionado danos em parte laterald mas terceros lesiones datos tercero portaneri guillermo marcelo moto dominar awxl atm,comprometida
914,am    ,redgreenluevehiculo asegurado circulando alvear momento dispone girar hacia lacroze produce colision moto circulaba lado derecha moto circulaba sola persona moto cae piso utilizaba ,comprometida
915,am    ,mecanica hecho segun version asegurado venia circulando sarmiento plaza italia carril izquierda venia nadie cambiarme carril derecha alli hago maniobra repente moto alta velocidad colisiona parte trasera vehiculo manillar izquierda cae moto junto quedando suelo llega b mas tarde llega same trasladan hospital rivadavia acerco hospital propios medios quedo atienden guardia sigo contacto telefonicamente informa dieron alta hizo denuncia art ,comprometida
916,aci   ,circulando boedo llegar bocacalle bicicleta ultima colisiona lateral trasero derecha sola persona bici cae suelo leisones retira circulando misma,comprometida
917,aa    ,mecanica hecho segun version asegurado circulaba ruta provincial llegando algarrobo verifico auto venia ultima arranca izquierda parada medio ruta situacion hago maniobra freno camioneta derrapa embisto ero parte trasera parte delantera ero iba acompanantes trasladado hacia hospital asegurado sufrio lesiones cervicalesd ,discutida
918,am    ,mecanica hecho segun version asegurado circulando rosella cruzando b mayo chocado parte delantera lateral derecha moto moto iba sola persona menor edad segun dichos ojotas cae piso lesiones pietobillo retiro viven vuelta llevo hospital bocalandro ,comprometida
919,aci   ,asegurado circulaba lavallol cruzar palpa colisiona ciclista ciruclaba ultima impactando parte delantera ciclista cae suelo luego pegar parabrisas ,comprometida
920,am    ,mecanica hecho segun version asegurado venia circulando olazabal altura activo balizas guardar vehiculo garage particular disminuyendo velocidad venia nadie giro b hacia ingresarlo cochera repente moto impactasu parte delantera parte delantera vehiculo motociclista cae suelo consulto salud encontraba bien ahi llamo emergencias pocos minutos llega trasladan hospital pirovano posteriormente segui contacto telefonico informa raspones cosieron herida consecuencia haberse caido moto encima ,comprometida
921,am    ,asegurado circulando boatti colisiona parte delantera tercero moto circulaba rios lateral izquierda provoca caida pavimento acompanante ambos manifestaron dolencias ,comprometida
922,aa    ,circulaba carlos gardel llegar ruta ex da paso automvil marca ford falcon entrar ruta tocon lateral automvil perdiendo control auto termino envistiendo trompa camioneta encontraba atras auto mencionado d,sin responsabilidad
923,am    ,aseg detenido semaforo melianluego emprende marcha inicia maniobra ingreso estacionamientoes impactacado paragolpe delantero derecha parte frontal terceroque circulaba misma ocupantesdesconoce tenian puestose caen piso,comprometida
924,am    ,asegurado circulaba elpidio gonzalez ingresar garage lado derecha colisiona motociclista intenta sobrepasarlo costado izquierda moto lateral delantero derecha motociclista cae suelo levanta mismo ,comprometida
925,am    ,novio haba encontraba detenido sale vena moto vi choc lado derecha manejaba moto cay lado izquierda moto cay arribael dijo bien dola crea solo golpelos vehculos rompieronel jueves junio llama novio dice termin operado,comprometida
926,am    ,circulando real girar alem colisionado parte delantera moto circulaba luces misma contrario moto circulaba persona cae calzada ,comprometida
927,am    ,vehiculo asegurado circulando crisologo larralde llegar cruce indios asegurado impactado lateral delantero izquierda luego recibe segundo lateral izquierda mas atras misma moto producto moto circulaba ultima mencionada alta velocidad ve asegurado llega frenar moto circulaban personas izquierda atrapado moto siendo aplastado izquierdando inconsciente sangrado pega parabrisas vehiculo asegurado quemadura cano escape acompanante sale despedida cae asfalto ,concurrente
928,am    ,parado semaforo novak arranco semaforo moto quiere esquivar auto viene carril trato esquivarlo choco parte delantera caen moto venian ,comprometida
929,aci   ,vjh circulando brown impacta parte sujeto manejaba bicibcleta usaba cayo piso bicicleta quedo buen solo raspones intervencion policial lesioando,comprometida
930,am    ,aseg circulando dentro estacionamiento shopping poca velocidad quiere girar izquierda tercero moto circulaba detras gran velocidad dentro estacionamiento embiste lateral izquierda aseg ingrantes cae pavimento ,comprometida
931,am    ,vhl aseg maniobrando estaiconar dentro playa estacionamiento shopping calchalqui colisionado moto maniobraba dentro mismoe stacionamiento tercero choca parte delantera aseg motocicleta circulaba pasajero tenia registro seguro ,comprometida
932,am    ,aseg circulaba pringles llegando interseccion ratti habia carro cartonero aseg maniobra esquivarlo choca moto circulaba direccion contraria parte delnatera l adelantera moto ocupantes recuerda tenian caen suelo tenian lesiones leves retiraron momento ,comprometida
933,aci   ,mecanica hecho segun version asegurado circulando colombres llegar interseccion italia freno miro hacia ambos lados vuelvo arrancar embiste tercero circulaba bicicleta italia cael piso manifestaba tener dolor rodillas ,comprometida
934,am    ,mecanica hecho segun version asegurado iba circulando doblo escucho bocina percato impacte moto lateral izquierda moto cae tambien cae llevaba ,comprometida
935,am    ,asegurado detenido semaforo asegurado escaba embrague colisiona levemente moto adelante motociclista cae piso mootciclista dio datos retiro,comprometida
936,am    ,mecanica hecho segun versio asegurado segurado aminorando marcha directorio interseccion san pedrito tercero moto circulando misma directorio impacta lateral derecha asegurado ocupantes moto llevaban puesto caen pavimento ,discutida
937,aci   ,aseg detenido semaforo berlin reanudar marcha maniobra evitar choque termina impactando parte delantera izquierda ro bici circulaba berlin contrariasin desplazamientos lesionados bicicleta persona intervencin policialno ,comprometida
938,aci   ,mecanica hecho segun version asegurado vehiculo asegurado circulaba rivarola doblar tomar jufre embiste lateral delantero derecha ciclista circulaba rivarola ciclista cayo pavimento presentaba lesiones visibles reincoporo retiro lugar propios medios intervencion policias ambulancias,comprometida
939,am    ,conducia alberdi carril pongo luz giro doblar lacarra camioneta ecosport negra venia carril medio doblo hacia lacarra encerrandome logro maniobrar choque comienzo doblar choca moto coalicin sucede lado derecha afectado miembro inferi derecha presentaba lesiones hematomas ofrece trlado centro salud evaluacin niega refiere teneresiones andando datos tercero mariano ernesto carbone gilera axfr atm,comprometida
940,aa    ,delante frena puedo evitar impactarlo parte delantera parte trasera tercero desplaza hacia delante impactando parte delantera parte trasera b tercero acompanante b tercero sufrieron policontusion estudio acompanante pareja masculino lucas cebey policontusion b tercero datos desconozco danos realizaron estudios centro traumatolgia san isidro involucrado lesionados datos tercero gaeiro camila maria eugenia renault clio fno mercantil andina,comprometida
941,peaton,salgo semaforo noviembre doblar esquina juan garay peaton toco paragolpe delantero bajar corroborar sufrio mas roce quiere lleve hospital darme datos siguio caminando problema solo dio telefono trabajaba verduleria esquina vehiculo posee camara filma constantemente filmacion hecho necesario,comprometida
942,aa    ,vena diaz velez llegando rafaela tena camin delante cruzan semaforo diagonal semaforo pense q semaforo giro pone giro paso camin q obstrua paso viniendo peugeot frente n freno vio envesti,comprometida
943,aa    ,circulando cno gral belgrano contraria viene tercero choca caballo vehiculo termina embistiendome parte delantera,discutida
944,am    ,aseg circulando dr jose m casullo emprender marcha semaforo empezar doblar hacia continuar senora buen viaje tercero moto qeu circulaba misma sobrepasando aseg logra evitar impactar laterla izquierda delantero aseg integrate cae pavimento presentaba raspon codo aseg traslado tercero hospital haedo,comprometida
945,aci   ,asegurado circulaba colisionado bicicleta lateral derecha ciclista cae piso ,comprometida
946,am    ,asegurado detenido semaforo hipolito yrigoyen acompanante abre puerta delantera embestido tercero moto circulaba misma moto cae pavimento desplazamientos,comprometida
947,aci   ,asegurado circulando canada juan ruiz embiste parte delantera tercero circulaba mismo bicicleta tomar tucuman solo ocupante cae pavimento asiste,comprometida
948,aa    ,circulando melian superando interseccion andes b bicicleta venia ultima sigue marcha verme poder ezquivarlo parte delantera cae piso llame same trasladaron trauma atendio condiciones pasamos datos retire hacer denuncia posibles lesiones comisaria mas terceros ninvolucrados lesionados datos tercero cardozo matias miguel jesus,comprometida
949,aa    ,circulaba ingeniero white esquina gardel adelante frena golpe camioneta honda da tiempo frenar choco iban personas,comprometida
950,aa    ,asegurado circulaba nahuel huapi cruzar ruta otero colisionado parte lateral parte delantera tercero circulaba ultima mencionada aparentemente alta velocidad lesiones desplazamientos,comprometida
951,peaton,asegurado girando jose ignacio gorriti hacia bulnes impacta peatones cruzaban calzada desplazamientos peatones cayeron piso pudieron levantar ,comprometida
952,am    ,asegurado circulaba posadas terminando cruzar gral arredondo colisionado lateral trasero derecha moto circulaba arredondo mootciclista cae suelo ,concurrente
953,am    ,asegurado circulando pergamino gira hacia tomar corrales colisiona lateral trasero izquierda tercero circulando moto primera acepto asistencia caen piso incorporan mediosd,comprometida
954,am    ,aseg circulando barrera tren belgranoes colisionado paragolpe delantero parte frontal terceroque realiza maniobra ingreso hacia cruce viaun ocupantesin cascono cae pisose da fuga,concurrente
955,am    ,momento cruzar ruta recibi empacto moto cruzo,discutida
956,am    ,vehiculo asegurado circulaba santa fe centro cruzar araoz moto circulaba ultima colisiona lateral trasero derecha motociclista cae piso ,concurrente
957,am    ,redgreenlue lunes volvia trabajar riglos pasando directorio motociclista atropello motociclista cruzo semaforo ,concurrente
958,am    ,venia circulando sarandi cruzando avda belgrano semaforo pone casi terminando pasar momento moto colisiona lateral central izquierda auto acto seguido motociclista cae pisonos detenemos intercambiar datos ,comprometida
959,am    ,asegurado circulaba maipu doblar pelliza frena moto colisiona parte trasera detiene retira luego alcanza consigue datos,comprometida
960,am    ,mecanica hecho segun version asegurado venia circulando falcon cruce semaforo pedernera ultima venia moto veo freno colisiona parte delantera acto seguido motociclista cae piso detengo bajo dice bien presenta luego same motociclista retira same parecer tenia lesion tobillo izquierda ,discutida
961,aci   ,venia circulando manuel quintana repente terminar cruzar cale rodolfo lopez vi bicicleta colisiona parte delantera acto seguido ciclista cae suelo pregunte retiro propios medios intervencion policial medica datos tercero matias alarco marti,comprometida
962,am    ,circulando brownal frenar moto venia castillo embiste frente ocupante cae piso ,comprometida
963,aa    ,vehiculo asegurado circulando hipoilito irigoyen esquina lucena lomas zamora tercero circulaba delante asegurado frena golpe previo aviso asegurado llega reducir velocir velocidad colisiona parte frontal parte trasera tercero raz tercero circulaba detras asegurado colisiona parte frontal parte trasera asegurado desplazamientos lesionados control policial dano faltante,comprometida
964,am    ,mecanica hecho segun version asegurado parada semaforo vergara benito villanueva direccion estacion moron motocicleta marca yamaha modelo t dominio acd conducida titular agustin ibarrola dni dice motocicleta deslizo pudiendo frenar asfalto impactando parte trasera vehiculod ,discutida
965,aci   ,circulando profesor vidal quise girar ingresa junin embestido bicicleta venia contramano junin lateral delantero izquierda ciclista cae paso datos ofreci ir hospital nego intervencion policial lesionados terceros involucrados datos tercero lujan lucas eduardo,concurrente
966,aa    ,venia ruta eva peron llegar interseccin vehculo frena golpe encontrandome distancia prudencial alcanzo frenar tiempo colision parte trasera,comprometida
967,aa    ,circulaba juan b justo lloviendo tercero delante mio detenido semaforo problema frenos embesti parte trasera parte delantera terceros involucrados lesionados datos tercero fernandez leandro matias vw gol trend lke seguros,comprometida
968,aci   ,bicicleta venia pegada cordon vi oscuro ,comprometida
969,aci   ,asegurado estacionado mitre abre puerta pasa bicicleta tocando espejo persona bicicleta llega piso dijo habia raspado dedo participo lugar pasan datos retira luagar,comprometida
970,peaton,redgreenlueuc mecanica hecho segun version asegurado circulando san ignacio interseccion roca pasa persona corriendo colisiono levemente cae piso levanta retira medios intervencion aparentemente econtraba alcoholizado d ,comprometida
971,aci   ,ciruclaba iturri cruzar noguera aparecio izquierda bicicleta vi colisiomeel chco levanto vimos tenia ofreci llevarlo medico casa negoy retiro lugar andando bici,comprometida
972,am    ,circulando jm rosas moto circulaba formosa ingresa querer pasarme toca lateral trasero izquierda moto cae piso ,concurrente
973,aa    ,circulaba ruta freno colisiono vehiculo delante mio,comprometida
974,am    ,venia circulando conesa llegar esquina doblo tomar malnatti izquierda moto atras mio realiza misma maniobra avanzar metros intenta pasarme ahi cundo agarra loma burro pierde estabilidad termina impactanto puerta delantera paragolpe delantero moto manifesto encontrarse buen retiro propios medios moto intervencion policial datos tercero aguirre diego jesus honda kvt rivadavia,comprometida
975,am    ,venia circulando olivera doblar tandil luz giro puesta moto vena vi colisiono guardabarro trasero derecha moto cae piso puesto levanta propios medios retira sufri lesiones dedo intervencin policial acta ,comprometida
976,aa    ,aseg circulaba rio janeiro palio circulaba delante colisiona izquierda detenido aseg llega frenar colisiona parte delantera parte trasera palio luego aseg colisionado parte trasera parte delantera suran circulaba detras lesionados,comprometida
977,am    ,mecanica hecho segun version asegurado asegurado cruzando san martin moto venia san martin colisiona parte delantera cae suelo asistio d ,comprometida
978,am    ,venia circulando centenera llego guemes doblar aparece moto contramano chocandome,comprometida
979,am    ,asegurado encontraba circulando asegurado caserata burzaco tercero motocicleta circulando ruta asegurado iba saliendo caserata ruta asegurado indica vio motocicleta viceversa causando impactaran motocicleta impacta lateral izquierda delantero asegurado indica motocicleta izquierda incrustada vehiculo tras persona motocicleta sale despedida vehiculo asegurado cayendo mts segun asegurado lesionados intervencion intervencion policial desplazamiento,comprometida
980,am    ,circulando florencio varela llegar int pichincha realizo maniobra colisiono moto lado izquierda visualice motociclista cae piso manifestaba dolor piernas trasladado desconozco lugar retire,comprometida
981,am    ,aseg circulando victor hugo caba moto venia circulando interseccin colisiona parte delantera parte delantera ,comprometida
982,am    ,vehiculo asegurado circulando ruta momento dispone girar hacia magallanes produce colisiona moto circulaba detras intenta sobrepasarlo lado derecha moto circulaban personas caen suelo utilizaban ,comprometida
983,am    ,asegurado circulando betbeder cruce b irigoyen colisiona parte delantera tercero moto circulaba ultima mencionada moto sola persona recuerda llevaba puesto cae asfalto ,comprometida
984,am    ,circulando avda trabajo hacia avda fcio varelasoy colicionado momentos cruzaba avda calchaqui motocicleta circulaba avda calchaqui cruce fcio varela hacia cap fed puerta guardabarro trasero derecha i ,concurrente
985,am    ,mecanica hecho segun version asegurado circulaba beruti hacia olivos llegando interseccion monsenor diagonal tucuman semaforos aminoro marcha repente aparee moto lado derecha freno moto roza vehiculo d ,comprometida
986,am    ,asegurado estacionado iniciar marcha impactado levemente tercero moto circulaba misma moto personas caen asfalto moto tampoco cae intervencion tercero retira propios medios dia siguiente asegurado recibio llamado tercero informando sufrio esguince,comprometida
987,aa    ,vehiculo asegurado circulaba colectora sur cruzar ruta colisionado lateral derecha frente tercero circulaba ultima vehiculo asegurado golpea lateral izquierda cordon vuelca asegurado conductora vehiculo sufren golpes trasladados htal moreno mas desplazamientos,concurrente
988,as    ,aseg circulando condor colisiona lateral delantero derecha lateral izquierda rueda carreta habia lugar tener dicho contacto nenas encontraban carreta caen presentando golpes brazos asegurado llevo hospital rafael calzada hicieron placas dadas alta mismo dia intervencin policial desplazamientos,comprometida
989,aa    ,diriga centenera detengo semaforo doblar asamblea embiste auto atras venia gran velocidad,discutida
990,am    ,graciela orfano venia conduciendo gallardo hacia corrientes moto venia corrientes hacia gallardo cruzno pude frenar tiempo embestiel motociclista moto cayeron motociclista solo hizo raspon rodillala moto sufri rasponesmi auto ford ka knl sufrio rayones guardabarros izqdel lado conductory auto frenar subio cordon vereda afecto goma tapa cubierta delantera raspon guardabarros puerta delantera der,concurrente
991,am    ,asegurado circulando atahualpa giro hacia colocado realiza maniobra embestido parte lateral delantera tercero circulaba mismo moto solo ocupante puede confirmar uso cae pavimento golpea asiste polica desplazamientos,comprometida
992,am    ,conduciendo avenidaen carril medio interpone carril moto venia carril derechofreno detenida lateraliza cae moto refiere golpe muslo region externa moviliza luego inconveniente ,concurrente
993,aa    ,circulando san martin tercero misma delante asegurado dispone girar aseg colisiona frente parte trasera tercero lesionados desplazamientos unidades,comprometida
994,am    ,circulando rosales giro rey rozo moto color cae moto luego incorpora consecuencia visible va domicilio media cuadras rosales lujan rey nego entregar datos moto personales,comprometida
995,aa    ,redgreenlue aseg circulando jorge luis borges llegar interseccion santa teresa tercero circulaba ultima mencionada hacia atraviesa aseg logra detener marcha produciendo asi parte delantera lateral trasero izquierda tercero personas lesionadas desplazamientosmecanica segdan tercero iba circulando santa teresa intercesion jose luis borges fuienvestido paragolpe rueda guardabarros lado izquierda danos auto chapa pintura,comprometida
996,aa    ,circulando battle ordonez llegar int santa isabel tercero circula ultima embiste frente lateral derecha parante guardabarro delantero derecha asegurado acompanante asegurado resulto golpe presencia lugar desplazamientosd,concurrente
997,am    ,asegurado encontraba saliendo garage domicilio luis maria campos tercero moto vena misma asegurado sale tena vista tapada camin bebidas logra moto moto tampoco ve asegurado termina impactando parte delantera lateral izquierda asegurado producto choque moto ocupante caen piso solo ocupante moto presenta raspn dedo tambien hinchada intervencin lugar intervencin constato necesario tercero retira lugar andar moto desplazamiento,comprometida
998,aa    ,asegurado circulabapor salta interseccion noviembre colisiona tercero circulaba ultima resultan personas vehiculo lesionadas sra asegurado ,concurrente
999,aci   ,iba derqui cruz esquive toque ciclista iba ciclista cay corte cara intervinieron polica presentaron familiares llevaron,comprometida
1000,am    ,vehiculo asegurado circulaba juramento doblar febrero produce colision moto parte trasera vehiculo asegurado motociclista cae piso llevaba levanta solo manifestaba lesiones ,comprometida
1001,am    ,asegurado encontraba circulando perda tercero moto vena senora merced asegurado cruzar mira ambos lados deja pasar venan merced acelera intentar cruzar moto vena gran velocidad impacta parte delantera lateral izquierda delantero asegurado producto choque moto ocupante caen piso solo ocupante moto intervencin polica lugar traslada tercero hospital carrillo ah llevan bocalandro tercero sufri esguince hombro derecha desplazamiento d,
1002,am    ,aseg maniobra salir lugar estacionado impacta tercero moto circulaba lateral izquierda delantero parte delantera tercero cae suelo asistido trasladado hospital ,comprometida
1003,am    ,aseg circulando uruguay interceccion gral acha colisionado tercero moto circulaba ultima rueda trasera ocacionado frente moto habia solo ocupante puesto cayo piso manifesto dolencia perna retiro lugar moto andando desplazamientosno ,concurrente
1004,aci   ,comenzar girar tomar diaz velez freno debido gente cruzando senda peatonal embestido parte trasera ciclista rompiendo ptica trasera hace presente polica lugar retira lugar ,concurrente
1005,am    ,aseg detenido luz giro ingresar domicilio girar hacia embestido parte delantera parte delantera tercero moto quiere pasarlo solo ocupante desconoce tenia puesto dado luego siniestro tenia dolencia derecha ,comprometida
1006,peaton,aseg circulando interseccion golpe auto lado izquierda espejo retrovisor cae suelo chica paseaba perros aseg acompano domicilio mascotas decia dolia ,comprometida
1007,am    ,aseg circulaba eva peron llegar interseccion gira hacia derecha jose antonio miralla moto circulaba eva peron encerrado cae cordon llega haber aseg moto tercero tenia tenia dolor cae moto encima misma intervinientesd,
1008,am    ,asegurado detenido ev mitre abre puerta delantera tercero circilaba misma embiste ocupante moto cae piso ,comprometida
1009,aa    ,circulando plata doblar ingresar storni colisiono parte delantera lateral izquierda tercero venia ultima desp,comprometida
1010,aa    ,estabamos parados esperando ponga semafoto asamblea arrancamos llevo puesto auto adelante circulo mas despacio,comprometida
1011,am    ,vehiculo asegurado circulaba int gaeberler girar izquierda punto ciego embiste moto atras izquierda asegurado guardabarro trasero izquierda motociclista acompanante caenel asegurado ayuda levantar motociclista lesion costilla brazo acompanante desconoce lesionesno aceptan intervenga nadiellevaban cascose retiran medios asegurado,comprometida
1012,peatã“n,asegurado circulando escultura gira ontinuar derqui colisiona parte delantera peaton cruzaba peaton cae asfalto asegurado traslada centro asistencial ,comprometida
1013,aci   ,asegurado circulaba banderas maniobra ingresar impacta parte delantera tercero circulaba desplazamientos bicicleta solo ocupante cae piso presentaqba dolor ,comprometida
1014,aa    ,redgreenlue circulaba virrey cisneros hacia bermejo llegando esquina vehiculo adelante frena bruscamente darme tiempo frene choco trompa parte tracera ,comprometida
1015,aci   ,asegurado detenido teodoro garcia abre puerta delantera verificado venga nadie tercero bici circulaba misma embiste lateral derecha manubrio cayendose pavimento lado izquierda manifestando danos ,comprometida
1016,aa    ,asegurado circulando eva peron embiste parte delantera tercero parte trasera detenido semaforo lesionados informa desplazamientos,comprometida
1017,peaton,asegurado avanza baja velocidad ruta control agente baja aseg roza levemente parte delantera agente cae suelo ,comprometida
1018,am    ,doblar hacia choca guardabarro trasero,comprometida
1019,am    ,circulaba lope vega hacia juan b justo antesde llegar interseccin magarinos cervantes moto quevenia circulando direccin contraria intentando sobrepasarun auto contramano pierde control cae moto elpavimento desliza terminar incrustada partedelantera camioneta pasa costadoizquierdo camioneta tocar misma participo lacomisaria llevado ald hospital velez sarsfield,
1020,aa    ,aseg circulando ruta colisiona tercero circulaba misma ruta frena forma abrupta habia realizado maniobra doblar hacia abrian giro permitido asegurado impacta parte delantera parte trasera tercero vez asegurado colisionado lateral trasero derecha lateral delantero izquierda venia detras dandose fuga lesiones,comprometida
1021,am    ,pongo valiza previo ingresar domicilio moto intenta sobrepasar impacta momento giro ingresar garage,comprometida
1022,aa    ,veniamos santa rosa yendo rivadavia suran azul patente plo freno golpe detaras venia vw fox patende fzp detras colicionamos debido pavimento humedo solo toque paragolpes fox provocando dano mismo,comprometida
1023,am    ,asegurado circulando mayo carril izquierda llegando esquina motociclista reclama encerr dano apoyo moto lesionados informa desplazamientos intervencin polical,comprometida
1024,am    ,mecanica hecho segun version asegurado asegurado circulando curapaligue interseccion lezama tercero circulando ultima moto cae piso contacto cliente asegurado ayudo incorporarse dolencia tobillo acepto asistencia retiro andando moto luego contactado ro pidiendo indemnizacion gastos medicosd ,discutida
1025,am    ,aseg circulando ruta colisionar realiza mala maniobra frena medio ruta aseg pierde control colisionado tercero moto circulaba contraria aseg luego cae zanja contacto moto parte delantera mismo parte lateral aseg moto habia ocupantes puesto aparentemente cuales caen zanja presenta fracturas ,comprometida
1026,mm    ,asegurado circulaba centenario colisionado parte lateral parte delantera tercero moto circulaba misma danico ocupante moto tercero tenia cayo piso presentaba dolor retiro propios medios moto asegurada cayo piso presenta dolor intervencin medica policial ,concurrente
1027,am    ,entrando cargar nafta ypf moto metio lado derecha auto colisiono,comprometida
1028,am    ,circulaba santa fe norte sur dobla parana visualizar venia moto impacta parte delantera aparte delantera asegurado moto solo ocupantecae suelo levanta ayuda retiro moto llevaba puesto ,comprometida
1029,mm    ,circulaba concordia llegar avellaneda cruzo semaforo moto tercero avellaneda embiste lateral izquierda ambos caemos piso perdi conocimento trasladaron salio lugar secuestraron ambas motos,concurrente
1030,aci   ,vehiculo asegurado encontraba detenido virrey liniers luego ahvanza fray julian lagos bicicleta venia fray julian lagos colisiona lateral delantero izquierda vehiculo asegurado ,comprometida
1031,am    ,asegurado saliendo garage domicilio frena moto embiste parte trasera moto desplaza embiste vehculo pat adhx informa vehculo estacionado circulando informa cantidad ocupantes moto uso intervencin policial d,comprometida
1032,am    ,asegurado circulaba cordoba luz giro doblando moto circulaba detras intenta pasar choca asegurado lateral izquierda motociclista llevab cae piso presentaba lesiones visibles ofrecimiento asegurado nego llamar ir hospital,comprometida
1033,am    ,asegurado circulaba cordoba luz giro doblando moto circulaba detras intenta pasar choca asegurado lateral izquierda motociclista llevab cae piso presentaba lesiones visibles ofrecimiento asegurado nego llamar ir hospital,
1034,am    ,aseg estacionado cnel intendente avalos sale impacta lateral delantero izquierda motocod personas abordo circulaba misma moto acompanante caen piso tenia tercero quejaban tener dolores llamaron terceros retirar propios medios,comprometida
1035,peaton,circulando gibraltar delante mio haba auto detenido contraria reducida deteng pase hace dispongo pasar persona lado auto tira hacia vehculo impactando capot asusto acelero irme lugarya pense queran robar inciando giro hacia masculino vereda tira cristal delantero izquierdodanandoloacto seguido voy comisaria pontevedra ta realizo denuncia sucedido datos tercero d,comprometida
1036,am    ,circulo x alsina ciudad lujan llego interseccion doctor real motocicleta circulaba x ultima colisiona parte frontal lateral delantero izquierda provocando danos vehiculo verificar motorodado masculino juan martin festugato tenia lesiones aparentes ningun tipo retiro lugar motocicletasin problema algunod ,comprometida
1037,aci   ,circula auto jufreciclista circula sluces serrano contrario transito autosbaja iluminacin pdablicacolisiona vehculo guardabarro izquierda cae ladocirculando kmhllame same prevencinacusaba dolor izquierdaambas partes decidimos hacer denuncialo llevo bazterricaacompano guardia presentaba fracturas fisuras,comprometida
1038,am    ,hs circulando azcuenaga hacia lisandro torre interseccin reduzco velocidad miro ambos lados haba semaforos dispongo avanzar cruzar interseccin motocicleta marca yamaha mod xtz dominio lcd venia alta velocidad lisandro torre colisiona puerta lateral delantera unidad,concurrente
1039,aa    ,camioneta patente aatz subida garage ingresar detiene ford fiesta patente kqnal subirme aprieto embriague pendiente considerando tan atras causando abolladura puerta trasera bajando vehiculo apreto puerta,comprometida
1040,am    ,circulaba x puca trasladando torta movimiento vehiculo mueve distraigo acomodarla siento moto salia casa,
1041,aa    ,asegurado encontraba circulando ruta tercero vena misma ruta mismo tercero vena delante asegurado frena golpe auto delante asegurado frena llega hacerlo completamente impacta parte delantera parte trasera tercero quej dolor dedo asegurado sufri golpes latigazo choque desplazamiento,comprometida
1042,am    ,asegurado circulaba darwin girando hacia corrientes moto delante mio giro frena toco moto iba sola persona tenia cae suelo levanta ayudamos dolia derecha ,comprometida
1043,aci   ,aseg maniobraba alvarez hacia saavedra impacta parte lateral delantera izquierda ro bicicleta circulaba contramano saavedra desplazamientos lesionados bicicleta intervencion policial medica retiro medios,comprometida
1044,am    ,aseg circulando nueva llega cruce mendoza colectivo da paso asegurado pasa parte frontal tercero moto circulaba mendoza tercero utilizaba circulaba acompanantes motociclista pierde estabilidad llega caerse manifiesta dolor presencia policial traslado asegurado retira propios medios version tercero circulaba mendoza carril izquierda cruzar interseccin nueva colectivo circulaba junto asegurao cierra hacia carril derecha detenerse tercero camioneta kangoo comienza cruzar asegurado pasando interseccin toca bocina peeo tercero colisiona parte trasera costado derecha produciendo danos verificar,concurrente
1045,am    ,redgreenlueuc mecanica hecho segun version asegurado salia estacion servicio autos camiones dejaron pasar moto venia centro vio incrusto frente d ,comprometida
