cod_accidente,descripcion,filter,responsabilidad
aa,d nos habiamos detenido para consultar una direccion sobre la calle cotagaita del lado izquierdo retomamos y el auto del tercero que nos paso por la derecha doblo intempestivamente sin poner luces de giro a la izquierda procurando doblar en lacalle brandsen eso produjo un pequeno razpon en la parte trasera izquierda del vehiculo del tercero y la parte delantera derecha de mi vehiculo,nos habiamos detenido para consultar direccion la calle cotagaita del lado izquierda retomamos el auto del tercero nos paso por la derecha doblo intempestivamente sin poner luces giro la izquierda procurando doblar en lacalle brandsen eso produjo pequeno razpon en la parte trasera izquierda del vehiculo del tercero la parte delantera derecha mi vehiculo,comprometida
aa,d asegurado indica que al avanzar levemente se presenta impacto con vehiculo que estaba detenido delante,asegurado indica al avanzar levemente presenta impacto con vehiculo estaba detenido delante,comprometida
aa,d version asegurado  el automovilista que estaba delante mio freno de golpe y no alcance a frenar amplaicion asegurado  confirma que fue un choque levisimo y que me enviara fotos respecto de la acompanante del tercero indica que esa persona no bajo del auto y que por ello no sabe si era masculino o femenina sabe que habia alguien como acompanante porque el tercero le pedia la documentacion del vehiculo no habria cp,version asegurado el automovilista estaba delante mio freno golpe no alcance frenar amplaicion asegurado confirma fue choque levisimo me enviara fotos respecto la acompanante del tercero indica esa persona no bajo del auto por ello no sabe si era masculino o femenina sabe habia alguien como acompanante porque el tercero le pedia la documentacion del vehiculo no habria cp,comprometida
aa,d denuncia asegurado iba conduciendo por el carril del lado izquierdo por ruta e a  mtrs del ingreso al aeropuerto taravella en direccion hacia la localidad de villa allende piso banquina y colisiona el lateral izquierdo de mi auto fiat strada con el guardarrail central y para evitar seguir colisionando con el guardarrail vuelvo a la ruta momento en el cual colisiono con el automovilmodelo focus color gris dominio iyr conducido por ana laura sans dni  en el lateral dicho auto pierde el control y sale de la ruta colisionando con un poste de luz atravesando el guardarraildanos en el vehiculo focus aboyaudura lateral izquierdo ambas puertas parte delantera capot ruedas delanteras motor averiado airbags lateral derecho idemdanos en vehiculo fiat strada dominio nys  aboyadura lateral izquierdo puerta delantera lateral derecho puerta trasera semiejes,denuncia asegurado iba conduciendo por el carril del lado izquierda por ruta e mtrs del ingreso al aeropuerto taravella en direccion hacia la localidad villa allende piso banquina colisiona el parte izquierda mi auto fiat strada con el guardarrail central para evitar seguir colisionando con el guardarrail vuelvo la ruta momento en el cual colisiona con el automovilmodelo focus color gris dominio iyr conducido por ana laura sans dni en el parte dicho auto pierde el control sale la ruta colisionando con poste luz atravesando el guardarraildanos en el vehiculo focus aboyaudura parte izquierda ambas puertas parte delantera capot ruedas delantera motor averiado airbags parte derecha idemdanos en vehiculo fiat strada dominio nys aboyadura parte izquierda parte delantera parte derecha parte trasera semiejes,comprometida
aa,d aseg informa que venia circulando por la avenida cuando el vhl de frente frena y no logra el asegurado frenar totalmente el vhl tocando al tercero de adelante,asegurado informa venia circulando por la avenida el vehiculo parte delantera frena no logra el asegurado frenar totalmente el vehiculo tocando al tercero delante,comprometida
aa,d hija del asegurado indica que cuando su padre se encontraba circulando por autopista mencionada en sentido surnorte vehiculo tercero que circulaba por la mano contraria se cruza de carril y lo impacta de frente hubo presencia policial y de ambulanciaampliacion aseguradodtx refiere que venia circulando por la au rosario santa fe sentido surnorte cuando ve que el vt que circualaba por al autopista de la mano contraria esto es sentido norte sur se cruza de carril atravesando el pasto que separa ambos carriles y lo impacta de frentesegun relata el asegurado el conductor del vt que iba solo se descompuso y perdio el control del vehiculo,hija del asegurado indica su padre encontraba circulando por autopista mencionada en sentido surnorte vehiculo tercero circulaba por la mano contraria cruza carril lo impacta parte delantera hubo presencia policial ambulanciaampliacion asegurado refiere venia circulando por la au rosario santa fe sentido surnorte ve el vt circulaba por al autopista la mano contraria esto es sentido norte sur cruza carril atravesando el pasto separa ambos carriles lo impacta frentesegun relata el asegurado el conductor del vt iba solo descompuso perdio el control del vehiculo,sin responsabilidad
aa,d asegurada indica que circulando por la calle mencionada cuando avanzaba para cruzar barrera un vehiculo tercero taxi avanza repentinamente y la impacta en parte delantera derecha por impacto se presenta impacto con barral y medidor,asegurado indica circulando por la calle mencionada avanzaba para cruzar barrera vehiculo tercero taxi avanza repentinamente la impacta en parte delantera derecha por impacto presenta impacto con barral medidor,concurrente
aa,d asegurada indica que circulaba por la calle indicada cuando al llegar a la interseccion un tercero frena de golpe delante de la asegurada no logra frenar y termina impactando al mismo,asegurado indica circulaba por la calle indicada al llegar la interseccion tercero frena golpe delante la asegurado no logra frenar termina impactado al mismo,comprometida
aa,d venia frenando por el cambio de semaforo de verde a amarillo por el carril derecho y un taxi se me adelanto por la mano izquierda y rozo su parte trasera derecha con la parte delantera izquierda de mi auto,venia frenando por el cambio semaforo verde amarillo por el carril derecha taxi me delante por la mano izquierda rozo su parte trasera derecha con la parte delantera izquierda mi auto,sin responsabilidad
aa,d circulando por la calle cochabamba interseccion aventre rios girando hacia a la izquierda no alcanzado a presionar el pedal del freno embisto contra automovil marca clio patente aajb,circulando por la calle cochabamba interseccion aventre rios girando hacia la izquierda no alcanzado presionar el pedal del freno embisto contra automovil marca clio patente aajb,comprometida
aa,d vehiculo fox abty circula por vieytes en sentido oeste a este al llegar al cruce de h yrigoyen advierte que el semaforo no funciona pero por vieytes en sentido contrario esta cruzando un colectivo razon por la que inicia el cruce cruza la mano sentido a provincia y le es cedido el paso por dos vehiculos que circulan sentido a capital pero a pesar de ello un vehiculoque avanza por detras de los vehiculos ya detenidos sentido a capital no se detiene y lo embiste a la altura de la rueda delantera en el lado derecho,vehiculo fox abty circula por vieytes en sentido oeste este al llegar al cruce h yrigoyen advierte el semaforo no funciona pero por vieytes en sentido contrario esta cruzando colectivo razon por la inicia el cruce cruza la mano sentido provincia le es cedido el paso por dos vehiculo circula sentido capital pero pesar ello vehiculo avanza por detras los vehiculo ya detenidos sentido capital no detiene lo embiste la altura la rueda delantera en el lado derecha,nan
aa,d vehiculo fox abty circula por vieytes en sentido oeste a este al llegar al cruce de h yrigoyen advierte que el semaforo no funciona pero por vieytes en sentido contrario esta cruzando un colectivo razon por la que inicia el cruce cruza la manosentido a provincia y le es cedido el paso por dos vehiculos que circulan sentido a capital pero a pesar de ello un vehiculo que avanza por detras de los vehiculos ya detenidos sentido a capital no se detiene y lo embiste a la altura de la rueda delantera en el lado derecho,vehiculo fox abty circula por vieytes en sentido oeste este al llegar al cruce h yrigoyen advierte el semaforo no funciona pero por vieytes en sentido contrario esta cruzando colectivo razon por la inicia el cruce cruza la manosentido provincia le es cedido el paso por dos vehiculo circula sentido capital pero pesar ello vehiculo avanza por detras los vehiculo ya detenidos sentido capital no detiene lo embiste la altura la rueda delantera en el lado derecha,comprometida
aa,d sali de la clinica paso marcha atrdfs con la baliza se metio atras y le toque el para golpe delantero pero apena se rayo,sali la clinica paso marcha atrdfs con la baliza metio atras le toque el para golpe delantera pero apena rayo,comprometida
aa,d version asegurado  circulaba por la avenida alicia moreau de justo y al doblar por cecilia grierson me embiste rompiendo varias partes ampliacion asegurado  el tercero circulaba por av moreau de justo que es de un solo sentido surnor y de repente sintio el golpe en su guardabarros trasero izquierdo indico que doblo bien abierto hacia la izquierda para quedar colocado sobre el margen derecho de la av cecilia grierson no sabe bien desde donde lo choco el tercero de si venia por la misma calle de el circulaba por la av cecilia grierson aseguro haber doblado con el semaforo en verde version tercero  circulaba por a moreau de justo carril izquierda mientras que el tercero circulaba por el carril derecho  dmt rueda delantera derechapuerta y mecanico,version asegurado circulaba por la avenida alicia moreau justo al doblar por cecilia grierson me embiste rompiendo varias partes ampliacion asegurado el tercero circulaba por avenida moreau justo es solo sentido surnor repente sintio el golpe en su guardabarros trasera izquierda indico doblo bien abierto hacia la izquierda para quedar colocado el margen derecha la avenida cecilia grierson no sabe bien desde donde lo choco el tercero si venia por la misma calle el circulaba por la avenida cecilia grierson asegurado haber doblado con el semaforo en verde version tercero circulaba por moreau justo carril izquierda mientras el tercero circulaba por el carril derecha dmt rueda delantera derecha mecanico,comprometida
aa,d circulando por la calle alem el auto que estaba delante mio se frena en el semaforo y yo cuando lo vi ya lo habia envestido,circulando por la calle alem el auto estaba delante mio frena en el semaforo yo lo vi ya lo habia envestido,comprometida
aa,d el asegurado circulaba por el segundo carril de la izquierda y al llegara la interseccion con epecuen con la luz de giro correspondiente encendida dobla hacia la izquierda y cuando esta terminando de realizar el giro se produce la colision con el tercero que circulaba por el primer carril,el asegurado circulaba por el segundo carril la izquierda al llegara la interseccion con epecuen con la luz giro correspondiente encendida dobla hacia la izquierda esta terminando realizar el giro produce la colision con el tercero circulaba por el primer carril,comprometida
aa,d el tercero sube por la rampa y el asegurado esta estacionando e impactan en la parte delantera en ambos vehiculos  ampliacion el asegurado se encontraba maniobrando para estacionar en la cochera no observa a un vehiculo tercero que subia por la rampa y este ultimo al ingresar es impactado por el asegurado en la parte delantera derecha del vehiculodescripcien del tercero subiendo hacia pb por la rampa de la cochera cuando llego y voy a salir de la rampa hacia la derecha me encuenrto un auto parado imposible de ver y colisio mi parte delantera con la parte delantera del tercero este reconocio estar mal ubicado,el tercero sube por la rampa el asegurado esta estacionando e impacta en la parte delantera en ambos vehiculo ampliacion el asegurado encontraba maniobrando para estacionar en la cochera no observa vehiculo tercero subia por la rampa este ultima al ingresar es impactado por el asegurado en la parte delantera derecha del vehiculodescripcien del tercero subiendo hacia parte por la rampa la cochera llego voy salir la rampa hacia la derecha me encuenrto auto parado imposible ver colision mi parte delantera con la parte delantera del tercero este reconocio estar mal ubicado,comprometida
aa,d circulando por p argentinas cuando una camioneta de gran porte me encerro para evitar su mala maniobra volantio hacia la derecha produciendo un roce con otro automovil al que le dano su espejo retrovisor y algunas rayas horizontales en ambas puertas  del lado del conductor,circulando por p argentinas camioneta gran porte me encerro para evitar su mala maniobra volantio hacia la derecha produciendo roce con otro automovil al le dano su espejo retrovisor algunas rayas horizontales en ambas puertas del lado del conductor,comprometida
aa,d version asegurado  la calle hortiguera divide las localidades de ituzaingo y san antonio de padua alli existe un cruce a nivel del ferrocarril sarmiento saliendo de el y cruzando la av kirchner de norte a sur observo que el transito a mi izquierda esta detenido cediendo el paso en la salida de la barrera miro hacia mi derecha y no visualizo vehiculo alguno al volver mi mirada observo algo que se desplaza rapidamente en contramano de este a oeste y freno se trataba de una camioneta ford ranger patrullero de la provincia de buenos aireschapa patente kal movil  de la comisaria merlo ta mariano acosta asegurado en provincia seguros poliza  ano  conducido por el agente policial juan ignacio sotelo  el movil encuestion circulaba con balizas encendidas sin accionar ningun tipo de elemento ampliacion asegurado  confirma el relato y aclara que la calle hortiguera al cruzar la via queda en un plano medio en diagonal a la av kirchner el ya habia pasado los carriles de la av kirchener que corren de izquierda a derecha cuando estaba enderezando el auto para ingresar a la av kirchner doblando a su izquierda aparece el tercero con luces de baliza encendidas pero sin sirena en contramano el patrullero se abre mas para su derecha asi poder esquivar al asegurado en ese momento es que roza al asegurado en su parte delantera derecha optica paragolpes y punta de paragolpes tomo los datos que le dieron los policias al dia siguiente en la comisaria le dijeron que solo estaban haciendo un traslado de un detenido del juzgado de menores de moron a la cria de mariano acosta no hubo lesionados,version asegurado la calle hortiguera divide las localidades ituzaingo san antonio padua alli existe cruce nivel del ferrocarril sarmiento saliendo el cruzando la avenida kirchner norte sur observo el transito mi izquierda esta detenido cediendo el paso en la salida la barrera miro hacia mi derecha no visualizo vehiculo alguno al volver mi mirada observo algo desplaza rapidamente en contramano este oeste freno trataba camioneta ford ranger patrullero la provincia buenos aireschapa patente kal movil la comisaria merlo ta mariano acosta asegurado en provincia seguros poliza ano conducido por el agente policial juan ignacio sotelo el movil encuestion circulaba con balizas encendidas sin accionar ningun tipo elemento ampliacion asegurado confirma el relato aclara la calle hortiguera al cruzar la via queda en plano medio en diagonal la avenida kirchner el ya habia pasado los carriles la avenida kirchener corren izquierda derecha estaba enderezando el auto para ingresar la avenida kirchner doblando su izquierda aparece el tercero con luces baliza encendidas pero sin sirena en contramano el patrullero abre mas para su derecha asi poder esquivar al asegurado en ese momento es roza al asegurado en su parte delantera derecha optica paragolpes punta paragolpes tomo los datos le dieron los policias al dia siguiente en la comisaria le dijeron solo estaban haciendo traslado detenido del juzgado menores moron la cria mariano acosta no hubo lesionados,discutida
aa,d rose con mi espejo izquierdo el espejo derecho del otro auto el que se rompicb,rose con mi espejo izquierda el espejo derecha del otro auto el rompicb,comprometida
aa,d aseg salia marcha atras no vio al tercero que estaba estacionando y lotoccb en la puerta delatera izq,asegurado salia marcha atras no vio al tercero estaba estacionando lotoccb en la parte delantera izquierda,comprometida
aa,d version asegurado  circulaba por illia cruzando espora al querer pasar entre dos autos no hay semaforo en esa esquina el que tenia a su derecha lo encierra se mueve a la izquierda y roza al otro auto ford fiesta lds ampliacion asegurado  el asegurado indica que la camioneta nunca lo toco toca al asegurado por esquivar a la camioneta que se le vino encima cree que toca al ford ka del ro con la rueda version tercero  estaba en la av espora sentido norte haciendo la fila para girar a la izq en la av san martin la fila de autos para el giro se extiendia hasta la calle pte illia una cuadra atras no estaba ocupando la bocalle entre el auto que estaba detras y el mio habia un espacio para que crucen los autos que transitaban por illia el asegurado empieza a cruzar la av espora y en eso es que roza en el paragolpes trasero mas del lado derecho del tercero el auto que estaba detras del tercero se fue y no sabe si impacto o no al asegurado,version asegurado circulaba por illia cruzando espora al querer pasar entre dos autos no hay semaforo en esa esquina el tenia su derecha lo encierra mueve la izquierda roza al otro auto ford fiesta lds ampliacion asegurado el asegurado indica la camioneta nunca lo toco toca al asegurado por esquivar la camioneta le vino encima cree toca al ford ka del ro con la rueda version tercero estaba en la avenida espora sentido norte haciendo la fila para girar la izquierda en la avenida san martin la fila autos para el giro extiendia hasta la calle pte illia cuadra atras no estaba ocupando la bocalle entre el auto estaba detras el mio habia espacio para crucen los autos transitaban por illia el asegurado empieza cruzar la avenida espora en eso es roza en el paragolpes trasera mas del lado derecha del tercero el auto estaba detras del tercero fue no sabe si impacto o no al asegurado,comprometida
aa,d asegurado indica que su esposa estaba estacionado en la calle indicada cuando en una mala maniobra impacta a un vehiculo tercero muy levemented hacemos la salvedad de que el vehiculo asegurado que tuvo el siniestro fue una amarok dominio acpnel asegurado habria ingresado mal la denuncia nos envio el carnet de seguro que acredita que es asegurado por la amarok ,asegurado indica su esposa estaba estacionado en la calle indicada en mala maniobra impacta vehiculo tercero muy levemented hacemos la salvedad el vehiculo asegurado tuvo el siniestro fue amarok dominio acpnel asegurado habria ingresado mal la denuncia nos envio el carnet asegurado acredita es asegurado por la amarok,comprometida
aa,d asegurada indica que estaba saliendo de su domicilio cuando al ingresar a la calle un tercero dobla abruptamente por lo cual la misma tiende a maniobrar hacia la derecha para evitar el impacto con dicho vehiculo y dejarlo pasar pero como consecuencia de la maniobra impacta a otro vehiculo estacionado descripcien del tercero el vehiculo asegurado se encontraba estacionado cuando la tercera al salir de un edificio lo embiste,asegurado indica estaba saliendo su domicilio al ingresar la calle tercero dobla abruptamente por lo cual la misma tiende maniobrar hacia la derecha para evitar el impacto con dicho vehiculo dejarlo pasar pero como consecuencia la maniobra impacta otro vehiculo estacionado descripcien del tercero el vehiculo asegurado encontraba estacionado la tercero al salir edificio lo embiste,comprometida
aa, d cliente impacta a tercero no habiendo llegado a frenar por un descuidod descripcien del tercero detenida en el semaforo y el tercero que se encontraba detras me impacta con su parte delantera en la parte trasera de mi vehiculod,cliente impacta tercero no habiendo llegado frenar por descuidod descripcien del tercero detenida en el semaforo el tercero encontraba detras me impacta con su parte delantera en la parte trasera mi vehiculo,comprometida
aa,d el asegurado indica que estaba estacionando y con el paragolpes toccb al auto que estaba atras,el asegurado indica estaba estacionando con el paragolpes toccb al auto estaba atras,comprometida
aa,d al abrir la puerta el otro auto que venia a gran velocidad la golpea,al abrir la parte el otro auto venia gran velocidad la golpea,comprometida
aa,d circulaba por la calle catamarca y al girar a la derecha en la calle italia me encuentro con autos estacionados sobre amba  manos dificultando el paso asi embisto con mi espejo retrovisor y lateral derecho de mi auto a un vehiculo volkswagen up que se encontraba estacionado sin ocupantes ocasionandole la rotura de su espejo retrovisor y rayaduras en su lateralizquierdo,circulaba por la calle catamarca al girar la derecha en la calle italia me encuentro con autos estacionados amba manos dificultando el paso asi embisto con mi espejo retrovisor parte derecha mi auto vehiculo volkswagen up encontraba estacionado sin ocupantes ocasionandole la rotura su espejo retrovisor rayaduras en su izquierda,comprometida
aa,d vengo transitando por la calle buenos aires giro la vista en la senda peatonal y cuando volteo la vista nuevamente me encuentro con el automovil renault  ya cruzando en la interseccion con la calle santiago del estero mi automovil choco el guardabarro izquierdo del anterior mencionado vehiculo,vengo transitando por la calle buenos aires giro la vista en la senda peatonal volteo la vista nuevamente me encuentro con el automovil renault ya cruzando en la interseccion con la calle santiago del estero mi automovil choco el guardabarro izquierda del anterior mencionado vehiculo,comprometida
aa,d el sabado  de agosto del  a las  del mediodia estaba circulando por la avenida udaondo al  a la altura del estadio de river plate casi subiendo al puente labrunaun auto que se encontraba a  autos de distancia del que yo me encontraba frena bruscamente el auto siguiente logra frenar pero el que venia delante de mio lo embiste y yo que iba atras de el logro frenar casi por completo al punto que mi auto solo se le quebro el logo de la marca de mi auto y el de el no tenia ni golpes ni marcas visiblesel conductor me pide los datos a pesar de no tener golpes en su parte trasera es por eso que quiero dejar constancia de lo sucedido el dia sabado  de agosto,el sabado agosto del las del mediodia estaba circulando por la avenida udaondo al la altura del estadio river plate casi subiendo al puente labrunaun auto encontraba autos distancia del yo me encontraba frena bruscamente el auto siguiente logra frenar pero el venia delante mio lo embiste yo iba atras el logro frenar casi por completo al punto mi auto solo le quebro el logo la marca mi auto el el no tenia ni golpes ni marcas visiblesel conductor me pide los datos pesar no tener golpes en su parte trasera es por eso quiero dejar constancia lo sucedido el dia sabado agosto,comprometida
aa,d venia por la calle velez sarfield a  como mucho saliendo de la casa de una amiga a  cuadra de distancia de lo ocurrido con mi bebe en la parte trasera y de la mano izquierda en la calle jf kennedy aparecio el chevrolet meriva a alta velocidad obviamente sin haber ni bajado la velocidad en la esquina ni mucho menos haber frenado yo no lo vi y chocamos el frente de mi auto con ambas puertas del suyo del lado derecho de su auto,venia por la calle velez sarfield como mucho saliendo la casa amiga cuadra distancia lo ocurrido con mi bebe en la parte trasera la mano izquierda en la calle jf kennedy aparecio el chevrolet meriva alta velocidad obviamente sin haber ni bajado la velocidad en la esquina ni mucho menos haber frenado yo no lo vi chocamos el parte delantera mi auto con ambas puertas del suyo del lado derecha su auto,concurrente
aa,d estando retrocediendo para estacionar en lugar permitido me impacta de atras el furgondabosfarol trasero derecho y rayones con golpe en guardabarros derecho y paragolpe trasero,estando retrocediendo para estacionar en lugar permitido me impacta atras el furgondabosfarol trasera derecha rayones con golpe en guardabarros derecha paragolpe trasera,comprometida
aa,d titular del vehiculo sobrino politico de asegurado informa que saliendo de su residencia  termina impactando un vehiculo estacionado,titular del vehiculo sobrino politico asegurado informa saliendo su residencia termina impactado vehiculo estacionado,comprometida
aa,d el auto del tercero se encontraba estacionado a mano derecha sobre lavalle al momento de estacionar choque con la parte de la puerta delantera y trasera del lado derecho de mi vehiculo contra el lado izquierdo del paragolpe delantero del tercero,el auto del tercero encontraba estacionado mano derecha lavalle al momento estacionar choque con la parte la parte delantera trasera del lado derecha mi vehiculo contra el lado izquierda del paragolpe delantera del tercero,comprometida
aa, d estacionado sobre la avenida para dejar a mi hijo en la escuela abro la puerta del conductor y el auto que circulaba atras la embiste descripcien del tercero  circulaba por avenida congreso en direccion a pacheco cuando de un vh estacionado abren la puerta que impacta contra el lado derecho de mi auto,estacionado la avenida para dejar mi hijo en la escuela abro la parte del conductor el auto circulaba atras la embiste descripcien del tercero circulaba por avenida congreso en direccion pacheco vehiculo estacionado abren la parte impacta contra el lado derecha mi auto,comprometida
aa,d leve toque de parachoques delantero de mi auto con el parachoques trasero de un tercero ocasiono dano leve en esquina derecha del parachoques trasero del auto del tercero,leve toque parachoques delantera mi auto con el parachoques trasera tercero ocasiono dano leve en esquina derecha del parachoques trasera del auto del tercero,comprometida
aa,d el incidente se produjo en la calle campana casi pedro lozano caba al momento de producirse me encontraba frenando a muy baja velocidad dado que estaba aproximandome a la barrera del ferrocarril san martin que estaba cerrada probablemente por estar la calle humeda mi vehiculo no freno totalmente y golpeo al de adelante me encontraba sola en mi vehiculo no intervino policia ni ambulancias no realice reclamo ante la aseguradora del otro rodado no observe danos en mi vehiculo,el incidente produjo en la calle campana casi pedro lozano caba al momento producirse me encontraba frenando muy baja velocidad dado estaba aproximandome la barrera del ferrocarril san martin estaba cerrada probablemente por estar la calle humeda mi vehiculo no freno totalmente golpeo al delante me encontraba sola en mi vehiculo no intervino policia ni ambulancias no realice reclamo ante la asegurado del otro rodado no observe danos en mi vehiculo,comprometida
aa,d circulaba por calle dean funes en sentido este oeste cuando al estar trasponiendo la interseccion con calle entre rios norte sur un vehiculo que circulaba por esta bltima arteria no logra visualizarme y me impacta en el lateral derecho haciendo que mi vehiculo se desplace hacia la izquierda impactando en mi lateral izquierdo con una columna de luzampliacion aseguradodtx conductor del va refiere que circulaba por calle dean funes sentido eo y que al llegar a la interseccion de calle entre rios ya cruzando la misma no visualiza al vt que circulaba por esta ultima y el vt me impacta con su parte delantera todo el lateral derecho delantero del va danando principalmente la puerta del acompanante el vt quedo practicamente destruido la parte delantera quedo totalmente hundido y danado el conductor del vt venia solo no sufrio lesiones de gravedad le dolia la cervical y lesiones musculares,circulaba por calle dean funes en sentido este oeste al estar trasponiendo la interseccion con calle entre rios norte sur vehiculo circulaba por esta ultima arteria no logra visualizarme me impacta en el parte derecha haciendo mi vehiculo desplace hacia la izquierda impactado en mi parte izquierda con columna luzampliacion asegurado conductor del va refiere circulaba por calle dean funes sentido eo al llegar la interseccion calle entre rios ya cruzando la misma no visualiza al vt circulaba por esta ultima el vt me impacta con su parte delantera todo el parte derecha delantera del va danando principalmente la parte del acompanante el vt quedo practicamente destruido la parte delantera quedo totalmente hundido danado el conductor del vt venia solo no sufrio lesiones gravedad le dolia la cervical lesiones musculares,comprometida
aa,d realizando una maniobra de reversa impacto con un vehiculo que estaba alla estacionadono puedo cuantificar los danos,realizando maniobra reversa impacto con vehiculo estaba alla estacionadono puedo cuantificar los danos,comprometida
aa,d transitando por maipu por el corte el semaforo el tercero frena de golpe y no logro frenar lo suficiente embistiendo a dicho vehiculo,transitando por maipu por el corte el semaforo el tercero frena golpe no logro frenar lo suficiente embistio dicho vehiculo,comprometida
aa,d circulaba por av avellaneda y al llegar al semaforo de esquina balcarce el vehiculo que se encontraba delante frena y lo choco de atras,circulaba por avenida avellaneda al llegar al semaforo esquina balcarce el vehiculo encontraba delante frena lo choco atras,comprometida
aa,d el vehiculo asguerado circulaba por el lugar indicado y al intentar sobrepasar a un colectivo el vehiculo fiat que venia a alta velocidad intenta sobrepasarme y me impacata en mi guardabarros y paragolpes delantero izquierdo,el vehiculo asegurado circulaba por el lugar indicado al intentar sobrepasar colectivo el vehiculo fiat venia alta velocidad intenta sobrepasarme me impacta en mi guardabarros paragolpes delantera izquierda,comprometida
aa,d esposo de asegurada informa que se encontraba circulando por martin coronado al querer doblar en la avenida cristiania un vehiculo le sede el paso por lo cual avanza pero otro sobrepasa al vehiculo detenido por el lado derecho y se produce el impacta del lateral derecho del vehiculo del asegurado contra la parte trasera izquierda del vehiculo del tercerono hubo lesionados,esposo asegurado informa encontraba circulando por martin coronado al querer doblar en la avenida cristiania vehiculo le sede el paso por lo cual avanza pero otro sobrepasa al vehiculo detenido por el lado derecha produce el impacta del parte derecha del vehiculo del asegurado contra la parte trasera izquierda del vehiculo del tercero hubo lesionados,comprometida
aa,d al llegar a la esquina viene un auto por williams al que con mi frente izquierdo rayo el lateral derecho del autoel auto del tercero es un renault  asegurado en federacion patronal conductor marco antonio peralta,al llegar la esquina viene auto por williams al con mi parte delantera izquierda rayo el parte derecha del autoel auto del tercero es renault asegurado en federacion patronal conductor marco antonio peralta,concurrente
aa,d iba conduciendo y en un pequedo descuido toco la parte trasera derecha delvehiculo del tercero ante esta situacion corrige maniobra enseguida ambos autos nos estacionamos a un costado me disculpe y ayudu al tercero a ambiar la rueda de su vehiculo terminado esto ambos intercambiamos los datos para realizar ambos la denuncia en su aseguradora de mutuo acuerdo nos etiramos del lugar,iba conduciendo en pequedo descuido toco la parte trasera derecha vehiculo del tercero ante esta situacion corrige maniobra enseguida ambos autos nos estacionamos costado me disculpe ayudu al tercero ambiar la rueda su vehiculo terminado esto ambos intercambiamos los datos para realizar ambos la denuncia en su asegurado mutuo acuerdo nos etiramos del lugar,comprometida
aa,d la asegurada indica que se encontraba dentro de un estacionamiento cuando al estar circulando choca contra la puerta de un vehiculo tercero que se encontraba estacionado,la asegurado indica encontraba dentro estacionamiento al estar circulando choca contra la parte vehiculo tercero encontraba estacionado,comprometida
aa,d venia circulando por beiro y cuando estoy cruzando lor esmeralda me coliciona en el gurdabarro delantero derecho esto me saca el paragolpes rompe optica y faro de giro,venia circulando por beiro estoy cruzando lor esmeralda me colisiona en el gurdabarro delantera derecha esto me saca el paragolpes rompe optica faro giro,comprometida
aa,d asegurada indica que circulando por la calle mencionada en semaforo se presenta vehiculo delante que vehiculo asegurado impacta levemente con insignia provocandole dabo en parte trasera,asegurado indica circulando por la calle mencionada en semaforo presenta vehiculo delante vehiculo asegurado impacta levemente con insignia provocandole dabo en parte trasera,comprometida
aa,d vengo circulando por boqueron cuando llego la interseccion con la calle talcahuano se cruza el fiat palio que circulaba portalcahuano y lo choco en su puerta delantera izquierda con la trompa de mi auto,vengo circulando por boqueron llego la interseccion con la calle talcahuano cruza el fiat palio circulaba portalcahuano lo choco en su parte delantera izquierda con la delantera mi auto,sin responsabilidad
aa, d me encontraba con el rodado a mi cargo detenido sobre el carril derecho de la av pellegrini en direccion al este en la interseccion con calle pte roca a causa del semaforo rojo cuando al pasar a color verde avanzo sin poder evitar la colision de la parte delantera de mi unidad con la parte trasera de un taxi marca chevrolet classic dominio ocq ra el cual estaba aun detenido en la misma direccion delante de mi cantidad de ocupantes vehiculo  vehiculo ampliacion asegurado se encontraba detenido sobre carril derecho en el semaforo en rojo ubicado sobre av pellegrini sentido al este cuando da luz verde avanza muy levemente e impacta al vt que se encontraba detenido delante en la parte trasera refiere que el vt no tuvo danos materiales tampoco lesiones no intervino ambulancia ni policia indica que realizo la denuncia el mismo dia del siniestro actualmente no recuerda detalles se rehusa a enviar documentacion dice que ya acompano todo en la compania me pidio datos sobre negociador para estar al tanto del reclamo iniciado pot el ero,me encontraba con el rodado mi cargo detenido el carril derecha la avenida pellegrini en direccion al este en la interseccion con calle pte roca causa del semaforo rojo al pasar color verde avanzo sin poder evitar la colision la parte delantera mi unidad con la parte trasera taxi marca chevrolet classic dominio ocq ra el cual estaba aun detenido en la misma direccion delante mi cantidad ocupantes vehiculo vehiculo ampliacion asegurado encontraba detenido carril derecha en el semaforo en rojo ubicado avenida pellegrini sentido al este da luz verde avanza muy levemente e impacta al vt encontraba detenido delante en la parte trasera refiere el vt no tuvo danos materiales tampoco lesiones no intervino ambulancia ni policia indica realizo la denuncia el mismo dia del siniestro actualmente no recuerda detalles rehusa enviar documentacion dice ya acompano todo en la compania me pidio datos negociador para estar al tanto del reclamo iniciado pot el tercero,comprometida
aa,d asegurado indica que mientras circulaba por calle mencionada llegando a la interseccion cuando vehiculo tercero intenta anticipar a gran velocidad el cruce que el ya habia comenzado por lo que el vehiculo asegurado impacta con el lateral derecho el lateral izquierdo del vehiculo tercero,asegurado indica mientras circulaba por calle mencionada llegando la interseccion vehiculo tercero intenta anticipar gran velocidad el cruce el ya habia comenzado por lo el vehiculo asegurado impacta con el parte derecha el parte izquierda del vehiculo tercero,sin responsabilidad
