cod_accidente,responsabilidad,descripcion_del_hecho - Final
AA    ,CONCURRENTE,lugar de ocurrencia paseo y av circulando por paseo cuando llego al cruce con av soy colisionada por un auto venia por esta ultima danando parte delantera izquierda con impacto mi sobrina y acompanante en vh del ero resultan con dolores sin intervencion de ambulancia ni de policia
AA    ,COMPROMETIDA,denuncia del tercero me encontraba detenido sobre av del libertador esperando cambio de semaforo de rojo a verde cuando soy embestido por tercero en parte trasera ocasionando danos detallados
AA    ,COMPROMETIDA,avenida estaba congestionada y al frenar vehculo venia delante mio no puede frenar a tiempo y embest
AA    ,COMPROMETIDA,aseg circulando panamericana queda en medio de un stro en cadena subre un corte en cabeza y varias costillas fracturadas femininos posibles lesionadas ampliacin con asegurado me informa no recuerda mucho del siniestro porque perdio conocimiento sufrio golpes en cabeza y fracturas de costillas retiraron en ambulancia ultimo recuerda es estaba circulando por panamericana y hubo un choque delante de por cual vehiculos antecedian frenaron abruptamente y tambien cree auto venia detras choca y como llovia su auto se desplaza hacia adelante colisionando vehiculo antecedia donde se encontraban femeninas nn denunciadas no tiene mas datos del siniestro ni del vehiculo antecesor ni del colisiona de atras ni de femeninas denunciadas
AA    ,COMPROMETIDA,circulaba por balbin y sin intencin colisiono a un vh tercero en su parte trasera con mi parte delantera por dicho impacto dicho vh tercero impacta a un do tercero en su parte trasera con parte delantera do tercero vw suran patente petpaz claudia natalia dni federacion patronal poliza parte trasera no hay otros terceros involucrados ni lesionados datos del tercero pablo arturo gru ford focus pfk qbe seguros
AA    ,COMPROMETIDA,colectora panamericana casi thames por cambio de semaforo frenada intempestiva ampliamos con asegurado en relacion a mecanica del hecho manifesto circulaba por colectora panamericana casi thames cree por cambio de semaforo rodado precedia freno intempestivamente no pudo evitar impactar al tercero en parte trasera no participo policia ni ambulancia cruzaron datos y se fueron del lugar vio en auto viajaban conductor y una mujer de cual no tomo datos d
AA    ,COMPROMETIDA,vh aseg circulaba sobre av cabred cuando sobre curva al esquivar un perro se desplaza cayendo dentro de un zanja vehiculo tiene dano en su parte delantera lateral izquierdo opticas capot etc acompanante amiga sufre golpes a raiz del impacto es atendida en clinica guemes de lujan sin mas desplazamientos
AA    ,CONCURRENTE,circulando por david magdalena a lllegar a interseccion con calle belgrano se produce colision con mi parte delantera y parte trasera derecha de una camioneta circulaba por belgrano a raiz del impacto camioneta se desplaza y embiste a un vh estacionado sin lesiones
AA    ,COMPROMETIDA,circulaba por consejal jose dans rey doblo en derqui y no observo al tercero freno y embisto en parte trasera con mi parte delantera en vh tercero hubo lesionados sin intervencion policial ni medica
AA    ,COMPROMETIDA,vh asegurado circulando por calle zabala colisiona con su parte frontal a parte un tercero frena de golpe personas con casco tercero se retira por sus propios medios
AA    ,COMPROMETIDA,vh asegurado circulando por s de frontera colisiono con parte delantera a trasera de un tercero se detuvo por semaforo sin lesiones ni desplazamientos aseg amplia acompanante de tercero se tocaba cuello
AA    ,COMPROMETIDA,mecanica del hecho s vs asegurado circulando por corrientes cuando doblo a izquierda para continuar mi marcha por lavalleun vh venia por esta ultima se asusta y cambia de carril invadiendo mano contraria es por donde habia doblado yocalle doble mano y me impacta con su parte delantera en mi lateral izquierdoproducto del impacto conductor aca pierde conocimiecontconocimientoes trasladado por ambulancia al hospital zonal de varelaen mi pueblojunto a tercero quien acuso lesiones en mano informaronal conductor aca luego en comisariaintervino policia de com ra de fvarela entregandole vh luego de radicar denunciadentro del vh del terc i ba otra persona desconociendo datosno hubo otros terceros inv ni lesionados datos del tercero silva bianca fernanda citr c mfw
AA    ,COMPROMETIDA,vh asegurado circulaba por calle nicaragua cuando colisiona su parte delantera en parte trasera de un tercero freno por transito sin lesiones ni desplazamientos
AA    ,COMPROMETIDA,aseg maniobra para salir de lugar estacionado por av yrigoyen cuando impacta con un tercero circulaba su lateral delantera izquierdo con lateral trasero derecho sin lesiones ni desplazamiento
AA    ,COMPROMETIDA,circulaba por avenida balbin cuando impacto con parte delantera en parte trasera de un tercero se detiene por trafico delante de mi a raiz del impacto tercero se desplaza y colisiona con parte delantera en parte trasera de otro vehiculo del cual no tengo datos sin lesiones
AA    ,CONCURRENTE,vh aseg circulando por calle alvarez jonte y en interseccion con calle miguel de salcedo un tercero circulaba por esta ultima mencionada se atraviesa y aseg no logra evitar colision con su pb delantera en lateral derecho del tercero en vh asegurado hay personas lesionadas transportadas intervino transito no intervino ambulancia
AA    ,COMPROMETIDA,circulando por calle menbrillar al pasar por derecha al tercero chevrolet celta es cuando este frena de golpe y no puedo evitar colisionarlo al tercero en parte trasera derecha con parte delantera izquierda de mi vh sin desplazamiento
AA    ,COMPROMETIDA,vh aseg circulando sobre av mosconi colisiona con su parte delantera en parte trasera de un tercero detuvo marcha sobre misma tercero se deslpaza y colisiona otro vh sobre misma quien se desplaza y colisiona otro vh cual se desplaza y colisiona otro sin lesionados
AA    ,COMPROMETIDA,vhl asegurado se encontraba circulando por ayacucho delante se detiene un tercero por transito asegurado colisiona con su parte delantera en su parte trasera sin lesiones sin desplazamientos no interviene policia ni ambulancia
AA    ,COMPROMETIDA,vh aseg circulando por avda mitre avellaneda bs as cuando un tercero circulaba por misma en igual sentido delante del asegurado frena por semaforo y ultimo embiste con parte frontal en parte trasera del tercero sin lesiones sin intervenciones sin desplazamientos
AA    ,COMPROMETIDA,circulaba por av pueyrredon cuando no puedo evitar colisionar al auto tenia delante con mi parte delantera en su parte trasera izquierda sin desplazamientos ni lesionados
AA    ,COMPROMETIDA,circulando por av cristiania giro a mi mano derecha y tomo calle tokio antes de tomarla tercero venia delante mio frena de manera imprevista a pesar de haber frenado no logro evitar contacto de parte frontal de mi vehiculo con parte trasera del tercero conductor acuso sufrir un golpe en su brazo derecho conductor del vehiculo del tercero sr gomez juan carlos dnilic de conducir nro emitido por gcba otorgamiento vencimiento no hubo intervencion policial ni de ambulancia datos del tercero robledo gladys lujan fiat idea hlx fhg federacion patronal
AA    ,COMPROMETIDA,vh aseg circulando por independencia al llegar a interseccion con araoz aseg embiste con su parte frontal al lateral izquierdo de un vh tercero cruzaba sobre calle araoz informa conductora informo molestias en cuello no interviene policia y ambulancia ya no considero lesion de gravedad y luego del intercambio de datos se retiran por sus propios medios sin desplazamientos
AA    ,COMPROMETIDA,circulaba por ruta cuando debido a un bache pierdo control del vehiculo e impacto con lateral izquierdo en lateral trasero izquierdo de un tercero chevrolet corsa circulaba por misma en direccion contraria luego impacto con parte delantera en parte delantera de otro vehiculo vw amarok circulaba en direccion contraria detras del primer vehculo a raiz del impacto conductor del vhlo chevrolet corsa manifestaba sentir dolor en espalda por interviene personal de ambulancia cuales atienden en lugar luego involucrados se dirigen a dependencia policiald
AA    ,DISCUTIDA,circulando por av de abril cuando estoy cruzando interseccion con sarratea se cruza sin prioridad de paso un vw bora freno pero no logro evitar colision de mi frente con su parte delantera izq ambos conductores fuimos trasladados al hosp lucio melendez de adrogue por ambulancia no hubo otro lesionado
AA    ,COMPROMETIDA,asegurado circulando por terrero embiste con su parte delantera a un tercero circulaba en mismo sentido en su parte trasera sin desplazamientos conductor del vehiculo tercero y asegurado sufren lesiones intervino policia y ambulancia
AA    ,COMPROMETIDA,ciculando por calchaqui al llegar a azurduy freno transito yo freno pero igualmente toco al peugeot desplazandose e impactando al vw vento ampliamos con v asegurado en cuanto al hecho corrobor mecanica impacta al tercero en parte trasera intent frenar y no lleg a hacerlo manifiesta en rodado tercero iban ocupantes si bien no recuerda exacto caractersticas solo recordaba cara de dos de
AA    ,COMPROMETIDA,me encontraba saliendo del estacionamiento del shopping cuando un tercero me impacta en mi parte delantera derecha de mi vh con su parte delantera no hubo lesionados ni mas terceros datos del tercero casteluccio agustin vw vento kmc federacion patronal
AA    ,COMPROMETIDA,vh aseg circulanso sobre sourdeaux tunel debajo de vias del tren vh tercero detenido por trafico en misma calle vh aseg pasa tuenel y en salida del mismo colisiona su parte delnatera con parte trasera del vh tercero sin lesioandos sin desplazamien tos
AA    ,COMPROMETIDA,vh aseg circulando por calle miralla mataderos al llegar a av mataderos cuando un tercero frena de golpe para no pasar con semaforo en rojo es colisionado por parte trasera con parte delantera del vh aseg sin desplazamientos y sin lesiones
AA    ,COMPROMETIDA,asegurado iba circulando por av cuando vehiculo de adelante frena repentinamente y asegurado colisiona en parte trasera con parte delantera intervino policia tomando datos conductor del otro vehiculo sufrio latigazo cervical mismo un acompanante
AA    ,CONCURRENTE,aseg por saladillo y tercero aparece por costado izquierdo por ibanez aseg colisiona en puerta trasera derecha con trompa del vh aseg tercero lesionado iba en parte de atras del vh tercero interviene policiatel de aseg
AA    ,CONCURRENTE,venia circulando por calle espinosa en cruce de esta con calle arengreen viniendo yo por mano derecha impacto contra un vehculo contra su puerta delantera derecha y parte de su guardabarros delantero derecho luego del impacto otro auto se subi a vereda impactando contra pared luego del choque vehiculo se subi a vereda y termina impactando contraa pared de vivienda en esquina hija del tercero tuvo un golpe en parietal derecho de su cabeza hubo intervencion del same pero tercero no quizo se trasladara a su hija a un hospital no hubo lesionados ni otros ros involucrados en stro mas alla de declarado datos del tercero ana jolly volkswagen voyage jyd boston
AA    ,COMPROMETIDA,aseg circulaba por bogota cuando esta comenzando a cruzar por carrasco es impactado en su parte delantera derecha por tercero circulaba por esta con parte frontal del tercero sin lesiones asegurado amplio por escrito y original fue dejado en una oficina de v cia hemos anticipado copia de ampliacion
AA    ,COMPROMETIDA,aseg circulaba sobre calle cuando embiste con parte delantera en parte trasera de un tercero renault clio gris se detuvo delante este producto del impacto se desplaza embistiendo a otro vh renault clio azul detenido delante conductor del vehculo renault clio gris result lesionado
AA    ,COMPROMETIDA,vh aseg saliendo en reversa de gge impacta con su parte trasera en lateral izquierdo de un tercero estaba detenido con conductor arriba sin desplazamientos conductor del vh tercero inform se rasp mano
AA    ,COMPROMETIDA,circulando por calle casn juan al llegar a interseccion con calle intenente alvear se produce colision con mi parte delantera y parte lateral izquierda del tercero sin desplazamientos en vh del tercero sufre lesiones una persona no interviene policia ni ambulancia
AA    ,DISCUTIDA,vh aseg estaba detenido en semaforo sobre av dorrego cuando es impactado en parte trasera por parte delantera del vh del tercero circulaba detras sin desplazamientos ni lesionados conductor del vh aseg sufrio un latigazo amigo y novia del conductor se hacen atender por en hospital por un latigazo tambien no hubo intervinientes
AA    ,DISCUTIDA,redgreenlue asegurado circulaba por aguero de sur a norte cuando tercero circulaba por aguero a contramano a alta velocidad invade carril del asegurado y por mas asegurado intenta esquivarlo no puede evitar tercero choque en lateral derecho con frente por choque resulto con lesiones tercero asegurado formalizo en quilmes calle tiene mano y contramano manifiesta tercero iba por su mano y de golpe se vena de frente asegurado maniobra hacia izquierda para no chocar de frente con tercero concurri policia y ambulancia traslado ambulancia al tercero iba solo asegurado no fue trasladado a comisaria no hicieron alcoholemia tercero tena seguro en federacion patronal tendria fotos y datos de causa penal insiste en tercero venia de contramano no sabe si hara reclamo porque quizas tenga destruccion total
AA    ,COMPROMETIDA,vhl aseg circulando por de penavhl de tercero circulanbdo por camino gral belgrano asegurado indica asoma para cruzarno hay semaforo y tercero colisiona con su lateral derecho en lateral izquierdo del vhl asegurado lesiones conductor del vh del b luis gonzalo agustin
AA    ,COMPROMETIDA,circulando por gandara al llegar a burela senora mira para otro lado y choca al asegurado en parte delantera con parte delantera sin desplazamientos ni lesiones
AA    ,COMPROMETIDA,vh asegurado circulando por calle monroe colisiona con su parte frontal a parte trasera de un tercero detendo por transito sin desplazamientos conductor del vh tercero con lesiones asegurado formalizo en casa central tema leve choque de atrcs no llega a frenar y embiste al tercero estaba frenado por trcnsito no participo policia ni ambulancia tercero supuestamente iba con una chicapero no tomo datos ni llego a ver bien porque no bajo del auto
AA    ,COMPROMETIDA,asegurado circulando por ruta mano derecha al perder control del auto se cruza de carril poniendose de manera perpendicular es colisionado en lateral izquierdo por frente de un camion arrastra unos metros luego se desplaza produce impacto del asegurado con otro vehiculo vw amarok circulaba sobre mano contraria de misma un ocupante del vhlo vw amarok sufre un golpe en cabeza interviene personal policial y de ambulancia cuales trasladan al lesionado hasta hospital de gral pacheco
AA    ,COMPROMETIDA,asegurado circulaba por pampa se me cruza un gato y pegue un volantazoy pegue con mi paragolpes delantero en un auto estacionado intervino ambulancia same llamo un vecino no hubo examen alcoholemia saltaron airbag cabe destacar en vehiculo asegurado iba novia del conductor cual sufre golpes varios
AA    ,COMPROMETIDA,conductora asegurada no llega a frenar y toca parte trasera del auto de adelante tercero conductora acusa latigazo cervical sin desplazamiento
AA    ,COMPROMETIDA,asegurado detenido por semaforo sobre calle gral hornos ante senalizacion del mismo para comenzar a circular retoma marcha y colisiona levemente con un tercero tenia delante impactando con su parte delantera sobre parte trasera del tercero este manifestia dolores en cuello sin desplazamientos
AA    ,COMPROMETIDA,vh aseg doblaba desde calle hacia av constituyentes cuando es colisionada a su angulo delantero izquierdo al lateral derecho de un peugeot patente aaxp circulaba sobre sobre ultima caul realiza una mala maniobra sobrepasando a un colectivo detenido sin semaforos sin lesiones ni desplazamientos
AA    ,COMPROMETIDA,asegurado doblaba desde laprida hacia av centenario colisiona con parte delantera izquierda a un peaton cruzaba por avenida y al ser encadilado por sol no ve al peatron senora se retiro por sus propios medios no intervino policia ni ambulancia
AA    ,CONCURRENTE,en circunstancias en mvil policial se encontraba circulando con balizas y sirenas encendidas por calle gral jose gervasio artigas cuando al llegar a interseccin con av gral mosconi con semaforo cambiando de verde para amarillo un vehculo particular se encontraba sobre avenida mencionada se adelanta por colisiona con mvil en sector del acompanante producto del hecho patrullero posee danos en lateral derecho abarcando ambas puertas vidrio delantero y guardabarros trasero del hecho no hubo terceros lesionados se agregan danos de estacionamiento y accesorios no denunciados anteriormente por razones de servicio no participo ambulancia no concurri policia al lugar del hecho para labrar sumario intercambiaron datos y se retiraron rodados y sus ocupantes del lugar
AA    ,DISCUTIDA,vh aseg circulando por carril lento sobre av pasco a mitad de cuadra un vehiculo circulaba sobre misma gira hacia derecha invadiendo carril del aseg sin colocar balizas aseg maniobra hacia derecha para esquivarlo e impacta su parte delantera izquierda optica capot guardabarro paragolpe contra guardabarro trasero derecho de un tercero estaba circulando sobre misma conductor presenta rectificacion en cuello amigo de conductor aseg tiene golpes en rodilla y hombro sin lesiones en vh del tercero ni desplazamientos
AA    ,COMPROMETIDA,circulaba por av hiplito yrigoyen al llegar a interseccion con esteban arce no pude frenar y colisiono conmi frente en parte trasera del tercero me antecedia chevrolet celta lcx y este a su vez se desplaza hacia adelante embistendo con su frente en parte trasera del b antecedia renault logan nkg conductor dolor en cuello y acompananate dolor de espalda del celta indican lesiones no asiste ambulancia y nos dirigimos a cria alte brown b longchamps en mi rodado y logan no hubo lesiones dado viajabamos solos
AA    ,COMPROMETIDA,redgreenlue circulando por don bosco al frenar imprevistamente coche de adelante se produjo colisin a muy baja velocidad con mi frente en su parte posterior ya hay un baden sin desplazamientos tercero manifest dolencias y fue trasladado al hospital de escobar parte medico indico no presentaba lesiones ampliacion del asegurado d circulando por calle don bosco se formo una fila de coches debido a una cuneta pronunciada de interseccion con calle pellegrini se avanzaba dos o tres metros y se frenaba y en una oportunidad no llegue a frenar ahi se produce colision se baja senor unico ocupante del vehiculo y me dice parece bajo presion entonces por dudas llamo al servico de ambulancia de escobar es localida en donde se produce dicha colision llega ambulacia defensa civil y policia se llevan al senor al hospital publico de escobar y a mi me mandan a comisaria ra de escobar despues de un rato oficial pregunta si senor va a realizar acciones legales o si se va a solucionar con seguro senor dice no va a realizar ninguna accion entonces oficial hace un acta en donde consta esta decision a mi no me dan copia de misma pero no se retuvieron coches asi debo presumir fue asi por otro lado tuve posibilidad de un conocido vio informe del hospital cual esta en comisaria primera en donde dice no se encontro lesion alguna
AA    ,CONCURRENTE,asegurado circulando por av lincoln cuando esta cruzando calle joaquin v gonzalez es colisionado en su lateral delantero derecho por parte delantera de un tercero circulaba por calle joaquin v gonzalez sin desplazamientos sin lesiones
AA    ,COMPROMETIDA,me encontraba detenido sobre sarmiento sentido nortesur cuando abre semaforo yo arranco pero vh tenia adealnte no avanzo por tal motivo yo impacte con mi frente en su parte trasera ro era un remis y presentaba danos previos en zona del impacto ambas opticas traseras tenia danadas paragolpe y tapa de baul tenia danos previos no hay otros vh involucrados ni lesiones datos del tercero migues nestor aldo fiat uno fwb amca
AA    ,DISCUTIDA,circulaba por calle paunero cruzando calle coronel suarez cuando un auto circulaba por ultmima a gran velocidad nos colisiona con parte delantera en lateral trasero izquierdo haciendo nuestro auto gire casi grados en mismo eje a causa del impacto asegurado quien venia de acompanante sufre lesiones en cervical y espalda tercero se negaba a brindar datos y en base a esto se llama a polica y ambulancia sin desplazamiento
AA    ,CONCURRENTE,vh asegurado circulando por parral cuando al llegar a interseccion con ambrosetti sin semaforo otro vh tercero colisiona con su parte frontal en lateral derecho del vh asegurado con interv ambulancia deriva a policilinico central san justo interv comisaria distrital noroeste de san justo cond del tercero con golpes en cabeza sin desplazamientos
AA    ,COMPROMETIDA,asegurado circulando por calle esteban agustin gasconal cruzar interseccion de calle francisco bieirocuando un tercero venia por esta ultimase cruzael aseguirado no llega a frenar y colisionacon parte delantera del aseguradocontra parte trasera y lateral izquierda del tercerosin desplazamientoscon lesiones del tercero y su acompananteinterviene policia y ambulanciason trasladado al hospital de boulogne para observaciones d
AA    ,COMPROMETIDA,circulando por misma cuando no alcanzo a frenar y colisiono al auto delantero con mi frente en su trasera sin desplazamientos y sin lesionados
AA    ,DISCUTIDA,detenido por semaforo sobre ruta asegurado es colisionado por un tercero en parte trasera luego desplaza hacia adelante por cual asegurada es rozado por un colectivo estaba de mano izquierda tambien detenido a causa del hecho un companero iba con asegurado se lastima intervino policia y ambulancia se labro denuncia policial tel de asegurado ampliacin asegurado estaba detenido sobre onorio luque por semaforo interseccion con ruta estando totalmente detenidos por semaforo es colisionado en su parte trasera por un tercero por fuerza del choque asegurado se desplaza hacia su izquierda rozando un colectivo se encontraba detenido a su lado al momento del siniestro se encontraba acompanado por un companero del trabajo martinez nelson quien sufrio lesiones y fue atendido por ambulancia al igual persona choca por detras respecto de comisaria interviene refiere es unica de laferrere guitierrez y lopez may informa no fue sometido a test de alcoholemia nos brinda ademas datos de persona choca de atras conductor torres jonathan emanuel dni vehculo ford fiesta dominio azw negro titular torres mario cel compana aseguradora agrosalta hara reclamo en compania del tercero por sus danos y por lesiones de su companero f
AA    ,COMPROMETIDA,vh asegurado estaba detenido en semaforo cuando se suelta embrague y vh asegurado colisiona con su parte frontal en parte trasera del tercero otro vh se encontraba detenido delante del asegurado sin lesiones sin interv policial ni ambulancias
AA    ,COMPROMETIDA,me encontraba circulando cuando al llegar al peaje fallan mis frenos por embisto al vh e un tercero dwm en su parte trasera con mi parte delantera este a su vez por desplazamiento impacta al vh de otro tercero ozz en su parte trasera con su parte delantera do tercero soria mendoza diego sedan toyota equios ozz no hubo mas lesionados ni mas terceros datos del tercero corimayo alan emanuel peugeot dwm liderar seguros
AA    ,COMPROMETIDA,vh asegurado circulaba por calle marcos paz cuando colisiona su parte delantera derecha en parte trasera izquierda de un tercero tanto conductor como acompanante del vh b presentan dolor de espalda sin desplazamientos
AA    ,COMPROMETIDA,aseg circulaba por calle sargento cabral de sur a norte cuando cruza corrientes un ro venia por corrientes colisiona al aseg en parte delantea izquierda con parte del derecha del ro sin desplazamientos ni lesiones ampliacion se amplia con asegurado dado de acuerdo al sentido de circulacion de rodados y denuncia del tercero mecanica inicial no estaria correcta finalmente nos confirma asegurado circulaba sobre sgto cabral y en interseccion con calle corrientes impacta con un rodado tercero circulaba desde derecha con dos ocupantes
AA    ,COMPROMETIDA,asegurado circulando sobre calle cristiania interseccin rp gral rojo tercero circulando sobre esta ultima impacta con parte delantera izquierda en lateral derecho del asegurado sin desplazamiento acompanante del tercero con lesiones derivado al hospital en ambulancia
AA    ,COMPROMETIDA,circulando por calle intendente arricau al intentar cruzar avenida gaspar campos un vehculo vena por esta daltima desde mi derecha tambien pasa y colisiono con mi frente en parte delantera izquierda del tercero sin desplazamientos ni lesiones
AA    ,COMPROMETIDA,asegurado circulando sobre dr osvaldo magnasco cuando auto venia delante frena por trafico de alcorta y asegurado distraido colisiona en parte trasera sin desplazmaientos con lesiones de espalda de dos ocupantes del otro vehiculo no hubo intervencion de ambulancia concurririan al hospital por sus medios
AA    ,COMPROMETIDA,circulaba por jose pedro varela cuando vehiculo de adelante frena de golpe y colisiono con parte delantera
AA    ,COMPROMETIDA,asegurado circulaba por entre rios lentamente por transito cuando tercero circulaba delante frena de golpe asegurado no puede evitar chocarlo en parte trasera tercero manifesto dolor en cuello se llamo a ambulancia
AA    ,COMPROMETIDA,vh aseg estaba detedino en semaforo cuando abre avanza e impacta su parte delantera contra trasera del vh del tercero circulaba adelante y se detiene de repente por transito sin desplazamientos ni lesionados
AA    ,COMPROMETIDA,arranc trafico con cambio de semaforo y volvi a frenar de golpe toque paragolpe del auto de adelante
AA    ,COMPROMETIDA,asegurado iba circulando por rivadavia dobla hacia chile y colisiona a un vehiculo detenido por transito en parte trasera con parte delantera sin lesiones ni desplazamientos
AA    ,CONCURRENTE,circulando por calle dardo rocha al cruzar calle lincoln un vehculo vena por esta daltima desde mi derecha tambien pasa y me colisiona entre puertas derechas sin desplazamientos mi amiga y yo estamos con dolores cervicales mi amiga tiene danos en rodilla derecha yo tengo dolor en muneca izquierda sin intervencin de ambulancia ni polica
AA    ,CONCURRENTE,circ por asuncion al cruzar chile un veh me colisiono en puerta trasera derecha me desplazo y quede con veh sobre vereda con lesiones esposa de un amigo viajaba atras con dos ninosintervino policia y ambulancia traslado traslado a mujer y un nino al hospital contactamos al asegurado habia formalizado en cia tercero por derecha asuncion por cual transitaba asegurado de doble mano tercero embiste en lateral medio y trasero derecho no hay semaforos asegurado viajaba con esposa de un amigo y sus dos hijos ambulancia traslado a tercera y sus hijos policia concurrio al lugar tomo datos no traslado a nadie a comisaria no les hicieron alcoholemia a conductores segun asegurado no se labro causa penal porque ambos conductores se pasaron datos del seguro y manifestaron no iban a hacer denuncia por lesiones desde caja designaron al estudio geller para reclamar por sus danos contra agrosalta
AA    ,COMPROMETIDA,vehiculo asegurado circulaba por cristiania al llegar al semafor no frena a tiempo y colisiona con frente parte trasera de un vehiculo detenido alli sin lesiones sin desplazamientos
AA    ,COMPROMETIDA,aseg circulando dentro de playon de centro comercial ubicado sobre monsenor bufano colisiona a un tercero con su parte delantera en lateral izquierdo de este vh sin desplazamientos conductor tercero manifesto dolencia en cabeza fue asistido por ambulancia del predio no fue trasladado
AA    ,COMPROMETIDA,aseg circulando por calle heras y al doblar a derecha para continuar por calle darraguira y escucha un ruido y un grito se baja y ve bicicleta tirada en piso del lado derecho de su auto ayuda a levantarse ofrece llevarla al hispotal pero justo pasaba un patrullero y llaman ambulancia y llevan al hospital para hacerle revision
AA    ,COMPROMETIDA,vh asegurado circulaba por calle arce cuando al doblar hacia izquierda para tomar calle maure se produce colision con un tercero circulaba por esta ultima calle no hubo lesionados intercambiamos datos intervino policia y nos retiramos luego ayer por tarde me indica fue al hospital anchorena ya tenia dolor de cabeza cervicalgiate asegurada
AA    ,CONCURRENTE,circulando por arribenos calle de doble mano habia vehiculos estacionados en ambas manos cuando un vehiuclo venia por mano contraria me da paso maniobro hacia izquierda y es impactado por una pareja de persona iba caminando por calle en lateral delantero derecho retrovisor sin lesiones ni desplazamientos ampliacion asegurado comenta dos policias caminaban por calle arribenos uno al lado del otro de frente a y de civil calle doble mano con autos estacionados en ambas manos vehiculo circulaba de frente da paso esquiva a peatones pero masculino empuja y arranca espejo retrovisor del lado derecho
AA    ,COMPROMETIDA,vh aseg circulaba sobre calle ardoino pasa paso nivel colisiona a un tercero cual se superpone delante del vh aseg por izquierda en contramano y frena de repente con su parte delantera del vh aseg en parte trasera de este luego conductor de vh tercero se baja de su vh y golpea al vh aseg en su parte delantera sin lesiones sin desplazamientos sin intervencion de movil policial
AA    ,COMPROMETIDA,asegurado circulaba por av de mayo embisti con frente a parte trasera de tercero se detuvo delante por cruce de calle transversal sin lesiones ni desplazamientos
AA    ,CONCURRENTE,circulaba sobre flores al cruzar defilippi tercero venia por esta ultima me colisona con su frente en mi lateral derecho sin desplazamientos ni lesionados
AA    ,COMPROMETIDA,circulando por rosario al llegar a interseccion con av plata giro a derecha y un senor intentaba cruzar se detiene yo retomo marcha y vuelve avanzar sin poder evitar impactarlo
AA    ,COMPROMETIDA,redgreenlue vh asegurado circulando por avda cramer es colisionado en su lateral derecho por un tercero en moto personas con casco se retiran por sus propios medios
AA    ,COMPROMETIDA,vehculo asegurado cirulaba por av san martin impacta con su parte delantera en parte trasera de un tercero circulaba adelante y gir sin senalizar para tomar calle tucuman sin desplazamientos conductor del vehculo tercero manifest dolor de cabeza sin int medica sin int policial amplio con asegurado comenta ambos circulaban por av san martin desde quilmes hacia arco de calzada iba a bastante velocidad y en una interseccion tercero ford focus dobla hacia tucuman pero pese a frenar asegurado derrapa e impacta al tercero en paragolpes trasero a causa del golpe como doblaba cerrado tercero impacta con su frente contra un poste no intervino personal policial ni ambulancia no hubo mas terceros tanto asegurado como tercero circulaba solos asegurado manifesto tercero estaba distraido dijo dolic un poco cabeza pero estas cosas suelen pasar intercambiaron datos y se retiraron formalizo en cia me pasa numero del tercero por wp
AA    ,COMPROMETIDA,aseg circulaba sobre calle bragado al cruzar cosquin fue colisionado en su parte delantera derecha por lateral izquierdo de un tercero circulaba sobre daltima tercero presenta dolor de cabeza producto del impacto sin desplazamientos intervino same intervino policia derivo al hospital santojiani
AA    ,COMPROMETIDA,vh asegurado circulando por av juan b justo cuando dobla a av san martin impacta a un tercero en moto en su lateral izquierdo con lateral derecho trasero del mismo sin desplazamientos conductor se cae al pavimento y luego se retira por sus propios medios
AA    ,COMPROMETIDA,circulando por calle esquida al llegar a interseccin con calle albarinos ingreso a esta daltima en contramano para retomar calle juan b justo ya calle anterior aguilar estaba cortada al llegar a juan bjusto quiero doblar hacia izquierda para tomar esta daltima y en ese entonces un tercero circulaba por juan bjusto tambien pas y colisionamos mi parte derecha con frente del tercero
AA    ,COMPROMETIDA,vh asegurado circulando por ruta cuando colisiona con su parte delantera en parte trasera de un tercero circulaba delante del mismo producto del desplazamiento tercero colisiona con su parte delantera en parte trasera de otro tercero circulaba delante del mismo y se dio a fuga sin lesionados
AA    ,COMPROMETIDA,vh circulando por au panamericana au se llena de agua asegurado pierde control hace trompos colisiona son guardarrail y posible colision con vh tercero colisiona tambien con guardarrail aseg desconoce como ocurri colision lesionado ero corte en frente es trasladado en ambulancia
AA    ,COMPROMETIDA,vehculo asegurado circulaba por dr salvador sallares al cruzar interseccin con av gral san martin se detiene al ver un vehculo circulando sobre daltima pero se desliza a raz de lluvia y se produce impacto de su parte delantera derecha en parte delantera izquierda del tercero sin desplazamientos tercero manifestaba dolores cervicales sin intervension policila ni de ambulancia tercero manifest dolor de cervical sin int medica ni policial
AA    ,DISCUTIDA,circulaba por av hipolito yrigoyen voy a girar hacia espana cuando tercero venia por misma avenida por sentido contrario no me vio y tercero me colisiono en rueda de auxilio intervino ambulancia pero no llevo al tercero a ningun lado porque este no tenia lesiones aparentes mi unidad no fue retenida
AA    ,CONCURRENTE,circulaba sobre calle acassuso al llegar a interseccin con canada de gomez un vehiculo venia por derecha frena y me da paso cuando estoy cruzando otro vehiculo peugeot patente sag se adelanta por detras de otro vehiculo acelera y me colisiona en lateral trasero derecho por impacto hija del asegurado resulta con lesiones cervicales tercero dijo staba pro estacionar pero se da al fuga ademas vh posee dano de estacionamiento en lateral izquierdo
