cod_accidente;descripcion;filter;responsabilidad;narracion;resultado
aa    ;venia por av del libertador cuando veo que habia un auto detenido por el semaforo  en ese momento freno pero como llovia mi auto patino  siguio de largo y no pude evitar embestir al tercero en su parte trasera con mi parte delanterael tercero iba solo como bajo un poco mareado  lo acompane al hospital de san isidro;venia avenida libertador veo habia auto detenido semaforo ese momento freno pero como llovia mi auto patino siguio largo no pude evitar embesti tercero su parte trasera mi parte delantera tercero iba solo como bajo poco mareado acompane hospital san isidro;comprometida;primera persona;1
aa    ;asegurado circulaba por la avenida balbin en la interseccion con calle uriarte gira hacia la izquierda con semaforo verde cuando un tercero que circulaba por la avenida en direccion contraria lo embiste con la parte delantera derecha en su lateral derecho el vehiculo asegurado se desplaza subiendo a la vereda e impactando con la parte trasera derecha contra un poste de luz el asegurado su hijo y un ocupante del tercero sufren lesiones y son trasladados en ambulancia hasta el hospital larcade interviene personal policial los cuales retienen los vehculos en la comisaria;asegurado circulaba avenida balbin interseccion calle uriarte gira hacia izquierda semaforo verde tercero circulaba avenida direccion contraria embiste parte delantera derecha su lateral derecho vehiculo asegurado desplaza subiendo vereda e impactado parte trasera derecha contra poste luz asegurado su hijo ocupante tercero sufren lesiones son trasladados ambulancia hasta hospital larcade interviene personal policial los cuales retienen los vehiculo comisaria;concurrente;tercera persona;1
aa    ;mecanica del hecho segun version asegurado  me dirigia por la calle aquino de norte a sur cuando llego a olivera choco al vehiculo que estaba delante mio en su parte trasera mecanica del hecho segun tercero denuncia  circulaba por aquino freno al llegar a olivera por el transito y soy embestido de atras por el tercero que no frenod  ;mecanica hecho segun version asegurado me dirigia calle aquino norte sur llego olivera choco vehiculo estaba delante mio su parte trasera mecanica hecho segun tercero denuncia circulaba aquino freno llegar olivera transito soy embestido atras tercero no frenod;comprometida;primera persona;1
aa    ;mecanica del hecho segun version asegurado  vehiculo asegurado circulando en el carril rapido por aut panamericana a la altura de campana teniendo mucho trafico los vehiculos van frenando un tercero corolla que circulaba a su derecha pone el guino para cambiar el carril a la derecha y termina ingresando a su izquierda delante del vehiculo asegurado en una maniobra muy brusca delante de ese tercero en carril rapido otro tercero frena y se produce el choque entre esos dos terceros asegurado trata de esquivarlo y embiste con su parte frontal a la parte trasera derecha del tercero corolla que se le mete delante resultan lesionados los dos acompanantes del vehiculo asegurado una con una lesion en una muneca y el otro con dolor en el cuello y una acompanante del tercero corolla con dolor en el cuello no interviene policia ni ambulancia por la cantidad de trafico luego del intercambio de datos cada uno se retira por sus propios medios sin desplazamientosd ampliacion  me llama la asegurada me explica que el corolla realiza la maniobra cambiando de carril se acomoda delante de ella y unos segundos despues el corolla no llega a frenar y embiste a una camioneta que tenida delante la asegurad por esto intenta frenar y esquivar al corolla pero no logra evitar impactarlo con su parte delantera derechaen el momento no intervino ambulancia ni policia de la camioneta no tiene datos desconoce si habia lesionados en cuando al corolla iba el conductor con su mujer quien se desmayo en el lugar pero rapidamente reacciono me pasara los datos dsa en el vehiculo asegurado iban dos acompanantes que sufrieron lesiones  d;mecanica hecho segun version asegurado vehiculo asegurado circulando carril rapido aut panamericana altura campana teniendo mucho trafico los vehiculo van frenando tercero corolla circulaba su derecha pone guino para cambiar carril derecha termina ingresando su izquierda delante vehiculo asegurado una maniobra muy brusca delante ese tercero carril rapido otro tercero frena produce choque entre esos dos tercero asegurado trata esquivarlo embiste su parte frontal parte trasera derecha tercero corolla le mete delante resultan lesionados los dos acompanantes vehiculo asegurado una una lesion una muneca otro dolor cuello una acompanante tercero corolla dolor cuello no interviene policia ni ambulancia cantidad trafico luego intercambio datos cada uno retira sus propios medios sin desplazamientosd ampliacion me llama asegurado me explica corolla realiza maniobra cambiando carril acomoda delante ella unos segundos despues corolla no llega frenar embiste una camioneta tenida delante asegurado esto intenta frenar esquivar corolla pero no logra evitar impactado su parte delantera derecha momento no intervino ambulancia ni policia camioneta no tiene datos desconoce si habia lesionados corolla iba conductor su mujer quien desmayo lugar pero rapidamente reacciono me pasara los datos dsa vehiculo asegurado iban dos acompanantes sufrieron lesiones d;comprometida;tercera persona;1
aa    ;mecanica del hecho segun version asegurado  circulaba por la ruta provincial  cuando estoy llegando a la calle algarrobo verifico que un auto que venia por esta ultima arranca y se queda parada en el medio de la ruta yo ante esta situacion hago una maniobra y freno pero la camioneta derrapa y embisto al ero en su parte trasera izquierda con mi parte delantera izquierda el ero iba con  acompanantes uno de ellos fue trasladado en ambulancia hacia el hospital el asegurado sufrio lesiones cervicalesd ampliacion   llamo al asegurado me informa que el circulaba por la ruta  en la interseccion con algarrobo un vehiculo que estaba cruzando la interseccion se queda detenido porque se le cruza un camion que circulaba por la calle del asegurado pero mano contraria el asegurado intenta frenar pero derrapa embistiendo al vehiculo tercero en el lateral izquierdo casi a la altura del paragolpes trasero en el vehiculo tercero iban  mujeres tres de ellas fueron trasladadas al hospital tanto la conductora del vehiculo tercero como el asegurado fueron trasladados a la comisaria alli le tomaron los datos no les realizaron control de alcoholemiael asegurado no tiene mas datos de las terceras pero tiene la notificacion de la comisaria donde les tomaron todos los dato;mecanica hecho segun version asegurado circulaba ruta provincial estoy llegando calle algarrobo verifico auto venia esta ultima arranca queda parada medio ruta yo ante esta situacion hago una maniobra freno pero camioneta derrapa embisto tercero su parte trasera izquierda mi parte delantera izquierda tercero iba acompanantes uno ellos fue trasladado ambulancia hacia hospital asegurado sufrio lesiones cervicalesd ampliacion llamo asegurado me informa circulaba ruta interseccion algarrobo vehiculo estaba cruzando interseccion queda detenido porque le cruza camion circulaba calle asegurado pero mano contraria asegurado intenta frenar pero derrapa embestido vehiculo tercero lateral izquierdo casi altura paragolpes trasero vehiculo tercero iban mujeres tres ellas fueron trasladadas hospital tanto conductora vehiculo tercero como asegurado fueron trasladados comisaria alli le tomaron los datos no les realizaron control alcoholemiael asegurado no tiene mas datos las tercero pero tiene notificacion comisaria donde les tomaron todos los dato;discutida;primera persona;1
aa    ;circulaba por la calle carlos gardel al llegar a la ruta  ex  me da paso un automvil marca ford falcon y al entrar a la ruta lo tocon con el lateral de mi automvil y perdiendo el control de mi auto y termino envistiendo en la trompa una camioneta que se encontraba atras del auto mencionado   d;circulaba calle carlos gardel llegar ruta ex me da paso automvil marca ford falcon entrar ruta tocon lateral mi automvil perdiendo control mi auto termino envistiendo trompa una camioneta encontraba atras auto mencionado d;sin responsabilidad;primera persona;1
aa    ;un vh delante frena y no puedo evitar impactarlo con mi parte delantera en al parte trasera del tercero por el impacto mi vh se desplaza hacia delante impactando su parte delantera en la parte trasera de un b tercero conductor y acompanante b tercero sufrieron policontusion en estudio acompanante pareja masculino  lucas cebey policontusion b tercero sin datos y desconozco danos se realizaron los estudios en centro de traumatolgia  san isidro no hubo otro vh involucrado ni lesionados datos del tercero gaeiro camila maria eugenia renault clio fno  mercantil andina;vehiculo delante frena no puedo evitar impactado mi parte delantera parte trasera tercero impacto mi vehiculo desplaza hacia delante impactado su parte delantera parte trasera b tercero conductor acompanante b tercero sufrieron policontusion estudio acompanante pareja masculino lucas cebey policontusion b tercero sin datos desconozco danos realizaron los estudios centro traumatolgia san isidro no hubo otro vehiculo involucrado ni lesionados datos tercero gaeiro camila maria eugenia renault clio fno mercantil andina;comprometida;primera persona;1
aa    ;vena por la calle diaz velez  llegando a la calle rafaela  tena  camin  delante que cruzan esta calle  estaba el semaforo en rojo y en diagonal a la izquierda hay un semaforo yo pense q ese semaforo es un giro  se pone en verde el giro y paso el camin q me obstrua el paso viniendo un peugeot de frente n yo freno no me vio y lo envesti ;vena calle diaz velez llegando calle rafaela tena camin delante cruzan esta calle estaba semaforo rojo diagonal izquierda hay semaforo yo pense q ese semaforo es giro pone verde giro paso camin q me obstrua paso viniendo peugeot frente n yo freno no me vio envesti;comprometida;primera persona;1
aa    ;circulando sobre av cno gral belgrano por mano contraria viene un tercero que choca con un animal caballo y este vehiculo termina embistiendome en mi parte delantera;circulando avenida cno general belgrano mano contraria viene tercero choca animal caballo este vehiculo termina embistiendome mi parte delantera;discutida;primera persona;1
aa    ;circulando por melian cuando al estar superando la interseccion con calle los andes un vh de un b bicicleta que venia por esta ultima desde la izquierda sigue su marcha sin verme por lo que al no poder ezquivarlo lo impacto con mi parte delantera el conductor se cae al piso por lo que llame al same y a la policia lo trasladaron al trauma el cual lo atendio y esta en condiciones pasamos datos y me retire a hacer la denuncia por posibles lesiones en la comisaria no hubo mas terceros ninvolucrados ni lesionados datos del tercero cardozo matias miguel jesus ;circulando melian estar superando interseccion calle los andes vehiculo b bicicleta venia esta ultima desde izquierda sigue su marcha sin verme no poder ezquivarlo impacto mi parte delantera conductor cae piso llame same policia trasladaron trauma cual atendio esta condiciones pasamos datos me retire hacer denuncia posibles lesiones comisaria no hubo mas tercero ninvolucrados ni lesionados datos tercero cardozo matias miguel jesus;comprometida;primera persona;1
aa    ;circulaba por ingeniero  white  esquina gardel y adelante  me frena de golpe una camioneta honda no me da tiempo de frenar y   lo choco  iban dos personas ;circulaba ingeniero white esquina gardel delante me frena golpe una camioneta honda no me da tiempo frenar choco iban dos personas;comprometida;primera persona;1
aa    ;asegurado circulaba por calle nahuel huapi al cruzar ruta  av otero cuando es colisionado en la parte lateral izquierda con la parte delantera de un tercero que circulaba por la ultima calle mencionada aparentemente a alta velocidad sin lesiones ni desplazamientos;asegurado circulaba calle nahuel huapi cruzar ruta avenida otero es colisionado parte lateral izquierda parte delantera tercero circulaba ultima calle mencionada aparentemente alta velocidad sin lesiones ni desplazamientos;comprometida;tercera persona;1
aa    ;vehiculo asegurado circulando por hipoilito irigoyen esquina lucena  lomas de zamora tercero que circulaba por delante del asegurado frena de golpe sin previo aviso asegurado no llega a reducir velocir velocidad y colisiona con su parte frontal en parte trasera del tercero a raz de este impacto otro tercero que circulaba por detras del asegurado colisiona con su parte frontal en parte trasera del asegurado sin desplazamientos sin lesionados sin control policial sin otro dano o faltante;vehiculo asegurado circulando hipoilito irigoyen esquina lucena lomas zamora tercero circulaba delante asegurado frena golpe sin previo aviso asegurado no llega reducir velocir velocidad colisiona su parte frontal parte trasera tercero raz este impacto otro tercero circulaba detras asegurado colisiona su parte frontal parte trasera asegurado sin desplazamientos sin lesionados sin control policial sin otro dano o faltante;comprometida;tercera persona;1
aa    ;venia por la ruta  eva peron al llegar a la interseccin un vehculo frena de golpe encontrandome con la distancia prudencial  no alcanzo  a frenar a tiempo por lo que colision la parte trasera de este;venia ruta eva peron llegar interseccion vehiculo frena golpe encontrandome distancia prudencial no alcanzo frenar tiempo colision parte trasera este;comprometida;primera persona;1
aa    ;circulaba por av juan b justo estaba lloviendo el vh tercero que estaba delante mio estaba detenido por el semaforo tuve un problema con los frenos y lo embesti en su parte trasera izquierda con mi parte delantera no hay otros terceros involucrados ni lesionados datos del tercero fernandez leandro matias vw gol trend lke   seguros;circulaba avenida juan b justo estaba lloviendo vehiculo tercero estaba delante mio estaba detenido semaforo tuve problema los frenos embesti su parte trasera izquierda mi parte delantera no hay otros tercero involucrados ni lesionados datos tercero fernandez leandro matias vehiculo gol trend lke seguros;comprometida;primera persona;1
aa    ;circulaba por ruta  y no freno y colisiono un vehiculo delante mio;circulaba ruta no freno colisiono vehiculo delante mio;comprometida;primera persona;1
aa    ;aseg circulaba por calle rio de janeiro cuando un palio  que circulaba delante colisiona y queda detenido  aseg no llega a frenar y colisiona con la parte delantera a la parte trasera del  palio  luego el aseg es colisionado en la parte trasera por la parte delantera de una suran que circulaba detras  no hubo lesionados  ;asegurado circulaba calle rio janeiro palio circulaba delante colisiona queda detenido asegurado no llega frenar colisiona parte delantera parte trasera palio luego asegurado es colisionado parte trasera parte delantera una suran circulaba detras no hubo lesionados;comprometida;primera persona;0
aa    ;el vehiculo asegurado circulaba por colectora sur y al cruzar la ruta  es colisionado en su lateral derecho por el frente del tercero que circulaba por esta ultima por el impacto el vehiculo asegurado golpea su lateral izquierdo con el cordon y vuelca el asegurado y la conductora del otro vehiculo sufren golpes por el impacto y son trasladados por ambulancia al htal de moreno sin mas desplazamientos;vehiculo asegurado circulaba colectora sur cruzar ruta es colisionado su lateral derecho frente tercero circulaba esta ultima impacto vehiculo asegurado golpea su lateral izquierdo cordon vuelca asegurado conductora otro vehiculo sufren golpes impacto son trasladados ambulancia htal moreno sin mas desplazamientos;concurrente;tercera persona;1
aa    ;me diriga por la calle centenera me detengo en el semaforo al doblar en la avenida asamblea a la izquierda me embiste un auto de atras que venia a gran velocidad ;me diriga calle centenera me detengo semaforo doblar avenida asamblea izquierda me embiste auto atras venia gran velocidad;discutida;primera persona;1
aa    ;circulando por la avenida san martin tercero por la misma avenida delante del asegurado cuando este se dispone a girar cuando aseg lo colisiona con frente en parte trasera del tercero sin lesionados ni desplazamientos a otras unidades;circulando avenida san martin tercero misma avenida delante asegurado este dispone girar asegurado colisiona frente parte trasera tercero sin lesionados ni desplazamientos otras unidades;comprometida;tercera persona;1
aa    ;redgreenlue vh aseg circulando por calle jorge luis borges cuando al llegar a la interseccion con calle santa teresa un tercero que circulaba por esta ultima mencionada de derecha hacia la izquierda se le atraviesa y el aseg no logra detener la marcha produciendo asi el impacto de su parte delantera en el lateral trasero izquierdo del tercero sin personas lesionadas ni desplazamientosmecanica segdan tercero  iba circulando por la calle santa teresa al  y en intercesion de la calle jose luis borges al  fuienvestido en paragolpe rueda y guardabarros del lado izquierdo danos a mi auto chapa y pintura;vehiculo asegurado circulando calle jorge luis borges llegar interseccion calle santa teresa tercero circulaba esta ultima mencionada derecha hacia izquierda le atraviesa asegurado no logra detener marcha produciendo asi impacto su parte delantera lateral trasero izquierdo tercero sin personas lesionadas ni desplazamientosmecanica segdan tercero iba circulando calle santa teresa intencion calle jose luis borges fuienvestido paragolpe rueda guardabarros lado izquierdo danos mi auto chapa pintura;comprometida;primera persona;1
aa    ;circulando por calle battle y ordonez y al llegar a la int con santa isabel un tercero que circula por esta ultima a mi derecha me embiste con su frente en mi lateral derechopuerta parante guardabarro delantero derecho  del asegurado acompanante del asegurado resulto con golpe en rodilla no hubo presencia de policia ni ambulancia en el lugar sin desplazamientosd;circulando calle battle ordonez llegar int santa isabel tercero circula esta ultima mi derecha me embiste su frente mi lateral derechopuerta parante guardabarro delantero derecho asegurado acompanante asegurado resulto golpe rodilla no hubo presencia policia ni ambulancia lugar sin desplazamientosd;concurrente;primera persona;1
aa    ;asegurado circulabapor salta y en la interseccion con  de noviembre colisiona con tercero que circulaba por esta ultima desde la derecha resultan tres personas del otro vehiculo lesionadas y la sra del asegurado interviene policia y ambulancia;asegurado circulaba salta interseccion noviembre colisiona tercero circulaba esta ultima desde derecha resultan tres personas otro vehiculo lesionadas sra asegurado interviene policia ambulancia;concurrente;tercera persona;1
aa    ;circulando por la plata al doblar a la izquierda para ingresar a storni colisiono con mi parte delantera derecha en el lateral izquierdo del tercero que venia por esta ultima sin desp ni les;circulando plata doblar izquierda para ingresar storni colisiono mi parte delantera derecha lateral izquierdo tercero venia esta ultima sin desp ni les;comprometida;primera persona;1
aa    ;estabamos parados esperando que se ponga en verde el semafoto de av asamblea y cuando arrancamos me llevo puesto el auto que estaba adelante ya que circulo mas despacio;estabamos parados esperando ponga verde semafoto avenida asamblea arrancamos me llevo puesto auto estaba delante ya circula mas despacio;comprometida;primera persona;1
aa    ;redgreenlue circulaba por virrey cisneros hacia bermejo llegando a la esquina el vehiculo de adelante frena bruscamente sin darme tiempo a que yo frene y choco con mi trompa su parte tracera   ampliacionel dia  a las  hs aprox  yendo hacia la localidad de san justo hacia la farmacia en direccion de casanova hacia san justo por la calle virrey cisneros y al llegar a la esquina de bermejo el auto de adelante freno de golpe y por la lluvia y ya estaba de noche no me dio tiempo a frenar y lo choqued iba ella sola en el autose dirigia desde el domicilio en isidro casanova hacia la farmacia en san justono intervino ninguna comisaria no hubo lesionespasa datos del tercero y la documental okjose german conocchiella  d ;circulaba virrey cisneros hacia bermejo llegando esquina vehiculo delante frena bruscamente sin darme tiempo yo frene choco mi trompa su parte tracera ampliacionel dia las hs aprox yendo hacia localidad san justo hacia farmacia direccion casanova hacia san justo calle virrey cisneros llegar esquina bermejo auto delante freno golpe lluvia ya estaba noche no me dio tiempo frenar choqued iba ella sola autose dirigia desde domicilio isidro casanova hacia farmacia san justono intervino ninguna comisaria no hubo lesionespasa datos tercero documental okjose german conocchiella d;comprometida;primera persona;1
aa    ;asegurado circulando por av eva peron embiste con la parte delantera a un tercero en la parte trasera que estaba detenido por semaforo sin lesionados no informa desplazamientos ;asegurado circulando avenida eva peron embiste parte delantera tercero parte trasera estaba detenido semaforo sin lesionados no informa desplazamientos;comprometida;tercera persona;1
aa    ;aseg circulando sobre ruta  colisiona con un tercero que circulaba sobre la misma ruta cuando este frena de forma abrupta por un vh que habia realizado maniobra para doblar hacia calle abrian a la izquierda giro a la izquierda no permitido asegurado impacta con su parte delantera sobre la parte trasera del tercero y a su vez nuestro asegurado es colisionado en su lateral trasero derecho con el lateral delantero izquierdo del vh que venia detras dandose este a  la fuga sin lesiones;asegurado circulando ruta colisiona tercero circulaba misma ruta este frena forma abrupta vehiculo habia realizado maniobra para doblar hacia calle abrian izquierda giro izquierda no permitido asegurado impactado su parte delantera parte trasera tercero su vez nuestro asegurado es colisionado su lateral trasero derecho lateral delantero izquierdo vehiculo venia detras dandose este fuga sin lesiones;comprometida;tercera persona;1
aa    ;veniamos sobre la calle santa rosa yendo para rivadavia y una suran azul patente plo freno de golpe detaras de ella venia un vw fox patende fzp  y yo por detras todos colicionamos debido al pavimento humedo solo toque el paragolpes de la fox provocando dano en el mismo;veniamos calle santa rosa yendo para rivadavia una suran azul patente plo freno golpe detaras ella venia vehiculo fox patende fzp yo detras todos colicionamos debido pavimento humedo solo toque paragolpes fox provocando dano mismo;comprometida;primera persona;1
aa    ;estando mi camioneta patente aatz en la subida del garage como para ingresar se detiene un ford fiesta patente kqnal subirme aprieto el embriague al estar en una pendiente y considerando que no estaba tan cerca se fue para atras causando abolladura en la puerta trasera izquierda y al estar bajando del vehiculo se le apreto la pierna con la puerta del conductor;estando mi camioneta patente aatz subida garage como para ingresar detiene ford fiesta patente kqnal subirme aprieto embriague estar una pendiente considerando no estaba tan cerca fue para atras causando abolladura puerta trasera izquierda estar bajando vehiculo le apreto pierna puerta conductor;comprometida;primera persona;1
aa    ;vh asegurado se encontraba circulando por ruta  vh tercero vena por la misma ruta en el mismo sentido el vh tercero vena delante del asegurado frena de golpe porque se le cruza un auto por delante el asegurado frena pero no llega a hacerlo completamente e impacta con su parte delantera en la parte trasera del tercero el conductor del otro vh se quej de un dolor en un dedo de una mano el conductor del asegurado sufri golpes en la cabeza y el latigazo por el choque sin desplazamiento;vehiculo asegurado encontraba circulando ruta vehiculo tercero vena misma ruta mismo sentido vehiculo tercero vena delante asegurado frena golpe porque le cruza auto delante asegurado frena pero no llega hacerlo completamente e impactado su parte delantera parte trasera tercero conductor otro vehiculo quej dolor dedo una mano conductor asegurado sufri golpes cabeza latigazo choque sin desplazamiento;comprometida;tercera persona;1
aa    ;asegurado circulando por calle aristbulo del valle en la interseccin con vera embiste con la parte delantera derecha a un tercero en la parte lateral trasera izquierda sin desplazamientos un acompanante pasajero del vehculo tercero sufri lesiones no intervino polica ni ambulancia sl ampliacionnonefd hola el siniestro fue en aristobulo del valle y vera yo venia por aristobulo al llegar a la esquina freno y paso un lomo de  burro en  y al no ver nadie que venia me dispongo a cruzar en ese momento diviso el clio que quiere pasar por delante desde vera y no llego a frenar impactandolo en la puerta de atras del conductor donde viajaba una senora que tuvo un golpecito en el hombro se le ofrecio llamar a la ambulancia y no quiso tomando rumbo en otro remis de la misma empresa el conductor del auto no tuvo ninguna lesion y yo tampoco soy la pareja de amira el baba e iba conduciendo n o intervino la policia ni me realizaron un control de alcoholemia de la senora no tengo datos no se quiso quedar ;asegurado circulando calle aristbulo valle interseccion vera embiste parte delantera derecha tercero parte lateral trasera izquierda sin desplazamientos acompanante pasajero vehiculo tercero sufri lesiones no intervino polica ni ambulancia sl ampliacionnonefd hola siniestro fue aristobulo valle vera yo venia aristobulo llegar esquina freno paso lomo burro no ver nadie venia me dispongo cruzar ese momento diviso clio quiere pasar delante desde vera no llego frenar impactado puerta atras conductor donde viajaba una senora tuvo golpecito hombro le ofrecio llamar ambulancia no quiso tomando rumbo otro remis misma empresa conductor auto no tuvo ninguna lesion yo tampoco soy pareja amira baba e iba conduciendo n o intervino policia ni me realizaron control alcoholemia senora no tengo datos no quiso quedar;comprometida;primera persona;1
aa    ;frenada imprevista del vehculo que me precede ;frenada imprevista vehiculo me precede;comprometida;primera persona;1
aa    ;el choque fue en av san martin y empedrado salimos del semaforo y se paro de golpe adelante;choque fue avenida san martin empedrado salimos semaforo paro golpe delante;comprometida;primera persona;1
aa    ;conductor asegurado por av independencia cuando un tercero a su izquierda se cruza de carril colisionando en parte delantera izquierda cuando se va a detener lo vuelve a colisionar en el frente  sin lesionados y desplazamientos denuncia segun tercero  circulaba por mi carril y el vehiculo del tercero me choco en mi parte trasera derecha me provoc un semitrompo y vuelve a chocarme en mi lateral derecho recib atencin medica por mis propios medios danos guardabarro trasero farol trasero tapa de baul trasera puertas laterales derechas  tercero fiat siena sedan  fire aa modelo  patente mbu cond jose jonas velasco mejia velasco   dni cel  asegurado pulido velasco edicson edir compania   ;conductor asegurado avenida independencia tercero su izquierda cruza carril colisionando parte delantera izquierda va detener vuelve colisiona frente sin lesionados desplazamientos denuncia segun tercero circulaba mi carril vehiculo tercero me choco mi parte trasera derecha me provoc semitrompo vuelve chocarme mi lateral derecho recib atencin medica mis propios medios danos guardabarro trasero farol trasero tapa baul trasera puertas laterales derecha tercero fiat siena sedan fire aa modelo patente mbu cond jose jonas velasco mejia velasco dni cel asegurado pulido velasco edicson edir compania;concurrente;primera persona;1
aa    ;detenida en la calle kant para doblar a pasco espero que corte el semaforo en pasco  cuando se pone en rojo cruzo y la camioneta cruza en rojo y me emiste en el lateral izquierdo aseg con lesionesvarios cortes que le realizaron puntos acompanante tambien fueron trasladado al hospital;detenida calle kant para doblar pasco espero corte semaforo pasco pone rojo cruzo camioneta cruza rojo me emiste lateral izquierdo asegurado lesionesvarios cortes le realizaron puntos acompanante tambien fueron trasladado hospital;concurrente;primera persona;1
aa    ;mecanica del hecho segdan version asegurado asegurado circulando por ianone y vehiculo tercero que viene por alvear ambas colisionan en la esquina con la parte delantera derecha con la parte izquierda lateral y frente del vehiculo tercero sin desplazamiento tercero conductor del otro vehiculo con lesion en la boca interviene policia y ambulanciad ampliacion llamo a la asegurada ella circulaba por la calle ianone y al llegar a la interseccion con alvear embiste con su frente a un vehiculo que circulaba a alta velocidad desde la derecha el vehiculo termina impactando con un arbol en el momento intervino ambulancia que traslado a la tercera al hospital quien luego se hizo presente en la comisaria intervino policia no les realizaron control de alcoholemiadsa al consultarle a la asegurada informa que no hay senalizacion ni semaforod;mecanica hecho segdan version asegurado asegurado circulando ianone vehiculo tercero viene alvear ambas colisiona esquina parte delantera derecha parte izquierda lateral frente vehiculo tercero sin desplazamiento tercero conductor otro vehiculo lesion boca interviene policia ambulanciad ampliacion llamo asegurado ella circulaba calle ianone llegar interseccion alvear embiste su frente vehiculo circulaba alta velocidad desde derecha vehiculo termina impactado arbol momento intervino ambulancia traslado tercero hospital quien luego hizo presente comisaria intervino policia no les realizaron control alcoholemiadsa consultarle asegurado informa no hay senalizacion ni semaforod;comprometida;tercera persona;1
aa    ;circulaba por avenida liniers y al llegar a la rotonda del acceso ramal tigre no vi el auto frenado por lo que lo choco de atras aclaro que estaba lloviendo por lo que la visin estaba reducida;circulaba avenida liniers llegar rotonda acceso ramal tigre no vi auto frenado choco atras aclaro estaba lloviendo visin estaba reducida;comprometida;primera persona;1
aa    ;aseguraco circulando sobre calle ricchieri habia un colectivo detenido no al costado de la vereda  del cual se baja  al asfalto una persona por la puerta trasera y se lleva por delante el lateral izquierdo del cliente  no cae al piso intervino policia y ambulancia  derivada a htal hurlingham donde tras examenes no detectaron lesiones;asegurado circulando calle ricchieri habia colectivo detenido no costado vereda cual baja asfalto una persona puerta trasera lleva delante lateral izquierdo cliente no cae piso intervino policia ambulancia derivada htal hurlingham donde tras examenes no detectaron lesiones;;tercera persona;1
aa    ;asegurado por ohiggins no alcanza a frenar y colisiona la parte trasera del tercero que circulaba adelante acompanante del asegurado con mareos sin tercero otros lesionados sin desplazamiento y sin intervencion policial;asegurado ohiggins no alcanza frenar colisiona parte trasera tercero circulaba delante acompanante asegurado mareos sin tercero otros lesionados sin desplazamiento sin intencion policial;comprometida;tercera persona;1
aa    ;el tercero circulando por av triunvirato cuando nuestro conductor cruza  el tercero lo  colisiona en lateral izquierda delantero con su lateral derecho sin desplazamientosd;tercero circulando avenida triunvirato nuestro conductor cruza tercero colisiona lateral izquierda delantero su lateral derecho sin desplazamientosd;discutida;primera persona;1
aa    ;asegurado circulando sobre aut panamericana colisiona con un tercero que estaba detenido sobre la misma autopista debido a un choque que habia en el lugar impactando con su parte delantera sobre la parte trasera del tercero conductor del vh tercero presentaba  molestias en el cuello sin desplazamientos;asegurado circulando aut panamericana colisiona tercero estaba detenido misma autopista debido choque habia lugar impactado su parte delantera parte trasera tercero conductor vehiculo tercero presentaba molestias cuello sin desplazamientos;;tercera persona;1
aa    ;asegurado circulando por av reconquista en la interseccin con sargento cabral se cruza un tercero que circulaba por sargento cabral y embiste con el lateral izquierda al asegurado en la parte delantera el conductor del vehiculo tercero sufre lesiones intervino policia no acepto ambulancia sin desplazamientos;asegurado circulando avenida reconquista interseccion sargento cabral cruza tercero circulaba sargento cabral embiste lateral izquierda asegurado parte delantera conductor vehiculo tercero sufre lesiones intervino policia no acepto ambulancia sin desplazamientos;comprometida;tercera persona;1
aa    ; el vehiculo asegurado circulaba por rivadavia al cruzar pergamino colisiona con el frente el lateral trasero izquierdo de un tercero que cruzaba por pergamino  sin lesiones sin desplazamientos;vehiculo asegurado circulaba rivadavia cruzar pergamino colisiona frente lateral trasero izquierdo tercero cruzaba pergamino sin lesiones sin desplazamientos;;tercera persona;1
aa    ;estabamos esperando el semaforo en la  fila y se me patino el embrague y choque  al auto  que estaba adelante mio frenamos y pedimos los respectivos seguros el joven maximiliano daniel rosas del auto chocado me mencion que le dola el cuellod;estabamos esperando semaforo fila me patino embrague choque auto estaba delante mio frenamos pedimos los respectivos seguros joven maximiliano daniel rosas auto chocado me mencion le dola cuellod;;primera persona;1
