cod_accidente,descripcion,fuzzy,no_hapaxes,responsabilidad
aa    ,circulaba ingeniero white esquina gardel adelante frena golpe camioneta honda da tiempo frenar choco iban dos personas,circulaba ingeniero white esquina gardel delante frena golpe camioneta honda da tiempo frena choco iba dos personas,circulaba ingeniero white esquina gardel delante frena golpe camioneta honda da tiempo frena choco iba dos personas,comprometida
aa    ,asegurado circulaba calle nahuel huapi cruzar ruta av otero colisionado parte lateral izquierda parte delantera tercero circulaba ultima calle mencionada aparentemente alta velocidad lesiones desplazamientos,asegurado circulaba calle nahuel huapi cruzar ruta av otero colisionado parte lateral izquierda parte delantera tercero circulaba ultima calle mencionada aparentemente alta velocidad lesiones desplazamientos,asegurado circulaba calle nahuel cruzar ruta av otero colisionado parte lateral izquierda parte delantera tercero circulaba ultima calle mencionada aparentemente alta velocidad lesiones desplazamientos,comprometida
peaton,asegurado girando jose ignacio gorriti hacia bulnes impacta dos peatones cruzaban calzada desplazamientos peatones cayeron piso pudieron levantar ,asegurado girando jose ignacio gorriti habia bulnes impacta dos peatones cruzaban calzada desplazamientos peatones cayeron piso pudieron levanta,asegurado girando jose ignacio gorriti habia bulnes impacta dos peatones calzada desplazamientos peatones cayeron piso levanta,comprometida
am    ,vh asegurado circulaba posadas terminando cruzar gral arredondo colisionado lateral trasero derecho moto circulaba arredondo mootciclista cae suelo ,vh asegurado circulaba posadas terminando cruzar gral arredondo colisionado lateral trasero derecha moto circulaba arredondo mootciclista cae suelo,vh asegurado circulaba posadas terminando cruzar gral arredondo colisionado lateral trasero derecha moto circulaba arredondo mootciclista cae suelo,concurrente
am    ,asegurado circulando pergamino gira hacia izquierda tomar corrales colisiona lateral trasero izquierdo tercero circulando moto primera acepto asistencia casco caen piso incorporan mediosd,asegurado circulando pergamino gira habia izquierda tomar corrales colisiona lateral trasero izquierdo tercero circulando moto primera acepto asistencia casco caen piso incorporan medios,asegurado circulando pergamino gira habia izquierda tomar colisiona lateral trasero izquierdo tercero circulando moto primera acepto asistencia casco caen piso incorporan medios,comprometida
am    ,vh aseg circulando barrera tren calle belgranoes colisionado paragolpe delantero parte frontal terceroque realiza maniobra ingreso hacia cruce viaun ocupantesin cascono cae pisose da fuga,vh aseg circulando barrera tren calle belgranoes colisionado paragolpe delantero parte frontal terceroque realiza maniobra ingresar habia cruce viaun ocupantes cascono cae piso da fuga,vh aseg circulando barrera tren calle colisionado paragolpe delantero parte frontal terceroque realiza maniobra ingresar habia cruce ocupantes cascono cae piso da fuga,concurrente
am    ,momento cruzar ruta recibi empacto moto cruzo rojo,momento cruzar ruta recibi impacto moto cruzo rojo,momento cruzar ruta impacto moto cruzo rojo,discutida
am    ,vehiculo asegurado circulaba av santa fe mano centro cruzar araoz moto circulaba ultima colisiona lateral trasero derecho motociclista cae piso ,vehiculo asegurado circulaba av santa fe mano centro cruzar araoz moto circulaba ultima colisiona lateral trasero derecha motociclista cae piso,vehiculo asegurado circulaba av santa fe mano centro cruzar araoz moto circulaba ultima colisiona lateral trasero derecha motociclista cae piso,concurrente
am    ,redgreenlue lunes volvia trabajar calle riglos pasando av directorio cruza motociclista atropello motociclista cruzo semaforo rojo ,redgreenlue lunes volvia trabajar calle riglos pasando av directorio cruza motociclista atropello motociclista cruzo semaforo rojo,redgreenlue lunes trabajar calle pasando av directorio cruza motociclista motociclista cruzo semaforo rojo,concurrente
am    ,venia circulando calle sarandi cruzando avda belgrano semaforo pone amarillo casi terminando pasar momento moto colisiona lateral central izquierdo auto acto seguido motociclista cae pisonos detenemos intercambiar datos ,venia circulando calle sarandi cruzando avda belgrano semaforo pone amarillo casi terminando pasar momento moto colisiona lateral central izquierdo auto acto seguido motociclista cae pisonos detenemos intercambiar datos,venia circulando calle sarandi cruzando avda belgrano semaforo pone amarillo casi terminando pasar momento moto colisiona lateral central izquierdo auto acto seguido motociclista cae detenemos intercambiar datos,comprometida
am    ,asegurado circulaba av maipu doblar izquierda pelliza frena moto colisiona parte trasera caer detiene retira luego alcanza consigue datos,asegurado circulaba av maipu doblar izquierda pelliza frena moto colisiona parte trasera cae detiene retira luego alcanza consigue datos,asegurado circulaba av maipu doblar izquierda frena moto colisiona parte trasera cae detiene retira luego alcanza datos,comprometida
am    ,mecanica hecho segun version asegurado venia circulando calle falcon cruce semaforo verde calle pedernera ultima venia moto veo freno colisiona parte delantera derecha acto seguido motociclista cae piso detengo bajo ver dice bien presenta policia luego ambulancia same motociclista retira ambulancia same parecer tenia lesion tobillo izquierdod ,mecanica hecho segun version asegurado venia circulando calle falcon cruce semaforo verde calle pedernera ultima venia moto veo frena colisiona parte delantera derecha acto seguido motociclista cae piso detengo bajo ver dice bien presentaba policia luego ambulancia same motociclista retira ambulancia same parecer tenia lesiones tobillo izquierdo,mecanica hecho segun version asegurado venia circulando calle falcon cruce semaforo verde calle ultima venia moto veo frena colisiona parte delantera derecha acto seguido motociclista cae piso detengo bajo ver dice bien presentaba policia luego ambulancia same motociclista retira ambulancia same parecer tenia lesiones tobillo izquierdo,discutida
aci   ,venia circulando calle manuel quintana repente terminar cruzar cale rodolfo lopez vi bicicleta colisiona parte delantera derecha acto seguido ciclista cae suelo pregunte retiro propios medios ,venia circulando calle manuel quintana repente terminar cruzar cae rodolfo lopez vi bicicleta colisiona parte delantera derecha acto seguido ciclista cae suelo pregunte retiro propios medios,venia circulando calle manuel quintana repente terminar cruzar cae rodolfo lopez vi bicicleta colisiona parte delantera derecha acto seguido ciclista cae suelo pregunte retiro propios medios,comprometida
am    ,circulando brownal frenar moto venia castillo embiste frente ocupante cae piso ,circulando brownal frena moto venia castillo embiste frente ocupante cae piso,circulando frena moto venia embiste frente ocupante cae piso,comprometida
aa    ,vehiculo asegurado circulando hipoilito irigoyen esquina lucena lomas zamora tercero circulaba delante asegurado frena golpe previo aviso asegurado llega reducir velocir velocidad colisiona parte frontal parte trasera tercero raz impacto tercero circulaba detras asegurado colisiona parte frontal parte trasera asegurado desplazamientos lesionados control policial dano faltante,vehiculo asegurado circulando hipoilito irigoyen esquina lucena lomas zamora tercero circulaba delante asegurado frena golpe previo aviso asegurado llegar reducir velocir velocidad colisiona parte frontal parte trasera tercero raz impacto tercero circulaba detras asegurado colisiona parte frontal parte trasera asegurado desplazamientos lesionados control policial dano faltante,vehiculo asegurado circulando irigoyen esquina lomas zamora tercero circulaba delante asegurado frena golpe previo aviso asegurado llegar reducir velocidad colisiona parte frontal parte trasera tercero raz impacto tercero circulaba detras asegurado colisiona parte frontal parte trasera asegurado desplazamientos lesionados control policial dano,comprometida
am    ,mecanica hecho segun version asegurado parada semaforo avenida vergara benito villanueva direccion estacion moron impacto motocicleta marca yamaha modelo t dominio acd conducida titular agustin ibarrola dni dice motocicleta deslizo pudiendo frenar asfalto mojado impactando parte trasera vehiculod ,mecanica hecho segun version asegurado parada semaforo venia vergara benito villanueva direccion estacion moron impacto motocicleta marcha yamaha modelo t dominio acd conducida titular agustin ibarrola dni dice motocicleta deslizo pudiendo frena asfalto mojado impactado parte trasera vehiculo,mecanica hecho segun version asegurado parada semaforo venia vergara direccion estacion moron impacto motocicleta marcha yamaha modelo t dominio conducida titular agustin dni dice motocicleta pudiendo frena asfalto mojado impactado parte trasera vehiculo,discutida
aci   ,circulando calle profesor vidal quise girar ingresa calle junin embestido bicicleta venia contramano junin lateral delantero izquierdo ciclista cae paso datos ofreci ir hospital nego ,circulando calle profesor vidal quise girar ingresar calle junin embestido bicicleta venia contramano junin lateral delantero izquierdo ciclista cae paso datos ofreci ir hospital nego,circulando calle vidal girar ingresar calle junin embestido bicicleta venia contramano junin lateral delantero izquierdo ciclista cae paso datos ofreci ir hospital nego,concurrente
aa    ,venia ruta eva peron llegar interseccin vehculo frena golpe encontrandome distancia prudencial alcanzo frenar tiempo colision parte trasera,venia ruta eva persona llegar interseccin vehiculo frena golpe encontrandome distancia prudencial alcanzo frena tiempo colision parte trasera,venia ruta eva persona llegar interseccin vehiculo frena golpe encontrandome alcanzo frena tiempo colision parte trasera,comprometida
aa    ,circulaba av juan b justo lloviendo vh tercero delante mio detenido semaforo problema frenos embesti parte trasera izquierda parte delantera terceros involucrados lesionados datos tercero fernandez leandro matias vw gol trend lke seguros,circulaba av juan b justo lloviendo vh tercero delante mio detenido semaforo problema frenos embestido parte trasera izquierda parte delantera terceros involucrados lesionados datos tercero fernandez leandro matias vw gol trend lke seguros,circulaba av juan b justo lloviendo vh tercero delante mio detenido semaforo problema frenos embestido parte trasera izquierda parte delantera terceros involucrados lesionados datos tercero fernandez leandro matias vw gol trend seguros,comprometida
aci   ,bicicleta venia pegada cordon vi oscuro ,bicicleta venia pegada cordon vi oscuro,bicicleta venia pegada cordon vi,comprometida
aci   ,asegurado estacionado avenida mitre abre puerta conductor pasa bicicleta tocando espejo persona bicicleta llega caer piso dijo habia raspado dedo mano izquierda participo policia ambulancia lugar pasan datos retira luagar,asegurado estacionado venia mitre abre puerta conductor pasa bicicleta chocando espejo persona bicicleta llegar cae piso dijo habia raspado dedo mano izquierda participo policia ambulancia lugar pasan datos retira luagar,asegurado estacionado venia mitre abre puerta conductor pasa bicicleta chocando espejo persona bicicleta llegar cae piso dijo habia raspado dedo mano izquierda participo policia ambulancia lugar pasan datos retira,comprometida
peaton,redgreenlueuc mecanica hecho segun version asegurado circulando san ignacio interseccion av roca pasa persona corriendo colisiono levemente cae piso levanta retira medios ,redgreenlueuc mecanica hecho segun version asegurado circulando san ignacio interseccion av roca pasa persona corriendo colisiono levemente cae piso levanta retira medios,redgreenlueuc mecanica hecho segun version asegurado circulando san ignacio interseccion av roca pasa persona corriendo colisiono levemente cae piso levanta retira medios,comprometida
aci   ,ciruclaba iturri cruzar noguera aparecio mano izquierad bicicleta vi colisiomeel chco levanto vimos tenia ofreci llevarlo medico casa negoy retiro lugar andando bici,circulaba iturri cruzar noguera aparecio mano izquierdo bicicleta vi colisiomeel choco levanta vimos tenia ofreci llevarlo medios casa negoy retiro lugar andando bici,circulaba cruzar noguera aparecio mano izquierdo bicicleta vi choco levanta tenia ofreci llevarlo medios casa retiro lugar andando bici,comprometida
am    ,circulando jm rosas moto circulaba formosa ingresa avenida querer pasarme toca lateral trasero izquierdo conductor moto cae piso ,circulando jm rosas moto circulaba formosa ingresar venia querer pasarme toca lateral trasero izquierdo conductor moto cae piso,circulando rosas moto circulaba formosa ingresar venia querer pasarme toca lateral trasero izquierdo conductor moto cae piso,concurrente
aa    ,circulaba ruta freno colisiono vehiculo delante mio,circulaba ruta frena colisiono vehiculo delante mio,circulaba ruta frena colisiono vehiculo delante mio,comprometida
am    ,venia circulando conesa llegar esquina doblo tomar calle malnatti izq moto atras mio realiza misma maniobra avanzar metros intenta pasarme ahi cundo agarra loma burro pierde estabilidad termina impactanto puerta delantera paragolpe delantero conductor moto manifesto encontrarse buen retiro propios medios moto ,venia circulando conesa llegar esquina dolor tomar calle malnatti izq moto atras mio realiza mismo maniobra avanzar metros intenta pasarme ahi cundo agarra loma burro pierde estabilidad termina impactado puerta delantera paragolpe delantero conductor moto manifesto encontrarse buen retiro propios medios moto,venia circulando conesa llegar esquina dolor tomar calle izq moto atras mio realiza mismo maniobra avanzar metros intenta pasarme ahi agarra loma burro pierde estabilidad termina impactado puerta delantera paragolpe delantero conductor moto manifesto buen retiro propios medios moto,comprometida
am    ,venia circulando calle olivera doblar tandil derecha luz giro puesta moto vena derecha vi colisiono guardabarro trasero derecho conductor moto cae piso casco puesto levanta propios medios retira sufri lesiones pierna dedo mano ,venia circulando calle olivera doblar tandil derecha luz giro puesto moto venia derecha vi colisiono guardabarro trasero derecha conductor moto cae piso casco puesto levanta propios medios retira sufri lesiones pierna dedo mano,venia circulando calle olivera doblar derecha luz giro puesto moto venia derecha vi colisiono guardabarro trasero derecha conductor moto cae piso casco puesto levanta propios medios retira sufri lesiones pierna dedo mano,comprometida
aa    ,aseg circulaba calle rio janeiro palio circulaba delante colisiona queda detenido aseg llega frenar colisiona parte delantera parte trasera palio luego aseg colisionado parte trasera parte delantera suran circulaba detras lesionados,aseg circulaba calle rio janeiro palio circulaba delante colisiona queda detenido aseg llegar frena colisiona parte delantera parte trasera palio luego aseg colisionado parte trasera parte delantera suran circulaba detras lesionados,aseg circulaba calle rio janeiro palio circulaba delante colisiona queda detenido aseg llegar frena colisiona parte delantera parte trasera palio luego aseg colisionado parte trasera parte delantera suran circulaba detras lesionados,comprometida
am    ,mecanica hecho segun version asegurado asegurado cruzando av san martin moto venia av san martin colisiona parte delantera izquierda cae suelo asistio policia ambulancia d ,mecanica hecho segun version asegurado asegurado cruzando av san martin moto venia av san martin colisiona parte delantera izquierda cae suelo asistio policia ambulancia d,mecanica hecho segun version asegurado asegurado cruzando av san martin moto venia av san martin colisiona parte delantera izquierda cae suelo asistio policia ambulancia d,comprometida
am    ,venia circulando centenera llego guemes doblar derecha aparece moto contramano chocandome,venia circulando centenera llego guemes doblar derecha aparece moto contramano chocando,venia circulando centenera llego guemes doblar derecha aparece moto contramano chocando,comprometida
am    ,vh asegurado encontraba circulando asegurado calle caserata burzaco vh tercero motocicleta hombre casco circulando ruta asegurado iba saliendo caserata ruta asegurado indica vio motocicleta viceversa causando impactaran motocicleta impacta lateral izquierdo delantero asegurado indica motocicleta queda incrustada vehiculo tras impacto persona motocicleta sale despedida vehiculo asegurado cayendo mts segun asegurado lesionados ,vh asegurado encontraba circulando asegurado calle caserata burzaco vh tercero motocicleta hombre casco circulando ruta asegurado iba saliendo caserata ruta asegurado indica vio motocicleta viceversa causando impactada motocicleta impacta lateral izquierdo delantero asegurado indica motocicleta queda incrustada vehiculo atras impacto persona motocicleta sale despedida vehiculo asegurado cayendo mts segun asegurado lesionados,vh asegurado encontraba circulando asegurado calle caserata vh tercero motocicleta hombre casco circulando ruta asegurado iba saliendo caserata ruta asegurado indica vio motocicleta causando impactada motocicleta impacta lateral izquierdo delantero asegurado indica motocicleta queda incrustada vehiculo atras impacto persona motocicleta sale despedida vehiculo asegurado cayendo mts segun asegurado lesionados,comprometida
am    ,circulando calle florencio varela llegar int pichincha realizo maniobra derecha colisiono moto lado izquierdo visualice motociclista cae piso manifestaba dolor piernas trasladado ambulancia desconozco lugar retire,circulando calle florencio varela llegar int pichincha realizo maniobra derecha colisiono moto lado izquierdo visualice motociclista cae piso manifestaba dolor personas trasladado ambulancia desconozco lugar retiro,circulando calle florencio varela llegar int realizo maniobra derecha colisiono moto lado izquierdo motociclista cae piso manifestaba dolor personas trasladado ambulancia desconozco lugar retiro,comprometida
am    ,vh aseg circulando calle victor hugo caba moto venia circulando mano derecha interseccin colisiona parte delantera derecha parte delantera ,vh aseg circulando calle victor hugo caba moto venia circulando mano derecha interseccin colisiona parte delantera derecha parte delantera,vh aseg circulando calle victor hugo caba moto venia circulando mano derecha interseccin colisiona parte delantera derecha parte delantera,comprometida
am    ,vehiculo asegurado circulando ruta momento dispone girar derecha hacia calle magallanes produce colisiona moto circulaba detras intenta sobrepasarlo lado derecho moto circulaban dos personas caen suelo utilizaban casco ,vehiculo asegurado circulando ruta momento dispone girar derecha habia calle magallanes produce colisiona moto circulaba detras intenta sobrepasarlo lado derecha moto circulaba dos personas caen suelo utilizaban casco,vehiculo asegurado circulando ruta momento dispone girar derecha habia calle produce colisiona moto circulaba detras intenta sobrepasarlo lado derecha moto circulaba dos personas caen suelo utilizaban casco,comprometida
am    ,asegurado circulando calle betbeder cruce calle b irigoyen colisiona parte delantera tercero moto circulaba ultima mencionada moto sola persona recuerda llevaba casco puesto cae asfalto ,asegurado circulando calle betbeder cruce calle b irigoyen colisiona parte delantera tercero moto circulaba ultima mencionada moto sola persona recuerda llevaba casco puesto cae asfalto,asegurado circulando calle cruce calle b irigoyen colisiona parte delantera tercero moto circulaba ultima mencionada moto sola persona recuerda llevaba casco puesto cae asfalto,comprometida
am    ,circulando avda trabajo hacia avda fcio varelasoy colicionado momentos cruzaba avda calchaqui motocicleta circulaba avda calchaqui cruce fcio varela hacia cap fed puerta guardabarro trasero derecho i ,circulando avda trabajo habia avda fcio varelasoy colisionado momento cruzaba avda calchaqui motocicleta circulaba avda calchaqui cruce fcio varela habia cap fed puerta guardabarro trasero derecha i,circulando avda trabajo habia avda fcio colisionado momento cruzaba avda calchaqui motocicleta circulaba avda calchaqui cruce fcio varela habia puerta guardabarro trasero derecha,concurrente
am    ,mecanica hecho segun version asegurado circulaba calle beruti hacia olivos llegando interseccion monsenor diagonal tucuman semaforos aminoro marcha repente aparee moto lado derecho freno moto roza vehiculo d ,mecanica hecho segun version asegurado circulaba calle beruti habia olivos llegando interseccion monsenor diagonal tucuman semaforos aminoro marcha repente aparee moto lado derecha frena moto roza vehiculo d,mecanica hecho segun version asegurado circulaba calle habia olivos llegando interseccion monsenor diagonal tucuman semaforos aminoro marcha repente moto lado derecha frena moto roza vehiculo d,comprometida
am    ,asegurado estacionado calle iniciar marcha impactado levemente tercero moto circulaba misma moto personas casco caen asfalto moto tampoco cae ,asegurado estacionado calle iniciar marcha impactado levemente tercero moto circulaba mismo moto personas casco caen asfalto moto tampoco cae,asegurado estacionado calle iniciar marcha impactado levemente tercero moto circulaba mismo moto personas casco caen asfalto moto tampoco cae,comprometida
aa    ,vehiculo asegurado circulaba colectora sur cruzar ruta colisionado lateral derecho frente tercero circulaba ultima impacto vehiculo asegurado golpea lateral izquierdo cordon vuelca asegurado conductora vehiculo sufren golpes impacto trasladados ambulancia htal moreno mas desplazamientos,vehiculo asegurado circulaba colectora sur cruzar ruta colisionado lateral derecha frente tercero circulaba ultima impacto vehiculo asegurado golpea lateral izquierdo cordon vuelca asegurado conductora vehiculo sufren golpes impacto trasladado ambulancia htal moreno mas desplazamientos,vehiculo asegurado circulaba colectora sur cruzar ruta colisionado lateral derecha frente tercero circulaba ultima impacto vehiculo asegurado golpea lateral izquierdo cordon vuelca asegurado conductora vehiculo sufren golpes impacto trasladado ambulancia htal moreno mas desplazamientos,concurrente
as    ,aseg circulando calle condor colisiona lateral delantero derecho lateral izquierdo rueda carreta habia lugar tener dicho contacto dos nenas encontraban carreta caen calle presentando golpes brazos pierna asegurado llevo hospital rafael calzada hicieron placas dadas alta mismo dia ,aseg circulando calle condor colisiona lateral delantero derecha lateral izquierdo rueda carreta habia lugar tener dicho contacto dos nenas encontraban carreta caen calle presentando golpes brazos pierna asegurado llevo hospital rafael calzada hicieron placas dadas alta mismo dia,aseg circulando calle colisiona lateral delantero derecha lateral izquierdo rueda carreta habia lugar tener dicho contacto dos encontraban carreta caen calle golpes brazos pierna asegurado llevo hospital rafael calzada hicieron placas alta mismo dia,comprometida
aa    ,diriga calle centenera detengo semaforo doblar avenida asamblea izquierda embiste auto atras venia gran velocidad,diriga calle centenera detengo semaforo doblar venia asamblea izquierda embiste auto atras venia gran velocidad,calle centenera detengo semaforo doblar venia asamblea izquierda embiste auto atras venia gran velocidad,discutida
am    ,graciela orfano venia conduciendo gallardo hacia corrientes moto venia corrientes hacia gallardo cruzno pude frenar tiempo embestiel motociclista moto cayeron motociclista solo hizo raspon rodillala moto sufri rasponesmi auto ford ka knl sufrio rayones guardabarros izqdel lado conductory auto frenar subio cordon vereda afecto goma tapa cubierta delantera derecha raspon guardabarros puerta delantera der,graciela orfano venia conduciendo gallardo habia corrientes moto venia corrientes habia gallardo cruzno pude frena tiempo embestiel motociclista moto cayeron motociclista solo hizo raspon rodillala moto sufri rasponesmi auto ford ka knl sufrio rayones guardabarros izqdel lado conductory auto frena subio cordon vereda afecto goma tapa cubierta delantera derecha raspon guardabarros puerta delantera der,venia conduciendo gallardo habia corrientes moto venia corrientes habia gallardo pude frena tiempo motociclista moto cayeron motociclista solo hizo raspon moto sufri auto ford sufrio rayones guardabarros lado auto frena cordon vereda tapa delantera derecha raspon guardabarros puerta delantera,concurrente
am    ,asegurado circulando atahualpa giro hacia izquierda colocado realiza maniobra embestido parte lateral delantera izquierda tercero circulaba mismo moto solo ocupante puede confirmar uso casco cae pavimento golpea pierna asiste ambulancia polica desplazamientos,asegurado circulando atahualpa giro habia izquierda colocado realiza maniobra embestido parte lateral delantera izquierda tercero circulaba mismo moto solo ocupante puede confirmar uso casco cae pavimento golpea pierna asiste ambulancia polica desplazamientos,asegurado circulando giro habia izquierda colocado realiza maniobra embestido parte lateral delantera izquierda tercero circulaba mismo moto solo ocupante puede confirmar uso casco cae pavimento golpea pierna asiste ambulancia polica desplazamientos,comprometida
am    ,conduciendo avenidaen carril medio interpone carril moto venia carril derechofreno detenida lateraliza cae moto refiere golpe muslo region externa moviliza luego inconveniente ,conduciendo avenidaen carril medios interpone carril moto venia carril derechofreno detenida lateral cae moto refiere golpe muslo region externa moviliza luego inconveniente,conduciendo carril medios interpone carril moto venia carril detenida lateral cae moto refiere golpe luego,concurrente
aa    ,circulando avenida san martin tercero misma avenida delante asegurado dispone girar aseg colisiona frente parte trasera tercero lesionados desplazamientos unidades,circulando venia san martin tercero mismo venia delante asegurado dispone girar aseg colisiona frente parte trasera tercero lesionados desplazamientos unidades,circulando venia san martin tercero mismo venia delante asegurado dispone girar aseg colisiona frente parte trasera tercero lesionados desplazamientos unidades,comprometida
am    ,circulando rosales giro izquierda av rey rozo moto color negro conductor cae moto luego incorpora consecuencia visible va domicilio media cuadras calle rosales lujan av rey nego entregar datos moto personales,circulando rosales giro izquierda av rey rozo moto dolor negro conductor cae moto luego incorpora consecuencia visible va domicilio media cuadras calle rosales lujan av rey nego entregar datos moto personas,circulando rosales giro izquierda av rey rozo moto dolor conductor cae moto luego incorpora consecuencia visible va domicilio media calle rosales lujan av rey nego datos moto personas,comprometida
aa    ,redgreenlue vh aseg circulando calle jorge luis borges llegar interseccion calle santa teresa tercero circulaba ultima mencionada derecha hacia izquierda atraviesa aseg logra detener marcha produciendo asi impacto parte delantera lateral trasero izquierdo tercero personas lesionadas desplazamientosmecanica segdan tercero iba circulando calle santa teresa intercesion calle jose luis borges fuienvestido paragolpe rueda guardabarros lado izquierdo danos auto chapa pintura,redgreenlue vh aseg circulando calle jorge luis borges llegar interseccion calle santa teresa tercero circulaba ultima mencionada derecha habia izquierda atraviesa aseg logra detener marcha produciendo asi impacto parte delantera lateral trasero izquierdo tercero personas lesionadas desplazamientosmecanica segdan tercero iba circulando calle santa teresa intercesion calle jose luis borges fuienvestido paragolpe rueda guardabarros lado izquierdo datos auto chapa pintura,redgreenlue vh aseg circulando calle jorge luis borges llegar interseccion calle santa teresa tercero circulaba ultima mencionada derecha habia izquierda atraviesa aseg logra detener marcha produciendo impacto parte delantera lateral trasero izquierdo tercero personas lesionadas segdan tercero iba circulando calle santa teresa calle jose luis borges paragolpe rueda guardabarros lado izquierdo datos auto chapa pintura,comprometida
aa    ,circulando calle battle ordonez llegar int santa isabel tercero circula ultima derecha embiste frente lateral derechopuerta parante guardabarro delantero derecho asegurado acompanante asegurado resulto golpe rodilla presencia policia ambulancia lugar desplazamientosd,circulando calle battle ordonez llegar int santa isabel tercero circulaba ultima derecha embiste frente lateral derechopuerta parte guardabarro delantero derecha asegurado acompanante asegurado resulto golpe rodilla presencia policia ambulancia lugar desplazamientos,circulando calle llegar int santa isabel tercero circulaba ultima derecha embiste frente lateral parte guardabarro delantero derecha asegurado acompanante asegurado resulto golpe rodilla presencia policia ambulancia lugar desplazamientos,concurrente
am    ,vh asegurado encontraba saliendo garage domicilio avenida luis maria campos vh tercero moto vena misma avenida asegurado sale tena vista tapada camin bebidas logra ver moto moto tampoco ve asegurado termina impactando parte delantera lateral izquierdo asegurado producto choque moto ocupante caen piso solo ocupante moto casco presenta raspn dedo mano derecha tambien hinchada ,vh asegurado encontraba saliendo garage domicilio venia luis maria campos vh tercero moto venia mismo venia asegurado sale tenia vista tapada camin bebidas logra ver moto moto tampoco ve asegurado termina impactado parte delantera lateral izquierdo asegurado produce choque moto ocupante caen piso solo ocupante moto casco presentaba raspn dedo mano derecha tambien hinchada,vh asegurado encontraba saliendo garage domicilio venia luis maria campos vh tercero moto venia mismo venia asegurado sale tenia vista camin logra ver moto moto tampoco ve asegurado termina impactado parte delantera lateral izquierdo asegurado produce choque moto ocupante caen piso solo ocupante moto casco presentaba raspn dedo mano derecha tambien hinchada,comprometida
aa    ,asegurado circulabapor salta interseccion noviembre colisiona tercero circulaba ultima derecha resultan tres personas vehiculo lesionadas sra asegurado ,asegurado circulaba salta interseccion noviembre colisiona tercero circulaba ultima derecha resultan tres personas vehiculo lesionadas sra asegurado,asegurado circulaba salta interseccion noviembre colisiona tercero circulaba ultima derecha resultan tres personas vehiculo lesionadas sra asegurado,concurrente
aci   ,iba derqui cruz perro esquive toque ciclista iba derecha ciclista cay corte cara ,iba derqui cruz perro esquive toque ciclista iba derecha ciclista cayo corte cara,iba derqui cruz perro esquive toque ciclista iba derecha ciclista cayo corte cara,comprometida
am    ,vehiculo asegurado circulaba juramento doblar izquierda febrero produce colision moto parte trasera izquierda vehiculo asegurado motociclista cae piso llevaba casco levanta solo manifestaba lesiones ,vehiculo asegurado circulaba juramento doblar izquierda febrero produce colision moto parte trasera izquierda vehiculo asegurado motociclista cae piso llevaba casco levanta solo manifestaba lesiones,vehiculo asegurado circulaba juramento doblar izquierda febrero produce colision moto parte trasera izquierda vehiculo asegurado motociclista cae piso llevaba casco levanta solo manifestaba lesiones,comprometida
am    ,vh asegurado encontraba circulando calle perda vh tercero moto vena calle senora merced asegurado cruzar mira ambos lados deja pasar vh venan merced acelera intentar cruzar moto vena gran velocidad mano izquierda impacta parte delantera lateral izquierdo delantero asegurado producto choque moto ocupante caen piso solo ocupante moto casco ,vh asegurado encontraba circulando calle perda vh tercero moto venia calle senora merced asegurado cruzar mira ambos lado deja pasar vh venia merced acelera intentar cruzar moto venia gran velocidad mano izquierda impacta parte delantera lateral izquierdo delantero asegurado produce choque moto ocupante caen piso solo ocupante moto casco,vh asegurado encontraba circulando calle perda vh tercero moto venia calle senora merced asegurado cruzar mira ambos lado deja pasar vh venia merced acelera intentar cruzar moto venia gran velocidad mano izquierda impacta parte delantera lateral izquierdo delantero asegurado produce choque moto ocupante caen piso solo ocupante moto casco,nan
am    ,aseg maniobra salir lugar estacionado impacta tercero moto circulaba lateral izq delantero parte delantera tercero conductor cae suelo asistido ambulancia trasladado hospital ,aseg maniobra salir lugar estacionado impacta tercero moto circulaba lateral izq delantero parte delantera tercero conductor cae suelo asistido ambulancia trasladado hospital,aseg maniobra salir lugar estacionado impacta tercero moto circulaba lateral izq delantero parte delantera tercero conductor cae suelo asistido ambulancia trasladado hospital,comprometida
am    ,vh aseg circulando calle uruguay mano derecha interceccion calle gral acha colisionado tercero moto circulaba ultima calle rueda trasera derecha ocacionado frente moto habia solo ocupante casco puesto cayo piso manifesto dolencia perna retiro lugar moto andando desplazamientosno ,vh aseg circulando calle uruguay mano derecha interceccion calle gral marcha colisionado tercero moto circulaba ultima calle rueda trasera derecha ocacionado frente moto habia solo ocupante casco puesto cayo piso manifesto dolencia persona retiro lugar moto andando desplazamientos,vh aseg circulando calle uruguay mano derecha calle gral marcha colisionado tercero moto circulaba ultima calle rueda trasera derecha ocacionado frente moto habia solo ocupante casco puesto cayo piso manifesto dolencia persona retiro lugar moto andando desplazamientos,concurrente
aci   ,comenzar girar tomar av diaz velez freno debido gente cruzando senda peatonal embestido parte trasera derecha ciclista rompiendo ptica trasera derecha hace presente polica lugar retira lugar ,comenzar girar tomar av diaz velez frena debido gente cruzando senda peatonal embestido parte trasera derecha ciclista rompiendo ptica trasera derecha hace presente polica lugar retira lugar,comenzar girar tomar av diaz velez frena debido gente cruzando senda peatonal embestido parte trasera derecha ciclista rompiendo ptica trasera derecha hace presente polica lugar retira lugar,concurrente
